source_id,source_title,notebook_present,local_relpath,local_filename,current_folder,local_present,source_to_local_score,audit_count,audit_titles,audit_verdicts,candidate_bins,conflicting_audits,screening_bucket,screening_notes
d9c94f19-8bd1-4d12-b7e2-d2962add9961,Furby_2014_Incidence_of_lesions_on_Fungiidae_corals_in_the_eastern_R..._doi-10.1016-j.marenvres.2014.04.002.pdf,1,literature/META_ANALYSIS_POOL/Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,META_ANALYSIS_POOL,1,1.072,2,1. Furby et al. (2014) [Incidence of lesions on Fungiidae corals in the eastern Red Sea...] || 1. Furby et al. (2014) [Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and...],[Exclude],rate,0,review_needed,[Exclude] The study assesses the epidemiology and natural incidence of coral lesions rather than providing macroscopic experimental tissue regeneration rates or whole-colony physiological costs. || [Exclude] The source text is missing the necessary data from the corpus to allow for extraction.
,,0,literature/EXCLUDED_FINAL/Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,EXCLUDED_FINAL,1,,0,,,,0,review_needed,No audit record yet.
,,0,literature/EXCLUDED_FINAL/Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,EXCLUDED_FINAL,1,,0,,,,0,review_needed,No audit record yet.
6a14a9e9-da4e-425f-bf9d-59fa573487e1,Guzman_1994_Injury_regeneration_and_growth_of_Caribbean_reef_corals_a..._doi-10.3354-meps105231.pdf,1,"literature/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",literature,1,1.135,0,,,,0,review_needed,No audit record yet.
e2191f69-a271-4c74-be4c-ebe977248362,Hall_1997_Interspecific_differences_in_the_regeneration_of_artificial..._doi-10.1016-s0022-0981_96_02760-8.pdf,1,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,META_ANALYSIS_POOL,1,1.009,2,2. Hall (1997) [Interspecific differences in the regeneration of artificial injuries...] || 2. Hall (1997) [Interspecific differences in the regeneration of artificial injuries on scleractinian corals],[Exclude] || [Include in Bin 1],rate,1,include_primary_conflicted,"[Exclude] Reports total regeneration amounts at the end of the study period rather than a standardized daily areal or percentage rate. || [Include in Bin 1] A highly rigorous and foundational primary data source comparing recovery across different morphologies and injury types, providing precise means, variances, and sample sizes directly in the text and tables."
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall_2001_The_response_of_Acropora_hyacinthus_and_Montipora_tuberc..._doi-10.1016-s0022-0981_01_00318-5.pdf,1,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,META_ANALYSIS_POOL,1,0.971,2,3. Hall (2001) [The response of Acropora hyacinthus and Montipora tuberculosa...] || 3. Hall (2001) [The response of *Acropora hyacinthus* and *Montipora tuberculosa* to three different types of colony damage...],[Exclude] || [Include in Bin 1],rate,1,include_primary_needs_fulltext,"[Exclude] Reports the total amount of tissue regenerated at specific time intervals rather than a continuous temporal speed (e.g., mm²/day). || [Include in Bin 1] Excellent comparative study of injury types, but the primary quantitative healing effect sizes must be extracted via figure digitization."
33b7b9b2-9041-454b-bba3-abfadd68029f,Hall_2015_Lesion_recovery_of_two_scleractinian_corals_under_low_pH_c..._doi-10.1016-j.marpolbul.2015.08.030.pdf,1,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,META_ANALYSIS_POOL,1,1.085,2,4. Hall et al. (2015) [Lesion recovery of two scleractinian corals under low pH conditions...] || 4. Hall et al. (2015) [Lesion recovery of two scleractinian corals under low pH conditions: Implications for restoration efforts],"[Exclude] || [Include in Bins 1, 5]",rate|mechanism,1,include_primary_conflicted,"[Exclude] Provides total percent recovery over the study period but lacks an extractable, standardized daily regeneration rate. || [Include in Bins 1, 5] A highly relevant paper testing the interaction of ocean acidification (pH) and fragment size on recovery, but the required raw means and variances for meta-analysis will need to be extracted by digitizing the figures."
2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,1,,,,0,,0,,,,0,review_needed,No audit record yet.
58b15640-3061-4ea9-a606-877701eef38c,Hamman_2019_Spatial_distribution_of_damage_affects_the_healing_growth_..._doi-10.1007-s00442-019-04509-7.pdf,1,"literature/high_confidence/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",high_confidence,1,1.156,1,5. Hamman (2019) [Spatial distribution of damage affects the healing...],[Exclude],rate|growth,0,review_fulltext_needed,"[Exclude] Lacks a standardized daily regeneration rate, providing only total proportional recovery, and lacks explicit raw baseline means for uninjured control growth."
da92c7b5-90a6-48e9-a3d2-259a6f48a6ad,Han_2025_In-depth_single-cell_transcriptomic_exploration_of_the_regen..._doi-10.1038-s42003-025-08089-6.pdf,1,literature/MECHANISMS_ONLY/Han et al. - 2025 - In-depth single-cell transcriptomic exploration of the regenerative dynamics in stony coral.pdf,Han et al. - 2025 - In-depth single-cell transcriptomic exploration of the regenerative dynamics in stony coral.pdf,MECHANISMS_ONLY,1,1.087,0,,,,0,review_needed,No audit record yet.
cb1f9bbe-6aa5-4797-9d01-731edf7e49f6,Henry_2005_Regeneration_from_Injury_and_Resource_Allocation_in_S..._doi-10.1002-iroh.200410759.pdf,1,literature/META_ANALYSIS_POOL/Henry and Hart - 2005 - Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review.pdf,Henry and Hart - 2005 - Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review.pdf,META_ANALYSIS_POOL,1,1.076,2,1. Henry and Hart (2005) [Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review] || 5. Henry and Hart (2005) [Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review],[Exclude],,0,exclude_review,"[Exclude] *Reason:* This is a literature review summarizing existing data. It does not provide original primary experimental data, violating meta-analysis inclusion criteria (though its tables serve as an excellent bibliography for primary sources). || [Exclude] This is a comprehensive literature review synthesizing existing studies to test hypotheses regarding resource allocation trade-offs. It does not provide original, primary experimental data for quantitative extraction."
,,0,literature/META_ANALYSIS_POOL/Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,META_ANALYSIS_POOL,1,,1,1. Honeycutt et al. (2023) [Farmerfish gardens help buffer stony corals against...],[Exclude],,0,review_fulltext_needed,"[Exclude] The source text is missing from the data pool, preventing any data extraction."
65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,Horricks_2019_Differential_protein_abundance_during_the_first_month_of_reg..._doi-10.1007-s00338-018-01754-9.pdf,1,literature/META_ANALYSIS_POOL/Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,META_ANALYSIS_POOL,1,1.079,2,2. Horricks et al. (2019) [Differential protein abundance during the first month of regeneration...] || 2. Horricks et al. (2019) [Differential protein abundance during the first month of regeneration of the Caribbean star coral...],[Include in Bin 1] || [Narrative/Mechanism Only],rate|mechanism,0,include_primary,"[Include in Bin 1] *Reason:* The study provides highly standardized, extractable quantitative data for continuous macroscopic tissue regeneration trajectories (including SE and sample sizes) alongside its mechanistic biomolecular data. || [Narrative/Mechanism Only] A pioneering proteomics study documenting the molecular cascades of wound healing (Bin 5), but it lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4 without complex model back-calculation."
5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz_2014_High_CO2_detrimentally_affects_tissue_regeneration_of_Red..._doi-10.1007-s00338-014-1150-5.pdf,1,literature/META_ANALYSIS_POOL/Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,META_ANALYSIS_POOL,1,1.163,2,3. Horwitz and Fine (2014) [High CO2 detrimentally affects tissue regeneration of Red Sea corals],"[Include in Bin 1] || [Include in Bins 1, 5]",rate|mechanism,0,include_primary_needs_fulltext,"[Include in Bin 1] *Reason:* Excellent primary data source providing standardized macroscopic tissue regeneration rates with clearly reported variance and sample sizes under ocean acidification stress. || [Include in Bins 1, 5] A robust primary data source demonstrating the severe impairment of regeneration across diverse morphologies under ocean acidification (OA) stress. Data extraction will require figure digitization."
,,0,literature/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,literature,1,,0,,,,0,review_needed,No audit record yet.
586216bb-828d-498e-b006-03caade92e8c,Jayewardene_2006_Fish_predation_on_Hawaiian_corals_doi-10.1007-s00338-006-0111-z.pdf,1,literature/excluded/Jayewardene and Birkeland - 2006 - Fish predation on Hawaiian corals.pdf,Jayewardene and Birkeland - 2006 - Fish predation on Hawaiian corals.pdf,excluded,1,1.163,0,,,,0,review_needed,No audit record yet.
45fcfd8e-a2d2-4345-aec0-baeb03f883a4,Jayewardene_2009_Effects_of_frequent_fish_predation_on_corals_in_Hawaii_doi-10.1007-s00338-009-0475-y.pdf,1,literature/META_ANALYSIS_POOL/Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,META_ANALYSIS_POOL,1,1.188,2,5. Jayewardene et al. (2009) [Effects of frequent fish predation on corals in Hawaii],[Exclude],,0,review_fulltext_needed,[Exclude] *Reason:* The provided text consists of only a single sentence fragment outlining the study sites [19]. No primary quantitative data or results are available for extraction. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments.
4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene_2010_Experimental_determination_of_the_cost_of_lesion_healing_on..._doi-10.1007-s00338-009-0560-2.pdf,1,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,META_ANALYSIS_POOL,1,1.158,2,4. Jayewardene (2010) [Experimental determination of the cost of lesion healing on Porites...] || 4. Jayewardene (2010) [Experimental determination of the cost of lesion healing on Porites compressa growth],[Exclude],growth,0,review_fulltext_needed,"[Exclude] *Reason:* The provided text excerpts are deficient. They only contain the introduction, methods, and bibliography [626–634], completely lacking the results section with the raw extractable means and variances for the growth variables. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments."
25b69d4e-602d-40e8-93a0-17ae973a2af5,Jones_2025_Evidence_of_rare_occurrences_of_the_Phoenix_effect_in_the..._doi-10.7717-peerj.19225.pdf,1,literature/META_ANALYSIS_POOL/Jones and Barott - 2025 - Evidence of rare occurrences of the Phoenix effect in the Hawaiian corals Porites compressa a.pdf,Jones and Barott - 2025 - Evidence of rare occurrences of the Phoenix effect in the Hawaiian corals Porites compressa a.pdf,META_ANALYSIS_POOL,1,1.123,2,1. Jones and Barott (2025) [Evidence of rare occurrences of the Phoenix effect...] || 1. Jones and Barott (2025) [Evidence of rare occurrences of the Phoenix effect in the Hawaiian corals *Porites compressa*...],[Exclude],rate,0,review_fulltext_needed,"[Exclude] The study reports categorical/proportional recovery endpoints over multi-year intervals rather than standardized daily regeneration rates, and lacks extractable variance (SD/SE) for these metrics. || [Exclude] While this study provides excellent observational documentation of the Phoenix effect, the text is deficient in the raw extractable macroscopic continuous regeneration rates (e.g., mm²/day) and variances required for standard effect size extraction."
acf00158-0890-4388-9a0e-da9194664ef6,Kaufman_2021_Thermal_history_influences_lesion_recovery_of_the_threatened..._doi-10.1007-s00338-020-02025-2.pdf,1,literature/META_ANALYSIS_POOL/Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,META_ANALYSIS_POOL,1,1.128,2,2. Kaufman et al. (2021) [Thermal history influences lesion recovery...] || 2. Kaufman et al. (2021) [Thermal history influences lesion recovery of the threatened Caribbean staghorn coral *Acropora cervicornis*...],[Exclude],rate,0,review_fulltext_needed,"[Exclude] While highly relevant to thermal stress, the provided text reports proportional categorical healing endpoints rather than a continuous temporal speed, and it lacks the extractable variance (SD/SE) required for meta-analysis effect size calculations. || [Exclude] A highly relevant paper testing the interaction of thermal history and heat stress on wound repair; however, the provided text evaluates proportional healing success and hazards rather than providing extractable continuous macroscopic tissue regeneration rates with variance."
bc157775-6a45-4c5c-a760-6d3550b31229,Kersting_2019_Living_evidence_of_a_fossil_survival_strategy_raises_hope_fo..._doi-10.1126-sciadv.aax2950.pdf,1,literature/META_ANALYSIS_POOL/Kersting and Linares - 2019 - Living evidence of a fossil survival strategy raises hope for warming-affected corals.pdf,Kersting and Linares - 2019 - Living evidence of a fossil survival strategy raises hope for warming-affected corals.pdf,META_ANALYSIS_POOL,1,1.103,2,3. Kersting and Linares (2019) [Living evidence of a fossil survival strategy...] || 3. Kersting and Linares (2019) [Living evidence of a fossil survival strategy raises hope for warming-affected corals],[Exclude],rate,0,review_fulltext_needed,"[Exclude] The provided text lacks the extractable primary quantitative data (means, variances, exact sample sizes) for the calculated recovery rates, as this data resides in supplementary materials not included in the excerpts. || [Exclude] The provided text excerpt is deficient in raw extractable data. Annual continuous recovery rates and sample sizes are relegated to unprovided supplementary materials."
716978e8-7256-4c47-9ccf-35ff6c3ed3cc,Kokita_2001_Rapid_response_of_an_obligately_corallivorous_filefish_Oxym..._doi-10.1007-s003380100153.pdf,1,literature/META_ANALYSIS_POOL/Kokita and Nakazono - 2001 - Rapid response of an obligately corallivorous filefish Oxymonacanthus longirostris (Monacanthidae) t.pdf,Kokita and Nakazono - 2001 - Rapid response of an obligately corallivorous filefish Oxymonacanthus longirostris (Monacanthidae) t.pdf,META_ANALYSIS_POOL,1,1.087,2,4. Kokita and Nakazono (2001) [Rapid response of an obligately corallivorous filefish...] || 4. Kokita and Nakazono (2001) [Rapid response of an obligately corallivorous filefish *Oxymonacanthus longirostris*...],[Exclude],,0,review_fulltext_needed,"[Exclude] Paper is missing from the data pool, preventing any data extraction. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
,,0,literature/Kordas et al. - 2011 - Community ecology in a warming world The influence of temperature on interspecific interactions in.pdf,Kordas et al. - 2011 - Community ecology in a warming world The influence of temperature on interspecific interactions in.pdf,literature,1,,0,,,,0,review_needed,No audit record yet.
04e10b24-592e-4cf3-8f94-226c7904262d,Kramarsky-Winter_2000_Tissue_regeneration_in_the_coral_Fungia_granulosa_the_ef..._doi-10.1007-s002270000416.pdf,1,literature/META_ANALYSIS_POOL/Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,META_ANALYSIS_POOL,1,1.079,2,5. Kramarsky-Winter and Loya (2000) [Tissue regeneration in the coral Fungia granulosa...] || 5. Kramarsky-Winter and Loya (2000) [Tissue regeneration in the coral *Fungia granulosa*: the effect of extrinsic and intrinsic factors],[Exclude],,0,review_fulltext_needed,"[Exclude] Paper is missing from the data pool, preventing any data extraction. || [Exclude] The source text is missing from the data pool, making primary quantitative data extraction impossible."
40359446-8345-4a72-8169-af86ad3de9d6,Lenihan_2010_Response_of_Pocillopora_verrucosa_to_corallivory_varies_wi..._doi-10.3354-meps08595.pdf,1,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,META_ANALYSIS_POOL,1,1.085,2,1. Lenihan and Edmunds (2010) [Response of *Pocillopora verrucosa* to corallivory...] || 1. Lenihan and Edmunds (2010) [Response of Pocillopora verrucosa to corallivory varies with environmental conditions],"[Include in Bins 1, 2]",rate|growth,0,include_primary_needs_fulltext,"[Include in Bins 1, 2] A highly relevant primary study, but effect sizes (means and SE) will need to be extracted by digitizing the figures since the text is deficient. || [Include in Bins 1, 2] A robust primary experimental study assessing the multi-stressor effects of flow and temperature on tissue regeneration and somatic growth, but accurate effect sizes must be extracted via figure digitization."
a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan_2015_Hydrodynamics_influence_coral_performance_through_simultaneo..._doi-10.1890-14-1115.1.pdf,1,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,META_ANALYSIS_POOL,1,1.091,2,2. Lenihan et al. (2015) [Hydrodynamics influence coral performance...] || 2. Lenihan et al. (2015) [Hydrodynamics influence coral performance through simultaneous direct and indirect effects],[Exclude],,0,review_fulltext_needed,"[Exclude] The source text is missing from the data pool. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester_1985_Effects_of_environment_on_regeneration_rate_of_tissue_lesion..._doi-10.3354-meps024183.pdf,1,literature/META_ANALYSIS_POOL/Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,META_ANALYSIS_POOL,1,1.065,1,3. Lester and Bak (1985) [Effects of environment on regeneration rate of tissue lesions...],[Include in Bin 1],rate,0,include_primary,[Include in Bin 1] ***
f4fefc50-aaa5-4724-8463-16f6f62dcb9f,Leuzinger_2012_Energy_allocation_in_a_reef_coral_under_varying_resource_ava..._doi-10.1007-s00227-011-1797-1.pdf,1,literature/META_ANALYSIS_POOL/Leuzinger et al. - 2012 - Energy allocation in a reef coral under varying resource availability.pdf,Leuzinger et al. - 2012 - Energy allocation in a reef coral under varying resource availability.pdf,META_ANALYSIS_POOL,1,1.130,2,4. Leuzinger et al. (2012) [Energy allocation in a reef coral under varying resource availability] || 3. Leuzinger et al. (2012) [Energy allocation in a reef coral under varying resource availability],[Exclude],,0,review_fulltext_needed,"[Exclude] *** || [Exclude] The source text is missing from the data pool, preventing any data extraction."
bbeda1b0-0f29-4d5b-aca5-7a930eb1be76,Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,1,literature/META_ANALYSIS_POOL/Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,META_ANALYSIS_POOL,1,1.200,0,,,,0,review_needed,No audit record yet.
bf7c803e-e2d9-4ba0-9d47-d645896f4be4,Levanoni_2024_Coral_Tissue_Regeneration_and_Growth_Is_Associated_..._doi-10.3390-jmse12020343.pdf,1,literature/META_ANALYSIS_POOL/Levanoni et al. - 2024 - Coral Tissue Regeneration and Growth Is Associated with the Presence of Stem-like Cells.pdf,Levanoni et al. - 2024 - Coral Tissue Regeneration and Growth Is Associated with the Presence of Stem-like Cells.pdf,META_ANALYSIS_POOL,1,1.125,1,1. Levanoni et al. (2024) [Coral Tissue Regeneration and Growth Is Associated with the Presence of Stem-like Cells],[Narrative/Mechanism Only],rate|mechanism,0,include_mechanism_only,"[Narrative/Mechanism Only] While it lacks extractable macroscopic regeneration rates in the text (Bin 1), the paper provides exceptional mechanistic data (Bin 5) regarding the mobilization of adult stem cell-like cells, Piwi/pH3 expression, and the formation of a regenerating ""addendum"" [1, 4]."
e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,Lirman_2000_Fragmentation_in_the_branching_coral_Acropora_palmata_La..._doi-10.1016-s0022-0981_00_00205-7.pdf,1,"literature/high_confidence/Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf","Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",high_confidence,1,0.996,1,2. Lirman (2000) [Fragmentation in the branching coral *Acropora palmata* (Lamarck): growth...] (*J. Exp. Mar. Biol. Ecol.*),[Include in Bin 3],reproduction,0,include_primary,"[Include in Bin 3] The excerpted table provides clear, extractable sample sizes and percentage data demonstrating the reproductive costs associated with fragmentation damage."
3764e810-0eb0-4d34-baca-2c5136c95bc8,Lirman_2000_Lesion_regeneration_in_the_branching_coral_Acropora_palmat..._doi-10.3354-meps197209.pdf,1,"literature/high_confidence/Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf","Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",high_confidence,1,1.085,1,3. Lirman (2000) [Lesion regeneration in the branching coral *Acropora palmata*: effects of colonization...] (*Mar. Ecol. Prog. Ser.*),[Include in Bin 1],rate,0,include_primary,"[Include in Bin 1] An excellent primary data source providing highly standardized linear closure rates, precise variance (SE), and distinct sample sizes categorized by initial lesion size."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman_2010_Propagation_of_the_threatened_staghorn_coral_Acropora_cerv..._doi-10.1007-s00338-010-0621-6.pdf,1,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,META_ANALYSIS_POOL,1,1.075,2,4. Lirman et al. (2010) [Propagation of the threatened staghorn coral *Acropora cervicornis*: methods to minimize the impacts...] || 1. Lirman et al. (2010) [Propagation of the threatened staghorn coral Acropora cervicornis: methods to minimize the impacts...],[Exclude],,0,review_fulltext_needed,"[Exclude] Primary quantitative data cannot be extracted from the provided text fragments. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
,,0,literature/META_ANALYSIS_POOL/Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro-fragmentation in the scleractinian.pdf,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro-fragmentation in the scleractinian.pdf,META_ANALYSIS_POOL,1,,3,5. Lock et al. (2022) [Calcium homeostasis disruption initiates rapid growth after micro-fragmentation...] || 1. Lock et al. (2022) [Calcium homeostasis disruption initiates rapid growth after micro-fragmentation...] || 2 & 3. Lock et al. (2022) [Calcium homeostasis disruption initiates rapid growth after micro-fragmentation in the scleractinian coral...] (Thesis and Journal Article),[Narrative/Mechanism Only],mechanism|rate|growth,0,include_mechanism_only,"[Narrative/Mechanism Only] The paper provides a highly valuable transcriptomic model for Bin 5 (showing that fragmentation triggers calcium homeostasis disruption, ER stress, and antioxidant expression to stimulate rapid healing) [19, 23, 24], but the text is deficient in the raw macroscopic data required for Bins 1–4 effect size extraction. || [Narrative/Mechanism Only] The paper provides a highly valuable transcriptomic and physiological model for Bin 5 (showing that fragmentation triggers calcium homeostasis disruption, ER stress, and antioxidant expression to stimulate rapid healing) [5, 6], but the text is deficient in the raw macroscopic data required for Bins 1–4 effect size extraction. || [Narrative/Mechanism Only] A pioneering transcriptomic study providing critical mechanistic evidence (Bin 5) that calcium homeostasis disruption acts as the cellular trigger for rapid wound healing and accelerated growth. However, it lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4."
3077a17c-6c27-4f2e-9b9c-6efea0b17328,Lock_2022_Calcium_homeostasis_disruption_initiates_rapid_growth_after..._doi-10.1002-ece3.9345_2.pdf,1,literature/META_ANALYSIS_POOL/Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,META_ANALYSIS_POOL,1,1.083,0,,,,0,review_needed,No audit record yet.
d3d8c44a-eb30-458a-9f59-d93894d9305b,Lock_Quantifying_physiological_responses_to_physical_injury_in_P....pdf,1,"literature/Lock - Quantifying physiological responses to physical injury in Porites lobata, using a transcriptomic app.pdf","Lock - Quantifying physiological responses to physical injury in Porites lobata, using a transcriptomic app.pdf",literature,1,1.500,0,,,,0,review_needed,No audit record yet.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya_1976_Skeletal_regeneration_in_a_Red_Sea_scleractinian_coral_p..._doi-10.1038-261490a0.pdf,1,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,META_ANALYSIS_POOL,1,1.138,2,2. Loya (1976) [Skeletal regeneration in a Red Sea scleractinian coral population] || 4. Loya (1976) [Skeletal regeneration in a Red Sea scleractinian coral population],[Exclude],,0,review_fulltext_needed,"[Exclude] Paper is missing from the data pool, preventing any data extraction. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragment."
9189fc2a-add9-4066-aebe-ad7bfaa7973b,Luz_2018_A_polyp_from_nothing_The_extreme_regeneration_capacity_of..._doi-10.1016-j.jembe.2018.02.002.pdf,1,literature/META_ANALYSIS_POOL/Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,META_ANALYSIS_POOL,1,1.120,2,3. Luz et al. (2018) [A polyp from nothing: The extreme regeneration capacity...] || 5. Luz et al. (2018) [A polyp from nothing: The extreme regeneration capacity of the Atlantic invasive sun corals...],[Exclude],,0,review_fulltext_needed,"[Exclude] While providing interesting whole-body regeneration data for an invasive species, the text excerpt lacks the exact numerical means and variance (SD/SE) for the continuous healing metrics required for a meta-analysis database. || [Exclude] While the study models the exact variables required for evaluating total regeneration (morphallaxis) from tiny fragments, the provided text excerpts are deficient in the raw extractable continuous data (means and variances) required for meta-analysis effect size calculation."
6627c0f6-ee21-4eef-9651-e3312a7695dc,Luz_2021_High_regenerative_capacity_is_a_general_feature_within_colon..._doi-10.1002-jez.b.23021.pdf,1,"literature/high_confidence/Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf","Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf",high_confidence,1,1.090,1,4. Luz et al. (2021) [High regenerative capacity is a general feature within colonial dendrophylliid...],[Exclude],,0,review_fulltext_needed,"[Exclude] The provided text lacks the extractable primary quantitative means, variances, and sample sizes necessary for PRISMA-standard data extraction."
