paper_title,source_id,notebook_present,local_present,local_relpath,local_filename,current_folder,final_status,extraction_readiness,alias_of,response_rate,response_growth,response_reproduction,response_survival,response_mechanism,moderator_environment,moderator_traits,hypothesis_traits,hypothesis_environment,hypothesis_wound_type,hypothesis_geometry,hypothesis_integration,adjudication_basis,final_rationale,screening_bucket,candidate_bins,screening_notes
Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,2e3b055f-28df-4def-97aa-660ac537a95f,1,1,literature/META_ANALYSIS_POOL/Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,1,0,0,0,0,0,0,1,0,0,0,carry_forward_prior_audit,"[Include in Bins 1, 2] Robust primary data source providing extractable quantitative means, SE, and sample sizes for both continuous healing trajectories and organismal calcification costs under ocean acidification. || [Include in Bins 1, 2] An excellent, rigorous primary data source providing extractable quantitative outcomes for growth costs and tissue regeneration under varied $pCO_2$ ocean acidification stress.",include_primary,rate|growth,"[Include in Bins 1, 2] Robust primary data source providing extractable quantitative means, SE, and sample sizes for both continuous healing trajectories and organismal calcification costs under ocean acidification. || [Include in Bins 1, 2] An excellent, rigorous primary data source providing extractable quantitative outcomes for growth costs and tissue regeneration under varied $pCO_2$ ocean acidification stress."
Meesters et al 1992 sedimentation and lesion position.pdf,f7335f31-f560-4d42-9f0d-52fdbec8ece6,1,1,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,Meesters et al 1992 sedimentation and lesion position.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,0,0,1,0,0,0,manual_override,Primary regeneration study testing sedimentation and lesion position effects on healing.,include_primary_conflicted,rate,"[Include in Bin 1] A highly relevant paper testing sedimentation and intra-colony photoadaptation, but effect sizes will need to be extracted by digitizing the figures since the provided text is deficient. || [Exclude] The provided text lacks the extractable raw numerical means and variances necessary to quantify continuous regeneration rates. Data would need to be back-calculated or digitized from the unprovided original figures."
Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,348d7203-b68d-472c-89da-e3e6704b2f50,1,1,literature/META_ANALYSIS_POOL/Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,0,0,0,1,1,1,1,0,0,0,manual_override,Primary Acropora palmata paper quantifying age-related regeneration decline.,review_needed,,No audit record yet.
Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,1d9e4e6d-fe25-4609-b0ac-78fdb306c80b,1,1,literature/META_ANALYSIS_POOL/Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,0,0,0,1,0,0,1,1,0,0,manual_override,Primary predictive regeneration paper using lesion shape and regeneration capacity.,review_needed,,No audit record yet.
Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,c6b2ff5b-0225-4b9a-92e7-8dfa6a6debeb,1,1,literature/EXCLUDED_FINAL/Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,EXCLUDED_FINAL,exclude_review,not_for_extraction,,0,0,0,0,0,0,0,0,0,1,0,0,manual_override,Review chapter on eastern Pacific corallivory.,review_fulltext_needed,,"[Exclude] Paper is missing from the data pool and lacks extractable primary outcomes. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,ad751939-b061-4323-9097-c1e7d2e9576f,1,1,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,1,1,0,0,0,0,0,0,1,manual_override,Primary lesion-recovery experiment contrasting bleached and unbleached Oculina patagonica; also central for colony-integration mechanism.,include_primary_conflicted,rate|survival,"[Include in Bins 1, 4] Contains primary macroscopic data for wound recovery under stress, but variance and sample size must be extracted from the figures/tables in the full manuscript, as the text excerpt is deficient. || [Exclude] Primary quantitative parameters essential for meta-analysis (variance and *n*) cannot be extracted from the provided text fragments."
Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,a1e7fabd-36e1-4556-804c-e6f1a9c17581,1,1,literature/META_ANALYSIS_POOL/Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,0,0,0,0,0,0,0,0,0,0,carry_forward_prior_audit,"[Include in Bin 1] Highly precise methodology providing raw regression slopes, variance, and sample sizes for temporal healing speeds. || [Include in Bin 1] An excellent, rigorous primary data source providing extractable standardized quantitative outcomes for tissue regeneration with distinct variance and sample sizes directly in the text.",include_primary,rate,"[Include in Bin 1] Highly precise methodology providing raw regression slopes, variance, and sample sizes for temporal healing speeds. || [Include in Bin 1] An excellent, rigorous primary data source providing extractable standardized quantitative outcomes for tissue regeneration with distinct variance and sample sizes directly in the text."
Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,3a3fb59c-a303-49f1-aa80-21ffe7d182cf,1,1,literature/META_ANALYSIS_POOL/Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,1,0,1,0,0,1,1,0,1,0,0,carry_forward_prior_audit,"[Include in Bins 1, 4] Contains valuable primary data on the natural survivorship of fragments and natural wound healing, but extraction of continuous healing rates and variances will require digitizing figures from the full paper. || [Include in Bins 1, 2] An important field study tracking natural storm damage recovery; however, exact growth effect sizes and variances will need to be extracted by digitizing the figures, as the provided text is partially deficient in raw numbers.",include_primary,rate|survival|growth,"[Include in Bins 1, 4] Contains valuable primary data on the natural survivorship of fragments and natural wound healing, but extraction of continuous healing rates and variances will require digitizing figures from the full paper. || [Include in Bins 1, 2] An important field study tracking natural storm damage recovery; however, exact growth effect sizes and variances will need to be extracted by digitizing the figures, as the provided text is partially deficient in raw numbers."
Fox et al. - 2019 - Trophic plasticity in a common reef-building coral.pdf,,0,1,literature/EXCLUDED_FINAL/Fox et al. - 2019 - Trophic plasticity in a common reef-building coral.pdf,Fox et al. - 2019 - Trophic plasticity in a common reef-building coral.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,manual_override,Trophic ecology paper without injury treatment.,review_needed,,No audit record yet.
Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,d9c94f19-8bd1-4d12-b7e2-d2962add9961,1,1,literature/EXCLUDED_FINAL/Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,manual_override,Lesion-incidence survey rather than a regeneration or consequence study.,review_needed,rate,[Exclude] The study assesses the epidemiology and natural incidence of coral lesions rather than providing macroscopic experimental tissue regeneration rates or whole-colony physiological costs. || [Exclude] The source text is missing the necessary data from the corpus to allow for extraction.
Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,,0,1,literature/EXCLUDED_FINAL/Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Bleaching susceptibility paper without wounding treatment.,review_needed,,No audit record yet.
Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,,0,1,literature/EXCLUDED_FINAL/Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Thermotolerance/holobiont paper not centered on injury or repair.,review_needed,,No audit record yet.
"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",6a14a9e9-da4e-425f-bf9d-59fa573487e1,1,1,"literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",META_ANALYSIS_POOL,include_primary,ready_extract,,1,1,0,1,0,0,0,0,0,1,0,0,manual_override,"Primary post-disturbance injury, regeneration, and growth study in Caribbean corals.",review_needed,,No audit record yet.
Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,e2191f69-a271-4c74-be4c-ebe977248362,1,1,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,1,1,1,1,0,0,manual_override,Core comparative regeneration dataset across multiple scleractinian morphologies and injury types.,include_primary_conflicted,rate,"[Exclude] Reports total regeneration amounts at the end of the study period rather than a standardized daily areal or percentage rate. || [Include in Bin 1] A highly rigorous and foundational primary data source comparing recovery across different morphologies and injury types, providing precise means, variances, and sample sizes directly in the text and tables."
Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,b9536b7f-eb24-428a-8a9f-9750a74faa1f,1,1,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,0,0,0,1,0,0,carry_forward_prior_audit,"[Exclude] Reports the total amount of tissue regenerated at specific time intervals rather than a continuous temporal speed (e.g., mm²/day). || [Include in Bin 1] Excellent comparative study of injury types, but the primary quantitative healing effect sizes must be extracted via figure digitization.",include_primary_needs_fulltext,rate,"[Exclude] Reports the total amount of tissue regenerated at specific time intervals rather than a continuous temporal speed (e.g., mm²/day). || [Include in Bin 1] Excellent comparative study of injury types, but the primary quantitative healing effect sizes must be extracted via figure digitization."
Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,33b7b9b2-9041-454b-bba3-abfadd68029f,1,1,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,0,0,1,0,0,0,manual_override,Primary lesion-recovery study under ocean acidification; include for the environmental-stress hypothesis.,include_primary_conflicted,rate|mechanism,"[Exclude] Provides total percent recovery over the study period but lacks an extractable, standardized daily regeneration rate. || [Include in Bins 1, 5] A highly relevant paper testing the interaction of ocean acidification (pH) and fragment size on recovery, but the required raw means and variances for meta-analysis will need to be extracted by digitizing the figures."
Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,2b8676ad-34ad-450c-8649-095d5be68458,1,1,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,1,1,0,0,0,0,0,0,1,0,0,manual_override,"Hall thesis with primary reef-crest coral damage, regeneration, and fecundity datasets that underpin several later papers.",review_needed,,No audit record yet.
"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",58b15640-3061-4ea9-a606-877701eef38c,1,1,"literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",META_ANALYSIS_POOL,include_primary,needs_digitization,,1,1,0,0,0,1,1,1,1,1,0,0,manual_override,Primary experimental paper testing spatial distribution of damage on healing and growth.,review_fulltext_needed,rate|growth,"[Exclude] Lacks a standardized daily regeneration rate, providing only total proportional recovery, and lacks explicit raw baseline means for uninjured control growth."
Han et al. - 2025 - In-depth single-cell transcriptomic exploration of the regenerative dynamics in stony coral.pdf,da92c7b5-90a6-48e9-a3d2-259a6f48a6ad,1,1,literature/MECHANISMS_ONLY/Han et al. - 2025 - In-depth single-cell transcriptomic exploration of the regenerative dynamics in stony coral.pdf,Han et al. - 2025 - In-depth single-cell transcriptomic exploration of the regenerative dynamics in stony coral.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,1,0,0,1,0,0,0,manual_override,"Single-cell regenerative dynamics paper for mechanistic synthesis, not macro-response extraction.",review_needed,,No audit record yet.
Henry and Hart - 2005 - Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review.pdf,cb1f9bbe-6aa5-4797-9d01-731edf7e49f6,1,1,literature/EXCLUDED_FINAL/Henry and Hart - 2005 - Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review.pdf,Henry and Hart - 2005 - Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review.pdf,EXCLUDED_FINAL,exclude_review,not_for_extraction,,0,0,0,0,0,0,0,0,1,1,0,1,carry_forward_prior_audit,"[Exclude] *Reason:* This is a literature review summarizing existing data. It does not provide original primary experimental data, violating meta-analysis inclusion criteria (though its tables serve as an excellent bibliography for primary sources). || [Exclude] This is a comprehensive literature review synthesizing existing studies to test hypotheses regarding resource allocation trade-offs. It does not provide original, primary experimental data for quantitative extraction.",exclude_review,,"[Exclude] *Reason:* This is a literature review summarizing existing data. It does not provide original primary experimental data, violating meta-analysis inclusion criteria (though its tables serve as an excellent bibliography for primary sources). || [Exclude] This is a comprehensive literature review synthesizing existing studies to test hypotheses regarding resource allocation trade-offs. It does not provide original, primary experimental data for quantitative extraction."
Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,,0,1,literature/EXCLUDED_FINAL/Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Heatwave-buffering ecology paper without direct wounding treatments or lesion outcomes.,review_fulltext_needed,,"[Exclude] The source text is missing from the data pool, preventing any data extraction."
Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,1,1,literature/META_ANALYSIS_POOL/Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,0,0,1,0,0,0,0,0,0,0,carry_forward_prior_audit,"[Include in Bin 1] *Reason:* The study provides highly standardized, extractable quantitative data for continuous macroscopic tissue regeneration trajectories (including SE and sample sizes) alongside its mechanistic biomolecular data. || [Narrative/Mechanism Only] A pioneering proteomics study documenting the molecular cascades of wound healing (Bin 5), but it lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4 without complex model back-calculation.",include_primary,rate|mechanism,"[Include in Bin 1] *Reason:* The study provides highly standardized, extractable quantitative data for continuous macroscopic tissue regeneration trajectories (including SE and sample sizes) alongside its mechanistic biomolecular data. || [Narrative/Mechanism Only] A pioneering proteomics study documenting the molecular cascades of wound healing (Bin 5), but it lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4 without complex model back-calculation."
Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,5f4a560f-1449-4b1d-96ad-236a0da5fcb7,1,1,literature/META_ANALYSIS_POOL/Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,0,0,1,0,0,0,manual_override,Primary ocean-acidification paper on tissue regeneration under elevated CO2.,include_primary_needs_fulltext,rate|mechanism,"[Include in Bin 1] *Reason:* Excellent primary data source providing standardized macroscopic tissue regeneration rates with clearly reported variance and sample sizes under ocean acidification stress. || [Include in Bins 1, 5] A robust primary data source demonstrating the severe impairment of regeneration across diverse morphologies under ocean acidification (OA) stress. Data extraction will require figure digitization."
INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,,0,0,,,DUPLICATES,duplicate_alias,not_for_extraction,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Duplicate metadata alias for Hall's reef-crest coral injury thesis; the single local PDF is assigned to the retained primary record.,review_needed,,No audit record yet.
Jayewardene and Birkeland - 2006 - Fish predation on Hawaiian corals.pdf,586216bb-828d-498e-b006-03caade92e8c,1,1,literature/EXCLUDED_FINAL/Jayewardene and Birkeland - 2006 - Fish predation on Hawaiian corals.pdf,Jayewardene and Birkeland - 2006 - Fish predation on Hawaiian corals.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,1,0,0,manual_override,Predation-description paper lacking direct coral healing or fitness outcome data.,review_needed,,No audit record yet.
Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,45fcfd8e-a2d2-4345-aec0-baeb03f883a4,1,1,literature/META_ANALYSIS_POOL/Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,0,0,0,0,1,0,0,manual_override,Primary corallivory paper on repeated fish damage and colony consequences.,review_fulltext_needed,,[Exclude] *Reason:* The provided text consists of only a single sentence fragment outlining the study sites [19]. No primary quantitative data or results are available for extraction. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments.
Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,4cc9b30b-9ed8-4123-82aa-2f182db391b7,1,1,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,1,0,0,0,0,0,0,1,0,0,0,manual_override,Primary experimental test of growth costs during lesion healing in Porites compressa.,review_fulltext_needed,growth,"[Exclude] *Reason:* The provided text excerpts are deficient. They only contain the introduction, methods, and bibliography [626–634], completely lacking the results section with the raw extractable means and variances for the growth variables. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments."
Jones and Barott - 2025 - Evidence of rare occurrences of the Phoenix effect in the Hawaiian corals Porites compressa a.pdf,25b69d4e-602d-40e8-93a0-17ae973a2af5,1,1,literature/EXCLUDED_FINAL/Jones and Barott - 2025 - Evidence of rare occurrences of the Phoenix effect in the Hawaiian corals Porites compressa a.pdf,Jones and Barott - 2025 - Evidence of rare occurrences of the Phoenix effect in the Hawaiian corals Porites compressa a.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,manual_override,Recovery-after-bleaching paper without a physical injury treatment.,review_fulltext_needed,rate,"[Exclude] The study reports categorical/proportional recovery endpoints over multi-year intervals rather than standardized daily regeneration rates, and lacks extractable variance (SD/SE) for these metrics. || [Exclude] While this study provides excellent observational documentation of the Phoenix effect, the text is deficient in the raw extractable macroscopic continuous regeneration rates (e.g., mm²/day) and variances required for standard effect size extraction."
Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,acf00158-0890-4388-9a0e-da9194664ef6,1,1,literature/META_ANALYSIS_POOL/Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,0,0,1,0,0,0,manual_override,Primary Acropora cervicornis lesion-recovery note under heat stress.,review_fulltext_needed,rate,"[Exclude] While highly relevant to thermal stress, the provided text reports proportional categorical healing endpoints rather than a continuous temporal speed, and it lacks the extractable variance (SD/SE) required for meta-analysis effect size calculations. || [Exclude] A highly relevant paper testing the interaction of thermal history and heat stress on wound repair; however, the provided text evaluates proportional healing success and hazards rather than providing extractable continuous macroscopic tissue regeneration rates with variance."
Kersting and Linares - 2019 - Living evidence of a fossil survival strategy raises hope for warming-affected corals.pdf,bc157775-6a45-4c5c-a760-6d3550b31229,1,1,literature/EXCLUDED_FINAL/Kersting and Linares - 2019 - Living evidence of a fossil survival strategy raises hope for warming-affected corals.pdf,Kersting and Linares - 2019 - Living evidence of a fossil survival strategy raises hope for warming-affected corals.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,manual_override,Climate-survival narrative centered on whole-colony persistence rather than lesion-response data.,review_fulltext_needed,rate,"[Exclude] The provided text lacks the extractable primary quantitative data (means, variances, exact sample sizes) for the calculated recovery rates, as this data resides in supplementary materials not included in the excerpts. || [Exclude] The provided text excerpt is deficient in raw extractable data. Annual continuous recovery rates and sample sizes are relegated to unprovided supplementary materials."
Kokita and Nakazono - 2001 - Rapid response of an obligately corallivorous filefish Oxymonacanthus longirostris (Monacanthidae) t.pdf,716978e8-7256-4c47-9ccf-35ff6c3ed3cc,1,1,literature/EXCLUDED_FINAL/Kokita and Nakazono - 2001 - Rapid response of an obligately corallivorous filefish Oxymonacanthus longirostris (Monacanthidae) t.pdf,Kokita and Nakazono - 2001 - Rapid response of an obligately corallivorous filefish Oxymonacanthus longirostris (Monacanthidae) t.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,"Predator-behavior paper without coral healing, growth, or survival outcomes.",review_fulltext_needed,,"[Exclude] Paper is missing from the data pool, preventing any data extraction. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
Kordas et al. - 2011 - Community ecology in a warming world The influence of temperature on interspecific interactions in.pdf,,0,1,literature/EXCLUDED_FINAL/Kordas et al. - 2011 - Community ecology in a warming world The influence of temperature on interspecific interactions in.pdf,Kordas et al. - 2011 - Community ecology in a warming world The influence of temperature on interspecific interactions in.pdf,EXCLUDED_FINAL,exclude_review,not_for_extraction,,0,0,0,0,0,1,1,1,1,0,0,0,manual_override,General review on warming and species interactions.,review_needed,,No audit record yet.
Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,04e10b24-592e-4cf3-8f94-226c7904262d,1,1,literature/META_ANALYSIS_POOL/Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,0,0,0,0,0,0,manual_override,Primary regeneration paper on extrinsic and intrinsic controls in Fungia granulosa.,review_fulltext_needed,,"[Exclude] Paper is missing from the data pool, preventing any data extraction. || [Exclude] The source text is missing from the data pool, making primary quantitative data extraction impossible."
Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,40359446-8345-4a72-8169-af86ad3de9d6,1,1,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,1,0,0,0,0,0,0,1,1,0,0,manual_override,Primary corallivory-response paper combining wound outcomes with environmental context.,include_primary_needs_fulltext,rate|growth,"[Include in Bins 1, 2] A highly relevant primary study, but effect sizes (means and SE) will need to be extracted by digitizing the figures since the text is deficient. || [Include in Bins 1, 2] A robust primary experimental study assessing the multi-stressor effects of flow and temperature on tissue regeneration and somatic growth, but accurate effect sizes must be extracted via figure digitization."
Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,a67392b0-7a7e-43ad-917d-94febf750c1a,1,1,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,0,0,0,1,0,0,0,manual_override,Primary field assay showing indirect corallivory effects on coral growth under different flow regimes.,review_fulltext_needed,,"[Exclude] The source text is missing from the data pool. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,1,1,literature/META_ANALYSIS_POOL/Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,0,0,0,0,0,0,0,0,0,0,carry_forward_prior_audit,[Include in Bin 1] ***,include_primary,rate,[Include in Bin 1] ***
Leuzinger et al. - 2012 - Energy allocation in a reef coral under varying resource availability.pdf,f4fefc50-aaa5-4724-8463-16f6f62dcb9f,1,1,literature/EXCLUDED_FINAL/Leuzinger et al. - 2012 - Energy allocation in a reef coral under varying resource availability.pdf,Leuzinger et al. - 2012 - Energy allocation in a reef coral under varying resource availability.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,1,manual_override,Energy-allocation paper not tied to physical injury or lesion regeneration.,review_fulltext_needed,,"[Exclude] *** || [Exclude] The source text is missing from the data pool, preventing any data extraction."
