source_id,paper_title,taxon_raw,taxon_count,taxon_parse_status,genus_candidates,genus,genus_model_status,family_candidates,family,family_model_status,taxonomy_lookup_status,growth_form_raw,growth_form_standard_candidates,growth_form_standard,growth_form_model_status,tissue_type_raw,skeletal_porosity_raw_evidence,skeletal_porosity_candidates,skeletal_porosity,skeletal_porosity_model_status,study_type_raw,field_lab_mesocosm,field_lab_mesocosm_status,depth_min_m,depth_max_m,depth_mid_m,depth_span_m,initial_wound_area_raw,initial_wound_area_min_mm2,initial_wound_area_max_mm2,initial_wound_area_mid_mm2,initial_wound_area_status,wound_perimeter_raw,wound_perimeter_min_mm,wound_perimeter_max_mm,wound_perimeter_mid_mm,wound_perimeter_status,lesion_depth_raw,lesion_depth_min_mm,lesion_depth_max_mm,lesion_depth_mid_mm,lesion_depth_status,num_lesions_raw,num_lesions_min,num_lesions_max,num_lesions_mid,num_lesions_status,temperature_raw,temperature_min_c,temperature_max_c,temperature_mid_c,temperature_status,pH_or_pCO2_raw,pH_min,pH_max,pH_mid,pCO2_uatm_min,pCO2_uatm_max,pCO2_uatm_mid,carbonate_chemistry_status,nutrient_enrichment_raw,nutrient_enrichment_standard,sedimentation_raw,sedimentation_standard,flow_regime_raw,flow_regime_standard,light_raw,light_standard,symbiont_status_raw,symbiont_status_standard,lesion_method_raw,injury_mechanism_standard,lesion_type_raw,tissue_skeleton_involvement_standard,location_raw,site,country_territory,water_body,latitude,longitude,coordinate_basis,coordinate_confidence,covariate_readiness_status,covariate_blockers,covariate_warnings,notes
58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",Porites spp.,1,single_genus_species_ambiguous,Porites,Porites,single_genus_ready,Poritidae,Poritidae,single_family_ready,worms_scleractinia_match,massive,massive_submassive,massive_submassive,single_growth_form_ready,perforate,tissue_type=perforate,perforate,perforate,single_porosity_ready,field,field,single_setting_ready,2,3,2.5,1,78.5,78.5,78.5,78.5,single_value,,,,,missing,,,,,missing,2,2,2,2,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,,,Waterpik and 1 cm diameter circular stencil,air_or_water_jet,tissue,tissue_only,north shore of Moorea,"Cook’s Bay, Richard B. Gump South Pacific Research Station",French Polynesia,,-17.487250,-149.886930,site_facility_centroid,medium,core_covariates_ready,,,"Investigated the spatial configuration of lesions on coral recovery. Found that closely clustered lesions regenerated tissue more slowly and caused local reductions in linear skeletal extension compared to lesions spaced further apart. [repair: Coordinates and experimental temperatures were not explicitly reported, initial lesion size was provided as a diameter rather than an explicit area, and tissue type was inferred as perforate based on the focal genus Porites.] [agent repair: Area derived from the explicit 1 cm diameter circular stencil used to create lesions. No explicit geographic coordinates or single study-level temperature value were stated in the accessible text.]"
65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,Montastraea cavernosa,1,single_taxon,Montastraea,Montastraea,single_genus_ready,Montastraeidae,Montastraeidae,single_family_ready,worms_scleractinia_match,massive/submassive,massive_submassive,massive_submassive,single_growth_form_ready,polyp core samples,,,,porosity_missing,field,field,single_setting_ready,10,12,11,2,"158.7, 159.8",158.7,159.8,159.25,range_or_multiple_values,,,,,missing,3,3,3,3,single_value,"1, 4",1,4,2.5,range_or_multiple_values,,,,,missing,,,,,,,,missing,,,,,,,,,normally pigmented brown,normally_pigmented_brown,diamond coring drill bit attached to a pneumatic drill,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,coastal waters of Grenada and Carriacou,"Dragon Bay, Flamingo Bay, Quarter Wreck, Northern Exposure, Sandy Island, Whirlpool, Jackadam, Seaview",Grenada,Caribbean Sea,12.841767,-61.783567,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Determined regeneration rates and proteomic mechanisms of tissue regeneration. Monitored lesion size over time and identified 111 differentially abundant proteins associated with regeneration, inflammation, and antioxidant activity. [repair: Specific ambient or experimental water temperature values were not reported in the study.] [agent repair: Multiple site coordinates were preserved in raw form. Depth was 10-12 m. Sample sizes were 10, 14, 16, 30, and 124. Lesion areas were 1.587 and 1.598 cm2, converted here to 158.7 and 159.8 mm2. Growth form was massive/submassive. Temperature was not recoverable.]"
5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,"Porites sp., Favia favus, Acropora eurystoma, Stylophora pistillata",4,multi_taxon,Porites; Favia; Acropora; Stylophora,,multi_taxon,Poritidae; Faviidae; Acroporidae; Pocilloporidae,,multiple_families_not_collapsed,worms_scleractinia_match,"massive, branching",branching; massive_submassive,,multiple_growth_forms_not_collapsed,colony and fragment,,,,porosity_missing,laboratory,lab,single_setting_ready,10,10,10,0,"314, 350",314,350,332,range_or_multiple_values,,,,,missing,,,,,missing,1,1,1,1,single_value,21.6-24.3,21.6,24.3,22.95,range_or_multiple_values,"400, 1800, 4000 µatm; pH 8.1, 7.6, 7.3",,,,7.3,4000,2003.65,pco2_reported,fed once a week with Artemia salina nauplii,present_or_manipulated,,,running seawater at 0.5 l min-1,present_or_manipulated,350-500,present_or_manipulated,,,regulator air-pick,air_or_water_jet,tissue,tissue_only,"Gulf of Aqaba, Red Sea",Interuniversity Institute (IUI) for Marine Sciences in Eilat,Israel,Red Sea,29.500000,34.916667,reported_exact,high,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category,"Investigated the effects of increased pCO2 (ocean acidification) on the tissue regeneration capacity, total protein, and Symbiodinium density of four coral species with contrasting life histories. [repair: Sample sizes were explicitly reported depending on the specific analyses conducted (n=6 for regeneration, n=4 for protein/Symbiodinium/chlorophyll).]"
45fcfd8e-a2d2-4345-aec0-baeb03f883a4,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,"Pocillopora meandrina, Porites compressa, Porites lobata",2,multi_taxon,Pocillopora; Porites,,multi_taxon,Pocilloporidae; Poritidae,,multiple_families_not_collapsed,worms_scleractinia_match,"branching, massive",branching; massive_submassive,,multiple_growth_forms_not_collapsed,nubbins (branches),,,,porosity_missing,field,field,single_setting_ready,2,12,7,10,90,90,90,90,single_value,,,,,missing,,,,,missing,up to 4 bites per tile,4,4,4,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,,,fish bites by Arothron meleagris and Cantherhines dumerilii,natural_or_biotic_predation,tissue and skeleton,tissue_and_skeleton,nine shallow coral reefs located in the Main Hawaiian Islands,"Portlock, Wawaloli Beach, Puako, Anaehoomalu Bay, Wawaloli FMA, Wawaloli FMAshallow, Papawai, Keei, Keeishallow, Hanauma Bay, Hanauma Bayshallow, Kealakakua Bay",USA,,20.525000,-157.300000,study_extent_midpoint,low,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category,"Quantified abundance of fish bite lesions on corals and measured predation intensity using out-planted coral nubbins exposed to natural predation. Modeled risk of over-predation, which decreased exponentially with increasing coral cover. [repair: Coordinates and ambient or experimental temperatures were not explicitly reported, and sample sizes varied depending on the specific survey or experimental component.] [agent repair: Depth was explicitly reported as 6-12 m. Sample size was 150. Coordinates and temperature were not recoverable.]"
4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,Porites compressa,1,single_taxon,Porites,Porites,single_genus_ready,Poritidae,Poritidae,single_family_ready,worms_scleractinia_match,finger-like,,,growth_form_missing,nubbin,,,,porosity_missing,laboratory,lab,single_setting_ready,2,2,2,0,90,90,90,90,single_value,,,,,missing,10,10,10,10,single_value,1,1,1,1,single_value,23.8-25.1,23.8,25.1,24.45,range_or_multiple_values,,,,,,,,missing,,,,,continuous flow (7-8 l min-1) of sea water,present_or_manipulated,shaded from direct irradiance,present_or_manipulated,,,7-inch wire cutter,cutting_or_punch,tissue and skeleton,tissue_and_skeleton,Hawaii Institute of Marine Biology (HIMB),Hawaii Institute of Marine Biology,USA,,21.432700,-157.787700,site_facility_centroid,high,covariates_partial,,growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category,"Determined the cost of tissue regeneration across simulated Arothron meleagris bite scars on the growth of P. compressa nubbins of three size classes (1, 2, and 4 cm). Lesions healed completely within ~36 days with little long-term effect on growth rates. [repair: Coordinates were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
acf00158-0890-4388-9a0e-da9194664ef6,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,Acropora cervicornis,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,fragment,,,,porosity_missing,laboratory,lab,single_setting_ready,9,9,9,0,"32, 35",32,35,33.5,range_or_multiple_values,,,,,missing,,,,,missing,1,1,1,1,single_value,28,28,28,28,single_value,,,,,,,,missing,fed every other day with Reef Chili,present_or_manipulated,,,"pumps and air bubblers, daily water changes",present_or_manipulated,,,Symbiodinium fitti,symbiodinium_fitti,band saw,,tissue and skeleton,tissue_and_skeleton,"Florida Reef Tract; coral nursery off Key Biscayne, Miami, Florida",Key Biscayne Nursery,USA,,25.676000,-80.098000,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Evaluated lesion recovery of A. cervicornis genets from different thermal regimes under heat stress. Heat stress slowed recovery significantly, but genets from warmer donor reefs healed more rapidly under heat stress than those from cooler reefs."
04e10b24-592e-4cf3-8f94-226c7904262d,Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,Fungia granulosa,1,single_taxon,Fungia,Fungia,single_genus_ready,Fungiidae,Fungiidae,single_family_ready,worms_scleractinia_match,solitary,solitary,solitary,single_growth_form_ready,,,,,porosity_missing,field and laboratory,field_and_lab,mixed_setting_not_collapsed,8,8,8,0,,,,,missing,,,,,missing,surface tissue,,,,missing,1,1,1,1,single_value,"21, 24",21,24,22.5,range_or_multiple_values,,,,,,,,missing,fed weekly on Marine Cuisine Carnivore Diet,present_or_manipulated,,,water changed every 4 d in lab,present_or_manipulated,50; 12 h light:12 h dark,present_or_manipulated,,,air pick attached to an underwater regulator,air_or_water_jet,tissue,tissue_only,"near the H. Steinitz Marine Biological Laboratory, Eilat",H. Steinitz Marine Biological Laboratory,Israel,Red Sea,29.500000,34.916667,site_facility_centroid,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category; initial_wound_area_mid_mm2_missing,"Investigated the effects of lesion size, coral size, reproductive state, season, and temperature on tissue regeneration in the free-living solitary coral Fungia granulosa. [repair: Coordinates were not explicitly reported, initial lesion sizes were given as percentages of total surface area rather than absolute areas, and tissue type was left null due to potential ambiguity for the focal genus Fungia.] [agent repair: No explicit coordinates, depth, sample size, temperature, lesion area, or unambiguous tissue-form recovery was found in the NotebookLM pass.]"
40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,Pocillopora verrucosa,1,single_taxon,Pocillopora,Pocillopora,single_genus_ready,Pocilloporidae,Pocilloporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,branch,,,,porosity_missing,laboratory and field,field_and_lab,mixed_setting_not_collapsed,2,4,3,2,"96, 16-81",16,96,56,range_or_multiple_values,,,,,missing,1-2,1,2,1.5,range_or_multiple_values,"1, 2, 3",1,3,2,range_or_multiple_values,26.6-29.6,26.6,29.6,28.1,range_or_multiple_values,,,,,,,,missing,,,,,5-6 cm s-1 (low flow) and ~20 cm s-1 (high flow) in lab; 3.4 cm s-1 (seafloor) and 14.3 cm s-1 (bommies) in field,present_or_manipulated,621-808; 12:12 h light:dark cycle,present_or_manipulated,,,"snub-nose pliers, fish bites",natural_or_biotic_predation,tissue and skeleton,tissue_and_skeleton,"Richard B. Gump South Pacific Research Station, Moorea; mid-lagoon area near Cook's Bay",Cook's Bay,French Polynesia,,-17.500000,-149.833333,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Evaluated the interactive effects of partial predation (simulated and natural corallivory), flow speed, and temperature on coral growth and photosynthetic efficiency."
a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,Acropora elseyi,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,nubbin,,,,porosity_missing,field,field,single_setting_ready,,,,,,,,,missing,,,,,missing,,,,,missing,,,,,missing,28.72-28.94,28.72,28.94,28.83,range_or_multiple_values,,,,,,,,missing,,,,,12-31 cm/s mean velocity,present_or_manipulated,,,,,fish bites,natural_or_biotic_predation,partial predation,partial_predation,Vaipahu Lagoon on the north shore of Mo‘orea,"L1, L2, L3, L4, L5",French Polynesia,Vaipahu Lagoon,-17.500000,-149.833333,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category; depth_mid_m_missing; initial_wound_area_mid_mm2_missing,"Quantified the simultaneous direct and indirect effects of hydrodynamics on coral growth. Mean current velocity directly enhanced growth in the absence of predators, while velocity fluctuations (waves/turbulence) indirectly enhanced growth by reducing the abundance and bite rates of corallivorous fishes. [repair: Numeric depth bounds were not explicitly reported in the text, and the study measured natural corallivory on coral nubbins rather than creating standardized initial lesions.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,Montastrea annularis,1,single_taxon,Montastraea,Montastraea,single_genus_ready,Montastraeidae,Montastraeidae,single_family_ready,worms_scleractinia_match,massive,massive_submassive,massive_submassive,single_growth_form_ready,colony,,,,porosity_missing,field,field,single_setting_ready,5,9,7,4,80,80,80,80,single_value,,,,,missing,,,,,missing,1,1,1,1,single_value,26.5-32,26.5,32,29.25,range_or_multiple_values,,,,,,,,missing,,,,,,,,,symbiotic,symbiotic,method Bak et al. 1977,,tissue,tissue_only,leeward coast of Curacao,"desalination-power plant, Awa Blancu",Netherlands Antilles,,12.067497,-68.793922,site_facility_centroid,medium,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Investigated the influence of environment on regeneration rates of artificially induced tissue lesions. Lesions regenerated significantly faster at the desalination-power plant site compared to the pristine reef, possibly due to occasional influxes of colder oceanic water at the pristine reef. [repair: Coordinates were not explicitly reported in the text, and growth form was inferred as massive based on the standard biological morphology of the focal species Montastrea annularis.] [agent repair: Explicit latitude/longitude were not reported in the accessible text.]"
e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,"Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",Acropora palmata,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,colony and fragment,,,,porosity_missing,field,field,single_setting_ready,0.5,8,4.25,7.5,,,,,missing,,,,,missing,,,,,missing,1-3,1,3,2,range_or_multiple_values,,,,,missing,,,,,,,,missing,,,,,,,,,,,"storms, ship grounding, manual branch removal",,"fragmentation, branch removal",fragmentation,northern Florida Reef Tract and US Virgin Islands,"Elkhorn Reef, Ball Buoy Reef, Key Largo Dry Rocks, Little Grecian Reef, French Reef, Pickles Reef, Dry Tortugas, Saba Island, Hawksnest Bay, Buck Island","USA, US Virgin Islands","Caribbean Sea, Florida Reef Tract",25.308733,-80.199933,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category; initial_wound_area_mid_mm2_missing,"Examined the incidence of fragmentation, survivorship of fragments across different substrata, and the long-term effects of fragmentation on growth and sexual reproduction of A. palmata following storm damage and ship groundings. [repair: Initial lesion areas and experimental temperatures were not explicitly reported, while sample sizes varied depending on the specific survey or experimental component.] [agent repair: Lesion sizes are reported as multiple size classes rather than a single study-level area value. Temperature was not reported as a single explicit study-level value.]"
3764e810-0eb0-4d34-baca-2c5136c95bc8,"Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",Acropora palmata,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,colony and fragment,,,,porosity_missing,field,field,single_setting_ready,0.1,0.5,0.3,0.4,"0-500, 500-1000, 1000-2000, >2000",0,2000,1000,range_or_multiple_values_approximate_or_censored,,,,,missing,,,,,missing,,,,,missing,,,,,missing,,,,,,,,missing,,,,,,,,,,,"boat grounding, Tropical Storm Gordon",,fragmentation,fragmentation,northern Florida Reef Tract,Elkhorn Reef,USA,Florida Reef Tract,25.362767,-80.166017,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Examined the regeneration of lesions caused by fragmentation of A. palmata. Recovery followed a negative exponential model and was influenced by initial lesion size and perimeter, but not by the presence of algal colonizers or the size of colonies or fragments. [repair: Coordinates, numeric depth bounds, and experimental or ambient temperatures were not explicitly reported in the study.] [agent repair: Explicit study coordinates were recovered from the methods; the reported lesion placement depth was 10-50 cm below low-water datum, converted here to 0.1-0.5 m. Temperature was not explicitly reported in a recoverable form.]"
d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,Acropora cervicornis,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,branch,,,,porosity_missing,field,field,single_setting_ready,5.5,5.5,5.5,0,,,,,missing,,,,,missing,,,,,missing,2,2,2,2,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,,,clipped using pliers,,fragmentation,fragmentation,"Biscayne National Park, Florida",staghorn coral nursery,USA,,25.362550,-80.166417,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category; initial_wound_area_mid_mm2_missing,"Tested whether coral production is enhanced by removal of 2.5 and 3.5 cm branch tips from staghorn corals in a nursery, monitoring growth and survivorship of donor colonies and branch tips. [repair: Initial lesion areas were not explicitly reported as the study only provided the linear lengths of the clipped branch tips, and ambient or experimental water temperatures were not reported.] [agent repair: Growth form was explicitly branching. Lesion area and temperature were not recoverable.]"
070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,Stylophora pistillata,1,single_taxon,Stylophora,Stylophora,single_genus_ready,Pocilloporidae,Pocilloporidae,single_family_ready,worms_scleractinia_match,branched,branching,branching,single_growth_form_ready,colony,,,,porosity_missing,field,field,single_setting_ready,3,4,3.5,1,,,,,missing,,,,,missing,,,,,missing,,,,,missing,,,,,missing,,,,,,,,missing,,,,,,,,,,,breaking branches with a diver's knife,fragmentation_or_breakage,breakage,fragmentation,Eilat,,Israel,"Gulf of Eilat, Red Sea",29.500000,34.916667,town_or_lab_centroid,medium,core_covariates_ready,,skeletal_porosity_not_single_standard_category; initial_wound_area_mid_mm2_missing,"Damaged colonies grew twice as fast as intact control colonies during the first 2 months of regeneration. Larger colonies showed a better capacity to resist damage than smaller colonies. [repair: Coordinates and ambient temperatures were not explicitly reported, and initial lesion sizes were described as percentages of colony volume lost to breakage rather than specific surface areas.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. A single directly comparable wound area was not explicitly reported. Temperature was not reported as a single explicit study-level value.]"
6b96575e-9bf7-46f2-a12e-73b565f46629,Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,"Montastrea annularis, Porites astreoides, Meandrina meandrites",3,multi_taxon,Montastraea; Porites; Meandrina,,multi_taxon,Montastraeidae; Poritidae; Meandrinidae,,multiple_families_not_collapsed,worms_scleractinia_match,"hemispherical, massive",massive_submassive,massive_submassive,single_growth_form_ready,colony,,,,porosity_missing,field,field,single_setting_ready,2,25,13.5,23,"130, 160",130,160,145,range_or_multiple_values,,,,,missing,,,,,missing,,,,,missing,27.8-30.8,27.8,30.8,29.3,range_or_multiple_values,,,,,,,,missing,,,,,,,,,zooxanthellate (normal and bleached),bleached_or_reduced_symbionts,artificial lesions,,tissue,tissue_only,leeward coast of Curacao,"Site 1, Site 2, Site 3",Netherlands Antilles,,12.1775,-68.2385,island_centroid,medium,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; skeletal_porosity_not_single_standard_category,"Assessed the influence of coral bleaching and long-term exposure to a thermal effluent on tissue regeneration of artificial lesions. Bleached colonies exhibited lower regeneration rates and higher mortality, while colonies exposed to the thermal effluent regenerated as rapidly as normal colonies, suggesting acclimatization. [repair: Coordinates were not explicitly reported in the source text.] [agent repair: Multiple depth bands were explicitly reported. Temperature was 27.8-30.8 C. Sample sizes were 1, 5, 9, 20, 24, 27, 31, and 50. Growth form was massive/hemispherical. Coordinates were not recoverable.]"
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,Montastrea annularis,1,single_taxon,Montastraea,Montastraea,single_genus_ready,Montastraeidae,Montastraeidae,single_family_ready,worms_scleractinia_match,columnar,columnar,columnar,single_growth_form_ready,core,,,,porosity_missing,field,field,single_setting_ready,7,7,7,0,170,170,170,170,single_value,,,,,missing,2.16 mm,2.16,2.16,2.16,single_value,1,1,1,1,single_value,,,,,missing,,,,,,,,missing,,,,,,,49.8 E m-2,present_or_manipulated,,,cylindrical grinding stone,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,island of Curaçao,Carmabi buoy 1,Netherlands Antilles,,12.124722,-68.972222,site_facility_centroid,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category,"Studied the influence of colony tissue regeneration on short-term growth by buoyant weighing. Growth was reduced in damaged cores and calcification remained suppressed even after regeneration slowed down. [repair: Coordinates were not explicitly reported in the text, and specific ambient temperature values for the study were not provided, only referenced as being close to 26-27 °C from another study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,"Acropora palmata, Diploria strigosa, Porites astreoides",3,multi_taxon,Acropora; Diploria; Porites,,multi_taxon,Acroporidae; Faviidae; Poritidae,,multiple_families_not_collapsed,worms_scleractinia_match,"branching, massive",branching; massive_submassive,,multiple_growth_forms_not_collapsed,"colony, branch",,,,porosity_missing,field,field,single_setting_ready,1.5,3.5,2.5,2,10->10000,10,10000,5005,range_or_multiple_values_approximate_or_censored,,,,,missing,,,,,missing,,,,,missing,,,,,missing,,,,,,,,missing,,,,,,,,,,,bottom associated and non-bottom associated processes,,tissue,tissue_only,"coast of the Caribbean island of Curacao, Netherlands Antilles","Avila beach hotel, Carmabi buoy 2, Seaquarium",Netherlands Antilles,Caribbean Sea,12.105,-68.926,study_extent_midpoint,medium,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category,"Quantified partial tissue mortality in three coral species with distinctly different colony morphologies. Found that lesion type and size relate to colony morphology, where species with high perimeter-to-surface-area ratios are more vulnerable to bottom-associated (Type II) lesions. [repair: Coordinates and experimental or ambient water temperatures were not explicitly reported in the study.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Temperature was not reported as a single explicit study-level value.]"
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,"Porites divaracata, Porites porites",1,single_taxon,Porites,Porites,single_genus_ready,Poritidae,Poritidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,fragment,,,,porosity_missing,field,field,single_setting_ready,6,8,7,2,,,,,missing,,,,,missing,,,,,missing,,,,,missing,,,,,missing,,,,,,,,missing,,,,,,,,,,,fish bites,natural_or_biotic_predation,partial and total predation,partial_and_total_predation,"relict spur and groove zone at Pickles Reef, Key Largo, Fl",Pickles Reef,USA,,24.986667,-80.418883,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category; initial_wound_area_mid_mm2_missing,"Conducted field experiments using caging and seaweed pre-planting to examine the effects of grazing fishes on coral/seaweed competition and direct fish predation on coral transplants. [repair: Initial artificial lesion areas were not applicable as the study measured natural predation and bite scars, and ambient or experimental water temperatures were not reported.] [agent repair: No explicit lesion area, temperature, or other conservative covariate recovery was available from the NotebookLM pass.]"
c9a7e412-6f2f-4baf-9cde-29e23e6aeeb0,Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,Acropora pulchra,1,single_taxon,Acropora,Acropora,single_genus_ready,Acroporidae,Acroporidae,single_family_ready,worms_scleractinia_match,branching,branching,branching,single_growth_form_ready,fragment,,,,porosity_missing,laboratory,lab,single_setting_ready,,,,,"22, 95",22,95,58.5,range_or_multiple_values,,,,,missing,,,,,missing,1,1,1,1,single_value,27.9,27.9,27.9,27.9,single_value,,,,,,,,missing,,,,,"partially recirculating seawater aquaria, 244 to 298 L/hr",present_or_manipulated,344; 11h:13h day:night cycle,present_or_manipulated,symbiotic,symbiotic,"tapered micro spatula tool, Gryphon Diamond Blade Saw",,"abrasion, fragmentation",fragmentation,northern shore of Moorea; Richard B. Gump Marine Research Station,Richard B. Gump Marine Research Station,French Polynesia,Cook's Bay,-17.487250,-149.886930,reported_exact,high,core_covariates_ready,,skeletal_porosity_not_single_standard_category; depth_mid_m_missing,"Investigated the role of temperature and injury type (abrasion vs. fragmentation) on energy acquisition, allocation, and utilization during regeneration in Acropora pulchra. [repair: Numeric depth bounds were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
8c205a55-4093-46c5-a7c2-e356c8bf6a7c,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,"Porites astreoides, Stephanocoenia michelinii, Madracis decactis, Madracis pharensis luciphila, Madracis senaria",3,multi_taxon,Porites; Stephanocoenia; Madracis,,multi_taxon,Poritidae; Astrocoeniidae; Pocilloporidae,,multiple_families_not_collapsed,worms_scleractinia_match,"encrusting, massive",massive_submassive; encrusting,,multiple_growth_forms_not_collapsed,colony,,,,porosity_missing,field,field,single_setting_ready,5,7,6,2,13.7-16.1,13.7,16.1,14.9,range_or_multiple_values,,,,,missing,2 mm,2,2,2,single_value,1,1,1,1,single_value,,,,,missing,,,,,,,,missing,,,,,,,,,zooxanthellate,zooxanthellate,hand-held drill equipped with a 2 mm steel bit,drill_or_grinding,tissue and skeleton,tissue_and_skeleton,"Carmabi buoy 1 on the southwestern coast of Curaçao, Netherlands Antilles",Carmabi buoy 1,Netherlands Antilles,,12.124722,-68.972222,site_facility_centroid,high,covariates_partial,,multi_taxon_row_trait_moderators_need_observation_taxon; multiple_families_not_collapsed; growth_form_not_single_standard_category; skeletal_porosity_not_single_standard_category,"Regeneration of artificial lesions was studied as an ecophysiological character in morphs of Porites astreoides, Stephanocoenia michelinii, and Madracis species to better understand their taxonomic status. [repair: Coordinates and ambient or experimental water temperatures were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]"
