deleted_flat_relpath,organized_relpath,filename_match_count,tracked_blob_sha,organized_blob_sha,hash_status
literature/Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,literature/MECHANISMS_ONLY/Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,1,ba2d42982b4729bf2388bc9bfe644067b18af3fa,ba2d42982b4729bf2388bc9bfe644067b18af3fa,hash_match
literature/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,1,74085766d1527db54df79853051c7ad5dd559d44,74085766d1527db54df79853051c7ad5dd559d44,hash_match
literature/Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,literature/EXCLUDED_FINAL/Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,1,7a83ec3b03e8ea51b755b4a31911bf88e63759b8,7a83ec3b03e8ea51b755b4a31911bf88e63759b8,hash_match
"literature/Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf","literature/EXCLUDED_FINAL/Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf",1,e3216d5fbe1fcbba4b3e2bbacbe45b7b4d0a4fb4,e3216d5fbe1fcbba4b3e2bbacbe45b7b4d0a4fb4,hash_match
literature/Madeira et al. - 2022 - Does Predation Exacerbate the Risk of Endosymbiont Loss in Heat Stressed Hermatypic Corals Molecula.pdf,literature/MECHANISMS_ONLY/Madeira et al. - 2022 - Does Predation Exacerbate the Risk of Endosymbiont Loss in Heat Stressed Hermatypic Corals Molecula.pdf,1,3445771b23cb1b28eb66efa6e7f8c8d165d8823b,3445771b23cb1b28eb66efa6e7f8c8d165d8823b,hash_match
literature/Maher et al. - 2019 - Multiple stressors interact primarily through antagonism to drive changes in the coral microbiome.pdf,literature/MECHANISMS_ONLY/Maher et al. - 2019 - Multiple stressors interact primarily through antagonism to drive changes in the coral microbiome.pdf,1,7cdb77946b2baeabe9cf0920f284dcae1aacbfc6,7cdb77946b2baeabe9cf0920f284dcae1aacbfc6,hash_match
literature/Mass et al. - 2016 - Temporal and spatial expression patterns of biomin.pdf,literature/EXCLUDED_FINAL/Mass et al. - 2016 - Temporal and spatial expression patterns of biomin.pdf,1,7e290c8aba98400c23f424dc8b21a6521f92d32d,7e290c8aba98400c23f424dc8b21a6521f92d32d,hash_match
literature/Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,literature/META_ANALYSIS_POOL/Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,1,b146b80645a93253cc8724c08bea556318a7f4a0,b146b80645a93253cc8724c08bea556318a7f4a0,hash_match
literature/Meesters et al 1992 sedimentation and lesion position.pdf,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,1,eb1d39ba1da74aff5873afee35d10e4adc65d415,eb1d39ba1da74aff5873afee35d10e4adc65d415,hash_match
literature/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,1,5e24cb0f36b7a6c754cfda1dab7bd29b8004f85b,5e24cb0f36b7a6c754cfda1dab7bd29b8004f85b,hash_match
literature/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,1,7d839ac622d452a32bd5d7c981f4ec1501d3685c,7d839ac622d452a32bd5d7c981f4ec1501d3685c,hash_match
"literature/Meszaros and Bigger - 1999 - Qualitative and Quantitative Study of Wound Healing Processes in the Coelenterate,Plexaurella fusife.pdf","literature/EXCLUDED_FINAL/Meszaros and Bigger - 1999 - Qualitative and Quantitative Study of Wound Healing Processes in the Coelenterate,Plexaurella fusife.pdf",1,117b56184419f7393343904cf522d2d69a9bd643,117b56184419f7393343904cf522d2d69a9bd643,hash_match
literature/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,1,1008e05ac5e5a16d4f0b7464d04b8a17f40bb478,1008e05ac5e5a16d4f0b7464d04b8a17f40bb478,hash_match
literature/Moses and Hallock - 2015 - Coral Regeneration Assay.pdf,literature/EXCLUDED_FINAL/Moses and Hallock - 2015 - Coral Regeneration Assay.pdf,1,e04f4593b55fd057753652d2f463edb4397b5e17,e04f4593b55fd057753652d2f463edb4397b5e17,hash_match
literature/Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,literature/META_ANALYSIS_POOL/Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,1,d610aa8b8dfa1b2ca7fe2e09fc5968592b01252b,d610aa8b8dfa1b2ca7fe2e09fc5968592b01252b,hash_match
literature/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,1,e5399e910ff5e17957ad89246e295c3d8157afdf,e5399e910ff5e17957ad89246e295c3d8157afdf,hash_match
literature/Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,literature/META_ANALYSIS_POOL/Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,1,dacb55dbca50b1bb894a2d6b62fd14c178bcadd8,dacb55dbca50b1bb894a2d6b62fd14c178bcadd8,hash_match
literature/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,1,96ebd4081d332daecae8efab374cfdf4d5fb1e7c,96ebd4081d332daecae8efab374cfdf4d5fb1e7c,hash_match
literature/Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,1,bc4cc09de07d4c5dbc939a6a188a3a50ca589d26,bc4cc09de07d4c5dbc939a6a188a3a50ca589d26,hash_match
literature/Oren et al. - 1997 - Oriented intra-colonial transport of 14C labeled materials during coral regeneration.pdf,literature/MECHANISMS_ONLY/Oren et al. - 1997 - Oriented intra-colonial transport of 14C labeled materials during coral regeneration.pdf,1,8da7a09982a8b69ec6c502db419aeff502240ecc,8da7a09982a8b69ec6c502db419aeff502240ecc,hash_match
"literature/Oren et al. - 1998 - Prudent sessile feeding by the corallivore snail, Coralliophila violacea on coral energy sinks.pdf","literature/MECHANISMS_ONLY/Oren et al. - 1998 - Prudent sessile feeding by the corallivore snail, Coralliophila violacea on coral energy sinks.pdf",1,805e17cb1d495735c3f092c881159bf164c86824,805e17cb1d495735c3f092c881159bf164c86824,hash_match
literature/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,1,55f8868dede4d1513d5df3f6444d49904b9150a8,55f8868dede4d1513d5df3f6444d49904b9150a8,hash_match
literature/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,1,3220a67558891a4e585f36e9ce6f34f216b3062c,3220a67558891a4e585f36e9ce6f34f216b3062c,hash_match
literature/Palacio-Castro et al. - 2023 - Increased dominance of heat-tolerant symbionts cre.pdf,literature/EXCLUDED_FINAL/Palacio-Castro et al. - 2023 - Increased dominance of heat-tolerant symbionts cre.pdf,1,a28072025de3a8e9a35401399d5608ac04824490,a28072025de3a8e9a35401399d5608ac04824490,hash_match
literature/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,1,ff0714ff208a33d7ae39f781b407708f8645ce77,ff0714ff208a33d7ae39f781b407708f8645ce77,hash_match
literature/Palmer et al. - 2011 - Corals Use Similar Immune Cells and Wound-Healing Processes as Those of Higher Organisms.pdf,literature/MECHANISMS_ONLY/Palmer et al. - 2011 - Corals Use Similar Immune Cells and Wound-Healing Processes as Those of Higher Organisms.pdf,1,0e9426d9eb144700cb16995c8eb4be3b5e41d59e,0e9426d9eb144700cb16995c8eb4be3b5e41d59e,hash_match
literature/Paradis et al. - 2019 - Compound effects of thermal stress and tissue abrasion on photosynthesis and respiration in the reef.pdf,literature/MECHANISMS_ONLY/Paradis et al. - 2019 - Compound effects of thermal stress and tissue abrasion on photosynthesis and respiration in the reef.pdf,1,2aab8292bbfd42fb27c211302785468c4f52fc17,2aab8292bbfd42fb27c211302785468c4f52fc17,hash_match
literature/Pavia Jr and Estacion - 2019 - Survival and Growth of Isolated Polyps of Galaxea fascicularis (Linnaeus 1767) on Six Kinds of Cultu.pdf,literature/EXCLUDED_FINAL/Pavia Jr and Estacion - 2019 - Survival and Growth of Isolated Polyps of Galaxea fascicularis (Linnaeus 1767) on Six Kinds of Cultu.pdf,1,397141880035861ffe0745be81ba3ed0595706a8,397141880035861ffe0745be81ba3ed0595706a8,hash_match
literature/Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,literature/META_ANALYSIS_POOL/Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,1,2a2670447e6461b5a11f9f528a91603f1340cff3,2a2670447e6461b5a11f9f528a91603f1340cff3,hash_match
literature/Pisapia et al. - 2016 - Temporal consistency in background mortality of four dominant coral taxa along Australia’s Great Bar.pdf,literature/EXCLUDED_FINAL/Pisapia et al. - 2016 - Temporal consistency in background mortality of four dominant coral taxa along Australia’s Great Bar.pdf,1,b36a0e9da975d0abb3b99dd0d050411c8d780a51,b36a0e9da975d0abb3b99dd0d050411c8d780a51,hash_match
literature/Pogoreutz et al. - 2017 - Sugar enrichment provides evidence for a role of n.pdf,literature/EXCLUDED_FINAL/Pogoreutz et al. - 2017 - Sugar enrichment provides evidence for a role of n.pdf,1,726b47a66d153d8543a7abaf3e6b4e4f9f9fcb84,726b47a66d153d8543a7abaf3e6b4e4f9f9fcb84,hash_match
literature/Putnam and Gates - 2015 - Preconditioning in the reef-building coral Pocillo.pdf,literature/EXCLUDED_FINAL/Putnam and Gates - 2015 - Preconditioning in the reef-building coral Pocillo.pdf,1,dcb1b6f462bdb4cec158059a0d2a37723ffe2d82,dcb1b6f462bdb4cec158059a0d2a37723ffe2d82,hash_match
literature/Rapuano et al. - 2023 - Coming of age Annual onset of coral reproduction is determined by age rather than size.pdf,literature/EXCLUDED_FINAL/Rapuano et al. - 2023 - Coming of age Annual onset of coral reproduction is determined by age rather than size.pdf,1,130db57657ec8074e425fe0b09e89ed7b699ff40,130db57657ec8074e425fe0b09e89ed7b699ff40,hash_match
literature/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,1,fbfd280bbc536825e03f8227bd19016fafe4c3ea,fbfd280bbc536825e03f8227bd19016fafe4c3ea,hash_match
literature/Renegar - 2015 - Histology and ultrastructure of Montastraea cavernosa  and Porites astreoides during regeneration an.pdf,literature/MECHANISMS_ONLY/Renegar - 2015 - Histology and ultrastructure of Montastraea cavernosa  and Porites astreoides during regeneration an.pdf,1,4f0f598c70b773452bfc188de12704095b6a5dfd,4f0f598c70b773452bfc188de12704095b6a5dfd,hash_match
literature/Renegar et al. - Coral Ultrastructural Response to Elevated pCO2 and Nutrients During Tissue Repair and Regeneration.pdf,literature/MECHANISMS_ONLY/Renegar et al. - Coral Ultrastructural Response to Elevated pCO2 and Nutrients During Tissue Repair and Regeneration.pdf,1,fd84091459ac3f2ddfcdfbde0daf345cca7c4558,fd84091459ac3f2ddfcdfbde0daf345cca7c4558,hash_match
literature/Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,literature/META_ANALYSIS_POOL/Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,1,0e6b55ed11f6efd0e113a7b34d27813b17601512,0e6b55ed11f6efd0e113a7b34d27813b17601512,hash_match
literature/Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,literature/META_ANALYSIS_POOL/Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,1,763481f1d9be87e95bb40387c3fe29f02b263f47,763481f1d9be87e95bb40387c3fe29f02b263f47,hash_match
literature/Rinkevich - 1996 - Do reproduction and regeneration in damaged corals compete for energy allocation.pdf,literature/MECHANISMS_ONLY/Rinkevich - 1996 - Do reproduction and regeneration in damaged corals compete for energy allocation.pdf,1,648638eaf327e712e7e5ea5788f578617f085a5e,648638eaf327e712e7e5ea5788f578617f085a5e,hash_match
literature/Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,literature/EXCLUDED_FINAL/Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,1,3973cd0b00bea20b1e2fbd97e1abf127fcf49413,3973cd0b00bea20b1e2fbd97e1abf127fcf49413,hash_match
literature/Rodríguez-Villalobos et al. - 2016 - Wound repair in Pocillopora.pdf,literature/MECHANISMS_ONLY/Rodríguez-Villalobos et al. - 2016 - Wound repair in Pocillopora.pdf,1,3a8b1b1af4a4b555a7031fa73f95b8c7d7510a50,3a8b1b1af4a4b555a7031fa73f95b8c7d7510a50,hash_match
literature/Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,literature/EXCLUDED_FINAL/Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,1,d5d4fe964fd69230b976f50d4888fc41fc028af9,d5d4fe964fd69230b976f50d4888fc41fc028af9,hash_match
literature/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,literature/META_ANALYSIS_POOL/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,1,f58c1b41e267573d755748afbd8a009ac0a14edb,f58c1b41e267573d755748afbd8a009ac0a14edb,hash_match
literature/Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,literature/META_ANALYSIS_POOL/Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,1,cca29e11ee2262523b3c55d747ef399c1bbc85d7,cca29e11ee2262523b3c55d747ef399c1bbc85d7,hash_match
literature/Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,1,74cee77489b435a9c6d986d987121d8eaf77c2b4,74cee77489b435a9c6d986d987121d8eaf77c2b4,hash_match
literature/Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,literature/EXCLUDED_FINAL/Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,1,da7ef0bdb1317e82ddf54ecb74b21cb429662166,da7ef0bdb1317e82ddf54ecb74b21cb429662166,hash_match
literature/Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,literature/META_ANALYSIS_POOL/Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,1,add47840e39819badff3859bf625970ba8d5035c,add47840e39819badff3859bf625970ba8d5035c,hash_match
literature/Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,literature/EXCLUDED_FINAL/Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,1,99c7700ca7dec0c583d56057232615752ff7fd56,99c7700ca7dec0c583d56057232615752ff7fd56,hash_match
literature/Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,literature/META_ANALYSIS_POOL/Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,1,d83d7cb443963f0723b66b3985c559282b56d477,d83d7cb443963f0723b66b3985c559282b56d477,hash_match
literature/Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,literature/EXCLUDED_FINAL/Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,1,187cfabeee5b5beba32c03015d96c9a966b2fbf6,187cfabeee5b5beba32c03015d96c9a966b2fbf6,hash_match
literature/Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,literature/EXCLUDED_FINAL/Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,1,1c64e86dccf8009930e47014d7e188a1a4969328,1c64e86dccf8009930e47014d7e188a1a4969328,hash_match
literature/Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,literature/META_ANALYSIS_POOL/Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,1,70278e58e23e7f0130b1f12af6a2092b6528c5e6,70278e58e23e7f0130b1f12af6a2092b6528c5e6,hash_match
literature/Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,literature/EXCLUDED_FINAL/Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,1,228f390b7c7fb23b9bcf04f90afa815edfe4a144,228f390b7c7fb23b9bcf04f90afa815edfe4a144,hash_match
literature/Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,literature/META_ANALYSIS_POOL/Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,1,109ed977303d1e73bba600e5e58f7141b506e26b,109ed977303d1e73bba600e5e58f7141b506e26b,hash_match
literature/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,1,7231868a476553feea559a288b139cab84afd54e,7231868a476553feea559a288b139cab84afd54e,hash_match
literature/Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,1,30b58efed982d466812976d19107981b6aa3c58e,30b58efed982d466812976d19107981b6aa3c58e,hash_match
literature/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,literature/META_ANALYSIS_POOL/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,1,23cc6f495df4b08621e5ecc3b161aaad5eaae878,23cc6f495df4b08621e5ecc3b161aaad5eaae878,hash_match
literature/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,literature/DUPLICATES/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,1,5eba52114c75b28058db834b1d559b8b8eb9c116,5eba52114c75b28058db834b1d559b8b8eb9c116,hash_match
literature/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,literature/MECHANISMS_ONLY/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,1,5eba52114c75b28058db834b1d559b8b8eb9c116,5eba52114c75b28058db834b1d559b8b8eb9c116,hash_match
literature/Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,literature/MECHANISMS_ONLY/Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,1,9b2a8e1fe9afea3a592f5df7c8ea6ed455b2e14e,9b2a8e1fe9afea3a592f5df7c8ea6ed455b2e14e,hash_match
literature/Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,literature/MECHANISMS_ONLY/Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,1,49c9b20263773519352926d401814126d2c9ea60,49c9b20263773519352926d401814126d2c9ea60,hash_match
literature/Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,literature/META_ANALYSIS_POOL/Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,1,d2bc4878751008e9ad62845b50c95a1316e6785c,d2bc4878751008e9ad62845b50c95a1316e6785c,hash_match
literature/Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,literature/META_ANALYSIS_POOL/Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,1,123210d36151cd00155f9265e955b387812104f2,123210d36151cd00155f9265e955b387812104f2,hash_match
literature/Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,literature/EXCLUDED_FINAL/Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,1,0528de0837d4c1ae770faa14dbdc87deb891ebd4,0528de0837d4c1ae770faa14dbdc87deb891ebd4,hash_match
"literature/Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf","literature/META_ANALYSIS_POOL/Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",1,3d164f7718f5057afd368bca60ac250b18574d15,3d164f7718f5057afd368bca60ac250b18574d15,hash_match
literature/Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,literature/META_ANALYSIS_POOL/Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,1,aee8cd56baa67b3f8e7907d6fcfbf572df0eea74,aee8cd56baa67b3f8e7907d6fcfbf572df0eea74,hash_match
literature/Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,literature/META_ANALYSIS_POOL/Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,1,39b4d5133285515a2d4ea4be6e494a2b6d3dca4f,39b4d5133285515a2d4ea4be6e494a2b6d3dca4f,hash_match
literature/Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,literature/META_ANALYSIS_POOL/Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,1,694df23b00a99d3fd5bbe077682f63e9aec170cd,694df23b00a99d3fd5bbe077682f63e9aec170cd,hash_match
literature/Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,literature/MECHANISMS_ONLY/Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,1,66b5fd69cb8d90f082f04ad685117beeef5a1649,66b5fd69cb8d90f082f04ad685117beeef5a1649,hash_match
literature/Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,literature/MECHANISMS_ONLY/Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,1,e10bd4379599d86051da0038280eb86104536c22,e10bd4379599d86051da0038280eb86104536c22,hash_match
literature/Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,literature/META_ANALYSIS_POOL/Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,1,4627a7f86625de4dd5ed7fcbd2ef0662c0704650,4627a7f86625de4dd5ed7fcbd2ef0662c0704650,hash_match
