priority_rank,recommended_action,extraction_status,requires_digitization,source_id,paper_title,local_relpath,source_file_status,current_folder,final_status,extraction_readiness,response_type,covariate_missing_count,covariate_missing_fields,notebook_present,local_present,existing_extraction_match,figure_queue_needed,final_rationale
2,digitize_figures_or_graphs,not_started,1,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,1,area_mm2,1,1,no_author_year_match,1,Primary field experiment on Pocillopora meandrina wound healing time and partial mortality; include for healing and survival even though extraction will rely on full-text values/time-to-heal endpoints.
2,digitize_figures_or_graphs,not_started,1,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,1,area_mm2,1,1,no_author_year_match,1,Primary field experiment on Pocillopora meandrina wound healing time and partial mortality; include for healing and survival even though extraction will rely on full-text values/time-to-heal endpoints.
2,digitize_figures_or_graphs,not_started,1,034d4e10-aee2-4964-9c77-cb6f4174bd3e,Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,literature/META_ANALYSIS_POOL/Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,1,area_mm2,1,1,no_author_year_match,1,Primary environmental-effects paper on tissue regeneration in Montastraea annularis.
2,digitize_figures_or_graphs,not_started,1,28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf","literature/META_ANALYSIS_POOL/DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,3,exact_coords_latlon|growth_form|area_mm2,1,1,no_author_year_match,1,Primary Astrangia lesion-recovery paper with direct wound-healing outcomes.
2,digitize_figures_or_graphs,not_started,1,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,exact_coords_latlon|depth,1,1,no_author_year_match,1,"Primary fragmentation paper covering mortality, growth, and regeneration under heat stress."
2,digitize_figures_or_graphs,not_started,1,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|depth,1,1,no_author_year_match,1,"Primary fragmentation paper covering mortality, growth, and regeneration under heat stress."
2,digitize_figures_or_graphs,not_started,1,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,2,exact_coords_latlon|depth,1,1,no_author_year_match,1,"Primary fragmentation paper covering mortality, growth, and regeneration under heat stress."
2,digitize_figures_or_graphs,not_started,1,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,3,exact_coords_latlon|depth|area_mm2,1,1,no_author_year_match,1,Primary fungiid paper on regeneration versus budding trade-offs following damage.
2,digitize_figures_or_graphs,not_started,1,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,3,exact_coords_latlon|depth|area_mm2,1,1,no_author_year_match,1,Primary fungiid paper on regeneration versus budding trade-offs following damage.
2,digitize_figures_or_graphs,not_started,1,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,1,temperature_c,1,1,no_author_year_match,1,Primary lesion-recovery experiment contrasting bleached and unbleached Oculina patagonica; also central for colony-integration mechanism.
2,digitize_figures_or_graphs,not_started,1,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,1,temperature_c,1,1,no_author_year_match,1,Primary lesion-recovery experiment contrasting bleached and unbleached Oculina patagonica; also central for colony-integration mechanism.
2,digitize_figures_or_graphs,not_started,1,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,depth|temperature_c,1,1,no_author_year_match,1,Core comparative regeneration dataset across multiple scleractinian morphologies and injury types.
2,digitize_figures_or_graphs,started,1,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,depth|temperature_c,1,1,source_id_match,1,"[Exclude] Reports the total amount of tissue regenerated at specific time intervals rather than a continuous temporal speed (e.g., mm²/day). || [Include in Bin 1] Excellent comparative study of injury types, but the primary quantitative healing effect sizes must be extracted via figure digitization."
2,digitize_figures_or_graphs,not_started,1,33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,0,,1,1,no_author_year_match,1,Primary lesion-recovery study under ocean acidification; include for the environmental-stress hypothesis.
2,digitize_figures_or_graphs,not_started,1,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,depth|temperature_c,1,1,no_author_year_match,1,"Hall thesis with primary reef-crest coral damage, regeneration, and fecundity datasets that underpin several later papers."
2,digitize_figures_or_graphs,not_started,1,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,depth|temperature_c,1,1,no_author_year_match,1,"Hall thesis with primary reef-crest coral damage, regeneration, and fecundity datasets that underpin several later papers."
2,digitize_figures_or_graphs,started,1,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,reproduction,2,depth|temperature_c,1,1,source_id_match,1,"Hall thesis with primary reef-crest coral damage, regeneration, and fecundity datasets that underpin several later papers."
2,digitize_figures_or_graphs,not_started,1,58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary experimental paper testing spatial distribution of damage on healing and growth.
2,digitize_figures_or_graphs,not_started,1,58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary experimental paper testing spatial distribution of damage on healing and growth.
2,digitize_figures_or_graphs,not_started,1,5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,literature/META_ANALYSIS_POOL/Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,0,,1,1,no_author_year_match,1,Primary ocean-acidification paper on tissue regeneration under elevated CO2.
2,digitize_figures_or_graphs,not_started,1,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,1,exact_coords_latlon,1,1,no_author_year_match,1,Primary experimental test of growth costs during lesion healing in Porites compressa.
2,digitize_figures_or_graphs,not_started,1,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,1,exact_coords_latlon,1,1,no_author_year_match,1,Primary experimental test of growth costs during lesion healing in Porites compressa.
2,digitize_figures_or_graphs,not_started,1,45fcfd8e-a2d2-4345-aec0-baeb03f883a4,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,literature/META_ANALYSIS_POOL/Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary corallivory paper on repeated fish damage and colony consequences.
2,digitize_figures_or_graphs,not_started,1,45fcfd8e-a2d2-4345-aec0-baeb03f883a4,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,literature/META_ANALYSIS_POOL/Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary corallivory paper on repeated fish damage and colony consequences.
2,digitize_figures_or_graphs,not_started,1,acf00158-0890-4388-9a0e-da9194664ef6,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,literature/META_ANALYSIS_POOL/Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,0,,1,1,no_author_year_match,1,Primary Acropora cervicornis lesion-recovery note under heat stress.
2,digitize_figures_or_graphs,not_started,1,04e10b24-592e-4cf3-8f94-226c7904262d,Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,literature/META_ANALYSIS_POOL/Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,3,exact_coords_latlon|tissue_type|area_mm2,1,1,no_author_year_match,1,Primary regeneration paper on extrinsic and intrinsic controls in Fungia granulosa.
2,digitize_figures_or_graphs,not_started,1,40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,0,,1,1,no_author_year_match,1,Primary corallivory-response paper combining wound outcomes with environmental context.
2,digitize_figures_or_graphs,not_started,1,40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,0,,1,1,no_author_year_match,1,Primary corallivory-response paper combining wound outcomes with environmental context.
2,digitize_figures_or_graphs,not_started,1,a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,depth|area_mm2,1,1,no_author_year_match,1,Primary field assay showing indirect corallivory effects on coral growth under different flow regimes.
2,digitize_figures_or_graphs,not_started,1,a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,2,depth|area_mm2,1,1,no_author_year_match,1,Primary field assay showing indirect corallivory effects on coral growth under different flow regimes.
2,digitize_figures_or_graphs,started,1,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,area_mm2|temperature_c,1,1,source_id_match,1,Primary propagation/fragmentation methods paper with direct growth and survivorship consequences of collection damage.
2,digitize_figures_or_graphs,not_started,1,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,2,area_mm2|temperature_c,1,1,no_author_year_match,1,Primary propagation/fragmentation methods paper with direct growth and survivorship consequences of collection damage.
2,digitize_figures_or_graphs,not_started,1,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,3,exact_coords_latlon|area_mm2|temperature_c,1,1,no_author_year_match,1,Early primary regeneration study on skeletal/tissue repair in Red Sea scleractinians.
2,digitize_figures_or_graphs,not_started,1,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary regeneration study testing sedimentation and lesion position effects on healing.
2,digitize_figures_or_graphs,started,1,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,exact_coords_latlon|temperature_c,1,1,source_id_match,1,Core trade-off paper linking lesion healing to colony growth in Montastrea annularis.
2,digitize_figures_or_graphs,not_started,1,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Core trade-off paper linking lesion healing to colony growth in Montastrea annularis.
2,digitize_figures_or_graphs,not_started,1,398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary partial-mortality paper relevant to the survival consequences of damage and morphology.
2,digitize_figures_or_graphs,not_started,1,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,area_mm2|temperature_c,1,1,no_author_year_match,1,Primary experiment on predation and seaweed competition affecting coral growth and survival.
2,digitize_figures_or_graphs,not_started,1,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,2,area_mm2|temperature_c,1,1,no_author_year_match,1,Primary experiment on predation and seaweed competition affecting coral growth and survival.
2,digitize_figures_or_graphs,not_started,1,8c205a55-4093-46c5-a7c2-e356c8bf6a7c,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,literature/META_ANALYSIS_POOL/Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary lesion-regeneration comparison among sympatric Porites morphs.
2,digitize_figures_or_graphs,not_started,1,b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary depth-gradient lesion-regeneration study in Porites astreoides and Stephanocoenia michelinii.
2,digitize_figures_or_graphs,not_started,1,9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,literature/META_ANALYSIS_POOL/Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,1,temperature_c,1,1,no_author_year_match,1,Primary test of whether corallivore scars alter pathogen susceptibility; relevant to wound consequences via disease risk.
2,digitize_figures_or_graphs,not_started,1,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary branching-coral experiment on regeneration versus growth allocation.
2,digitize_figures_or_graphs,not_started,1,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary branching-coral experiment on regeneration versus growth allocation.
2,digitize_figures_or_graphs,started,1,84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,3,exact_coords_latlon|area_mm2|temperature_c,1,1,source_id_match,1,Core lesion geometry paper for Favia favus.
2,digitize_figures_or_graphs,not_started,1,a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,2,exact_coords_latlon|temperature_c,1,1,no_author_year_match,1,Primary regeneration and colony-integration experiment central to the translocation hypothesis.
2,digitize_figures_or_graphs,started,1,a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,reproduction,2,exact_coords_latlon|temperature_c,1,1,source_id_match,1,Primary regeneration and colony-integration experiment central to the translocation hypothesis.
2,digitize_figures_or_graphs,not_started,1,d7f996dc-c00b-423c-b424-965cd78f9d1b,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,1,temperature_c,1,1,no_author_year_match,1,"Injury-initiation experiment relevant to disease-mediated consequences of damage, with lesion progression rates."
2,digitize_figures_or_graphs,not_started,1,3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,0,,1,1,no_author_year_match,1,Primary corallivory-response paper linking predation to coral performance.
2,digitize_figures_or_graphs,not_started,1,3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,0,,1,1,no_author_year_match,1,Primary corallivory-response paper linking predation to coral performance.
2,digitize_figures_or_graphs,not_started,1,6f750c49-3261-482c-ade2-373835f7cf40,Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,literature/META_ANALYSIS_POOL/Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,0,,1,1,no_author_year_match,1,Primary regeneration-rate paper in Porites panamensis morphotypes.
2,digitize_figures_or_graphs,not_started,1,06ab1757-8fe9-4325-96ed-6f3106b325e4,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,growth,4,exact_coords_latlon|depth|area_mm2|temperature_c,1,1,no_author_year_match,1,Primary corallivore tissue-loss study relevant to wound consequences and colony performance.
2,digitize_figures_or_graphs,not_started,1,06ab1757-8fe9-4325-96ed-6f3106b325e4,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,survival,4,exact_coords_latlon|depth|area_mm2|temperature_c,1,1,no_author_year_match,1,Primary corallivore tissue-loss study relevant to wound consequences and colony performance.
2,digitize_figures_or_graphs,not_started,1,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,literature/META_ANALYSIS_POOL/Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,local_pdf_available,META_ANALYSIS_POOL,include_primary,needs_digitization,rate,0,,1,1,no_author_year_match,1,Primary corallivory-recovery paper with nutrient-source effects on wound outcomes and microbiome.
