queue_id,digitization_status,source_id,paper_title,response_type,source_file_status,local_relpath,figure_or_table_label,page,panel_label,expected_metric,x_axis,y_axis,units,variance_type,sample_size_source,clip_path,digitized_data_path,digitizer,qa_reviewer,qa_status,notes
DIG-0064,needs_figure_id,002a60bc-55c8-4fdb-860a-1169fc99b2a8,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0065,needs_figure_id,002a60bc-55c8-4fdb-860a-1169fc99b2a8,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0066,needs_figure_id,33d2bc0d-ec51-4225-a216-bf74b34fa89d,Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0067,needs_figure_id,6da70b1c-7428-4a76-904c-b69d981f2824,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0068,needs_figure_id,2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0069,needs_figure_id,9d6998fc-caf1-4dbd-883f-ad9b9184d062,Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0070,needs_figure_id,9d6998fc-caf1-4dbd-883f-ad9b9184d062,Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0071,needs_figure_id,635d9cb2-270b-4bcc-b676-c84b81b0620b,Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,reproduction,local_pdf_available,literature/META_ANALYSIS_POOL/Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,,,,reproduction,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0072,needs_figure_id,292bbd72-e4b1-422c-8fbb-5b3201d2cd0c,Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0073,needs_figure_id,b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0074,needs_figure_id,9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0075,needs_figure_id,347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0076,needs_figure_id,2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,reproduction,local_pdf_available,literature/META_ANALYSIS_POOL/Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,,,,reproduction,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0077,needs_figure_id,26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,,,,rate,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0078,needs_figure_id,6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",growth,local_pdf_available,"literature/META_ANALYSIS_POOL/Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0079,needs_figure_id,6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",reproduction,local_pdf_available,"literature/META_ANALYSIS_POOL/Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",,,,reproduction,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0080,needs_figure_id,6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",survival,local_pdf_available,"literature/META_ANALYSIS_POOL/Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0081,needs_figure_id,32a1561c-9cd6-4e97-9287-c9e5eafafc22,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0082,needs_figure_id,1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0083,needs_figure_id,1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0084,needs_figure_id,9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,,,,growth,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
DIG-0085,needs_figure_id,9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,,,,survival,,,,,,,,,,not_started,"Identify the exact figure/table label, page, panel, axes, units, variance, and sample-size source before clipping."
