source_set,source_id,paper_title,species,growth_form,tissue_type,genus,genus_candidates,family,family_candidates,growth_form_standard,skeletal_porosity,skeletal_porosity_candidates,skeletal_porosity_model_status,has_species,has_growth_form,has_tissue_type,has_model_genus,has_model_family,has_growth_form_standard,has_model_skeletal_porosity,tissue_type_mentions_perforate_or_imperforate,notes_or_tissue_mentions_perforate_or_imperforate,species_multi_or_ambiguous
digitization_queue,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,"Acropora palmata, Diploria strigosa, Porites astreoides, Siderastrea siderea, Montastrea annularis","branching, massive",perforate,,Acropora; Diploria; Porites; Siderastrea; Montastraea,,Acroporidae; Faviidae; Poritidae; Rhizangiidae; Montastraeidae,,,perforate,single_porosity_candidate_multi_taxon_not_model_ready,1,1,1,0,0,0,0,1,1,1
rate_source_index,002a60bc-55c8-4fdb-860a-1169fc99b2a8,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,Porites spp.,massive,"colony, fragment",Porites,Porites,Poritidae,Poritidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,1
rate_source_index,034d4e10-aee2-4964-9c77-cb6f4174bd3e,Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,Montastraea annularis,massive,imperforate,Montastraea,Montastraea,Montastraeidae,Montastraeidae,massive_submassive,imperforate,imperforate,single_porosity_ready,1,1,1,1,1,1,1,1,1,0
rate_source_index,04e10b24-592e-4cf3-8f94-226c7904262d,Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,Fungia granulosa,solitary,,Fungia,Fungia,Fungiidae,Fungiidae,solitary,,,porosity_missing,1,1,0,1,1,1,0,0,0,0
rate_source_index,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,Stylophora pistillata,branched,colony,Stylophora,Stylophora,Pocilloporidae,Pocilloporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,09f69156-3ca0-4bf2-98e2-fe2b25612587,Denis et al. - 2011 - Lesion regeneration capacities in populations of the massive coral Porites lutea at Réunion Island.pdf,Porites lutea,massive,perforate,Porites,Porites,Poritidae,Poritidae,massive_submassive,perforate,perforate,single_porosity_ready,1,1,1,1,1,1,1,1,1,0
rate_source_index,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,Pocillopora meandrina,branching,nubbin,Pocillopora,Pocillopora,Pocilloporidae,Pocilloporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,Acropora aspera,branching,apical tips,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,"Agaricia agaricites f. purpurea, Porites astreoides","massive, encrusting, plating",living surfaces,,Agaricia; Porites,,Agariciidae; Poritidae,,,,porosity_missing,1,1,1,0,0,0,0,0,0,1
rate_source_index,1d9e4e6d-fe25-4609-b0ac-78fdb306c80b,Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,Montastrea annularis,columnar,imperforate,Montastraea,Montastraea,Montastraeidae,Montastraeidae,columnar,imperforate,imperforate,single_porosity_ready,1,1,1,1,1,1,1,1,1,0
rate_source_index,2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,"Balanophyllia europaea, Leptopsammia pruvoti, Astroides calycularis","solitary, colonial","polyp, nubbin",,Balanophyllia; Leptopsammia; Astroides,Dendrophylliidae,Dendrophylliidae,,,,porosity_missing,1,1,1,0,1,0,0,0,0,1
rate_source_index,26babed0-9e6c-4621-9dca-9253eb39b9fb,Cameron and Edmunds - 2014 - Effects of simulated fish predation on small colonies of massive Porites spp. and Pocillopora meandr.pdf,"Porites spp., Pocillopora meandrina","massive, branching","perforate, imperforate",,Porites; Pocillopora,,Poritidae; Pocilloporidae,,,imperforate; perforate,multiple_porosity_values_not_collapsed,1,1,1,0,0,0,0,1,1,1
rate_source_index,26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,"Porites lutea, Porites lobata",massive,colony,Porites,Porites,Poritidae,Poritidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,1
rate_source_index,28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",Astrangia poculata,,visible polyp and coenenchyme tissue,Astrangia,Astrangia,Astrangiidae,Astrangiidae,,,,porosity_missing,1,0,1,1,1,0,0,0,0,0
rate_source_index,292bbd72-e4b1-422c-8fbb-5b3201d2cd0c,Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,Porites lutea,massive,fragment,Porites,Porites,Poritidae,Poritidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,"Acropora robusta, Acropora hyacinthus, Acropora palifera, Pocillopora damicornis, Porites mayeri, Porites lichen, Goniastrea retiformis, Acropora cytherea, Porites australiensis, Acropora millepora, Acropora gemmifera, Montipora tuberculosa","arborescent, tabular, submassive, bushy, massive, digitate, corymbose, foliaceous","perforate, imperforate",,Acropora; Pocillopora; Porites; Goniastrea; Montipora,,Acroporidae; Pocilloporidae; Poritidae; Merulinidae,,,imperforate; perforate,multiple_porosity_values_not_collapsed,1,1,1,0,0,0,0,1,1,1
rate_source_index,2e3b055f-28df-4def-97aa-660ac537a95f,Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,"Porites spp., Porites lutea, Porites lobata",massive,perforate,Porites,Porites,Poritidae,Poritidae,massive_submassive,perforate,perforate,single_porosity_ready,1,1,1,1,1,1,1,1,1,1
rate_source_index,33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,"Porites porites, Porites astreoides",branching,fragment,Porites,Porites,Poritidae,Poritidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,1
rate_source_index,347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,"Orbicella franksi, Agaricia lamarcki","massive boulder, sheeting scroll",colony,,Orbicella; Agaricia,,Merulinidae; Agariciidae,,,,porosity_missing,1,1,1,0,0,0,0,0,0,1
rate_source_index,348d7203-b68d-472c-89da-e3e6704b2f50,Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,Acropora palmata,branching,perforate,Acropora,Acropora,Acroporidae,Acroporidae,branching,perforate,perforate,single_porosity_ready,1,1,1,1,1,1,1,1,1,0
rate_source_index,3764e810-0eb0-4d34-baca-2c5136c95bc8,"Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",Acropora palmata,branching,colony and fragment,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,Acropora palmata,branching,branch,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","Acropora tenuis, Pocillopora damicornis, Stylophora pistillata, Psammocora contigua, Montipora capricornis, Turbinaria reniformis, Echinopora lamellosa, Galaxea fascicularis","branching, plating, encrusting, massive",fragment,,Acropora; Pocillopora; Stylophora; Psammocora; Montipora; Turbinaria; Echinopora; Galaxea,,Acroporidae; Pocilloporidae; Psammocoridae; Dendrophylliidae; Merulinidae; Euphylliidae,,,,porosity_missing,1,1,1,0,0,0,0,0,0,1
rate_source_index,40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,Pocillopora verrucosa,branching,branch,Pocillopora,Pocillopora,Pocilloporidae,Pocilloporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,Porites compressa,finger-like,nubbin,Porites,Porites,Poritidae,Poritidae,,,,porosity_missing,1,1,1,1,1,0,0,0,0,0
rate_source_index,4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,Acropora muricata,branching,branch,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",Porites spp.,massive,perforate,Porites,Porites,Poritidae,Poritidae,massive_submassive,perforate,perforate,single_porosity_ready,1,1,1,1,1,1,1,1,1,1
rate_source_index,5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,"Porites sp., Favia favus, Acropora eurystoma, Stylophora pistillata","massive, branching",colony and fragment,,Porites; Favia; Acropora; Stylophora,,Poritidae; Faviidae; Acroporidae; Pocilloporidae,,,,porosity_missing,1,1,1,0,0,0,0,0,0,1
rate_source_index,65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,Montastraea cavernosa,massive/submassive,polyp core samples,Montastraea,Montastraea,Montastraeidae,Montastraeidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","Siderastrea siderea, Porites astreoides, Diploria clivosa, Diploria strigosa",massive,"perforate, imperforate",,Siderastrea; Porites; Diploria,,Rhizangiidae; Poritidae; Faviidae,massive_submassive,,imperforate; perforate,multiple_porosity_values_not_collapsed,1,1,1,0,0,1,0,1,1,1
rate_source_index,6b96575e-9bf7-46f2-a12e-73b565f46629,Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,"Montastrea annularis, Porites astreoides, Meandrina meandrites","hemispherical, massive",colony,,Montastraea; Porites; Meandrina,,Montastraeidae; Poritidae; Meandrinidae,massive_submassive,,,porosity_missing,1,1,1,0,0,1,0,0,0,1
rate_source_index,6da70b1c-7428-4a76-904c-b69d981f2824,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,Orbicella annularis,boulder,colony,Orbicella,Orbicella,Merulinidae,Merulinidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,6f750c49-3261-482c-ade2-373835f7cf40,Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,Porites panamensis,"columnar, massive",colony,Porites,Porites,Poritidae,Poritidae,,,,porosity_missing,1,1,1,1,1,0,0,0,0,0
rate_source_index,84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,Favia favus,colonial,colony,Favia,Favia,Faviidae,Faviidae,colonial_unspecified,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,8c205a55-4093-46c5-a7c2-e356c8bf6a7c,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,"Porites astreoides, Stephanocoenia michelinii, Madracis decactis, Madracis pharensis luciphila, Madracis senaria","encrusting, massive",colony,,Porites; Stephanocoenia; Madracis,,Poritidae; Astrocoeniidae; Pocilloporidae,,,,porosity_missing,1,1,1,0,0,0,0,0,0,1
rate_source_index,9616c9c9-f92f-4a43-8be4-4bd0b5875f3c,"Burmester et al. - 2017 - Temperature and symbiosis affect lesion recovery in experimentally wounded, facultatively symbiotic.pdf",Astrangia poculata,,single polyp,Astrangia,Astrangia,Astrangiidae,Astrangiidae,,,,porosity_missing,1,0,1,1,1,0,0,0,0,0
rate_source_index,9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,"Porites lutea, Porites cylindrica","massive, branching","fragment, colony",Porites,Porites,Poritidae,Poritidae,,,,porosity_missing,1,1,1,1,1,0,0,0,0,1
rate_source_index,9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,Fungia granulosa,solitary,,Fungia,Fungia,Fungiidae,Fungiidae,solitary,,,porosity_missing,1,1,0,1,1,1,0,0,1,0
rate_source_index,a1e7fabd-36e1-4556-804c-e6f1a9c17581,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,"Montastraea spp., Montastraea faveolata, Montastraea annularis, Montastraea franksi",boulder,imperforate,Montastraea,Montastraea,Montastraeidae,Montastraeidae,massive_submassive,imperforate,imperforate,single_porosity_ready,1,1,1,1,1,1,1,1,1,1
rate_source_index,a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,Favia favus,massive,colony,Favia,Favia,Faviidae,Faviidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,acf00158-0890-4388-9a0e-da9194664ef6,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,Acropora cervicornis,branching,fragment,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,Oculina patagonica,encrusting,tissue,Oculina,Oculina,Oculinidae,Oculinidae,encrusting,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,b0949a7c-520e-4a37-af04-25979598ec2d,Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,"Porites spp., Porites lutea, Porites lobata",massive,tissue and skeleton,Porites,Porites,Poritidae,Poritidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,1
rate_source_index,b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,"Porites cylindrica, Porites lutea","branched, massive",fragment,Porites,Porites,Poritidae,Poritidae,,,,porosity_missing,1,1,1,1,1,0,0,0,0,1
rate_source_index,b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,"Porites astreoides, Stephanocoenia michelinii",massive,colony,,Porites; Stephanocoenia,,Poritidae; Astrocoeniidae,massive_submassive,,,porosity_missing,1,1,1,0,0,1,0,0,0,1
rate_source_index,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,"Acropora hyacinthus, Montipora tuberculosa","tabular, foliaceous",perforate,,Acropora; Montipora,Acroporidae,Acroporidae,plating_foliose,,perforate,single_porosity_candidate_multi_taxon_not_model_ready,1,1,1,0,1,1,0,1,1,1
rate_source_index,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,"Fungia scutaria, Fungia granulosa, Fungia horrida",solitary,tissue and skeleton fragments,Fungia,Fungia,Fungiidae,Fungiidae,solitary,,,porosity_missing,1,1,1,1,1,1,0,0,0,1
rate_source_index,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,Montastrea annularis,columnar,core,Montastraea,Montastraea,Montastraeidae,Montastraeidae,columnar,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,c9a7e412-6f2f-4baf-9cde-29e23e6aeeb0,Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,Acropora pulchra,branching,fragment,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,Montastrea annularis,massive,colony,Montastraea,Montastraea,Montastraeidae,Montastraeidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,Acropora muricata,branching,fragment,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,Pocillopora spp.,branching,surface tissue,Pocillopora,Pocillopora,Pocilloporidae,Pocilloporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,1
rate_source_index,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,Astrangia poculata,solitary,single polyp and coenenchyme,Astrangia,Astrangia,Astrangiidae,Astrangiidae,solitary,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",Acropora palmata,branched,branch,Acropora,Acropora,Acroporidae,Acroporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,"Goniastrea retiformis, Acropora hyacinthus, Acropora robusta, Acropora palifera, Acropora gemmifera, Acropora millepora, Acropora cytherea, Porites lichen, Porites mayeri, Porites australiensis, Pocillopora damicornis","arborescent, tabular, submassive, bushy, massive, corymbose, digitate","perforate, imperforate",,Goniastrea; Acropora; Porites; Pocillopora,,Merulinidae; Acroporidae; Poritidae; Pocilloporidae,,,imperforate; perforate,multiple_porosity_values_not_collapsed,1,1,1,0,0,0,0,1,1,1
rate_source_index,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,Pocillopora meandrina,branching,branch,Pocillopora,Pocillopora,Pocilloporidae,Pocilloporidae,branching,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
rate_source_index,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,"Acropora palmata, Diploria strigosa, Porites astreoides, Siderastrea siderea, Montastrea annularis","branching, massive",perforate,,Acropora; Diploria; Porites; Siderastrea; Montastraea,,Acroporidae; Faviidae; Poritidae; Rhizangiidae; Montastraeidae,,,perforate,single_porosity_candidate_multi_taxon_not_model_ready,1,1,1,0,0,0,0,1,1,1
rate_source_index,fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,Montastraea annularis,massive,colony,Montastraea,Montastraea,Montastraeidae,Montastraeidae,massive_submassive,,,porosity_missing,1,1,1,1,1,1,0,0,0,0
