source_id,paper_title,final_status,extraction_readiness,response_rate,response_growth,response_reproduction,response_survival,moderator_environment,moderator_traits,study_type,study_year,location_raw,site_name,country_territory,water_body,latitude_raw,longitude_raw,latitude,longitude,depth_min_m,depth_max_m,species,growth_form,tissue_type,colony_size_cm,symbiont_status,lesion_source,lesion_method,lesion_type,area_mm2,rel_wound_size,perimeter_mm,lesion_depth,num_lesions,lesion_position,temperature_c,temp_manip,ph_or_pco2,nutrient_enrich,light_par,light_regime,sedimentation,flow_regime,sample_size,replication_level,randomization,blocking,control_description,notes,notebook_covariate_status,query_batch_id,query_attempts,latitude_approx,longitude_approx,approx_coordinate_basis,approx_coordinate_confidence,approx_location_notes,latitude_best,longitude_best,best_coordinate_basis,best_coordinate_confidence
a1e7fabd-36e1-4556-804c-e6f1a9c17581,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,include_primary,ready_extract,1,0,0,0,0,0,field,2001-2003,Biscayne National Park (BNP) and the upper Florida Keys National Marine Sanctuary (FKNMS),"Alina’s Reef, Key Largo (KL) 6 m, White Banks (WB), Algae Reef (AR), KL 3 m, KL 9 m, KL 18 m",USA,,"25° 01.09’ N, 25° 02.23’ N, 25° 08.80’ N, 25° 23.19’ N, 25° 02.45’ N, 25° 00.15’ N, 25° 00.21’ N","80° 23.84’ W, 80° 22.50’ W, 80° 17.60’ W, 80° 09.78’ W, 80° 25.44’ W, 80° 23.63’ W, 80° 23.02’ W",25.003500,-80.383667,3,18,"Montastraea spp., Montastraea faveolata, Montastraea annularis, Montastraea franksi",boulder,imperforate,19-40,,experimental,leather punch,tissue and skeleton,100-200,,,3,,,,,,,,,,,264,5 colonies at each site,haphazardly selected,,,"Assessed regeneration rates of biopsy-induced lesions across sites and depths to evaluate their utility as indicators of coral health. Regeneration was dynamic and geographic location was the strongest factor affecting rates. [repair: Tissue type was inferred as imperforate based on the standard biological classification of the focal genus Montastraea, while specific experimental or ambient temperature values were not explicitly reported in the study.] [agent repair: Temperature was not reported as a single explicit study-level value.]",parsed,batch_035,1,,,,,,25.003500,-80.383667,reported_exact,high
3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,include_primary,ready_extract,1,1,0,1,0,1,field,1992-1994,"Elkhorn reef, in the northern region of the Florida Reef Tract",Elkhorn reef,USA,,25 21.766 N,80 09.961 W,25.362767,-80.166017,,,Acropora palmata,branching,branch,,,natural,hurricane-generated broken branches,tissue and skeleton,,,,,5-8 per colony,branch ends,,,,,,,,,5,"5 large colonies, each with 5-8 injury sites",,,,"Measured the pattern and rate of wound-healing on colonies that were still standing after Hurricane Andrew, and the temporal changes in size-frequency distribution and upward growth of hurricane-generated fragments. [repair: Explicit numeric depth bounds and specific temperature values were not reported, and initial natural lesion areas varied widely across colonies rather than being a single standardized size.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_036,1,,,,,,25.362767,-80.166017,reported_exact,high
6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",include_primary,ready_extract,1,1,0,1,0,0,field,1986-1991,Caribbean coast of Panama,"LRE1, LRE2, PAYW, PAYN, JUG, PALW, DONR, DMA, MAR3, NARS, GALC, PM",Panama,Caribbean Sea,,,,,0.5,6,"Siderastrea siderea, Porites astreoides, Diploria clivosa, Diploria strigosa",massive,"perforate, imperforate",<30,,"experimental, oil spill",blasting,artificial injury,570,,,,1,,,,,,,,,,5 to 9 colonies per species per reef depending on the specific experiment,2 transects per reef; 5 colonies per species for transplant,haphazardly placed,,unoiled reefs,"Studied the effects of a major oil spill on injury, regeneration, and growth of massive corals over 5 years. Regeneration was faster on oiled reefs, likely due to a reallocation of resources from growth and reproduction to regeneration. [repair: Coordinates and ambient water temperatures were not explicitly reported, tissue types were inferred as perforate (Porites) and imperforate (Diploria) based on the focal taxa, and sample sizes varied by experimental design.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Temperature was not reported as a single explicit study-level value.]",parsed,batch_038,1,9.402032,-79.814606,bay_centroid,medium,Bay-level proxy for Bahía Las Minas; the paper samples multiple named sub-sites across the bay.,9.402032,-79.814606,bay_centroid,medium
e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,include_primary,needs_digitization,1,0,0,0,0,1,field,,Lizard Island,"North Reef, Osprey Island",Australia,Great Barrier Reef,128409,1458289,128409.000000,1458289.000000,,,"Goniastrea retiformis, Acropora hyacinthus, Acropora robusta, Acropora palifera, Acropora gemmifera, Acropora millepora, Acropora cytherea, Porites lichen, Porites mayeri, Porites australiensis, Pocillopora damicornis","arborescent, tabular, submassive, bushy, massive, corymbose, digitate","perforate, imperforate",18-68,,experimental,"compressed air from an air gun, hammer and chisel","tissue loss, scraping (tissue and skeleton), branch removal",400,<25% of total surface area,,2,2,"center and edge of colony, base and tips of branches and columns",,,,,,,,,110,10 replicate colonies per species per experiment,haphazardly selected,,,"Determined if regenerative ability differed among species with different morphologies, and if regeneration was influenced by the position of the injury within the colony or the type of injury (tissue loss, scraping, branch removal). [repair: Numeric depth bounds and temperatures were not explicitly reported; tissue types were inferred as perforate (Acropora, Porites) and imperforate (Pocillopora, Goniastrea) based on the standard biological classifications of the focal taxa.] [agent repair: Coordinates were reported in a nonstandard grid-like form and were preserved raw rather than converted. Lesion area was 4 cm2, converted here to 400 mm2. Depth and temperature were not recoverable.]",parsed,batch_039,1,,,,,,128409.000000,1458289.000000,reported_exact,high
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,include_primary,needs_digitization,1,0,0,0,0,0,field,,"reef-crest at Mermaid Cove, Lizard Island, Australia",Mermaid Cove,Australia,,14840,145828,14840.000000,145828.000000,,,"Acropora hyacinthus, Montipora tuberculosa","tabular, foliaceous",perforate,>75,,experimental,"blowing tissue away with compressed air, dragging a fine chisel, chiselling away a small section","tissue mortality, scraping, breakage",330,,,1-2,,edge of colonies,,,,,,,,,60,10 colonies per injury type and species,,,,"Investigated the amount of regeneration and algal settlement in response to tissue mortality, scraping, and breakage injuries. Regeneration was up to four times greater for scraping injuries compared to tissue mortality and breakage. [repair: Numeric depth bounds and temperatures were not explicitly reported, while tissue type was inferred as perforate based on the standard biological classification of the focal genera Acropora and Montipora.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_040,1,,,,,,14840.000000,145828.000000,reported_exact,high
33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,include_primary,needs_digitization,1,0,0,0,1,0,laboratory,2013,"Wonderland Reef, Lower Keys portion of the Florida Keys National Marine Sanctuary",Wonderland Reef,USA,western Atlantic,24°33.69 N,081°30.18 W,24.561500,-81.503000,8,8,"Porites porites, Porites astreoides",branching,fragment,"1x1, 5x5",symbiotic,experimental,air brush,tissue,"10, 250",10% of surface area,,,1,,26,,"7.6, 8.1",,,,,flow through aquarium tanks with water turnover adjusted to 50% aquarium volume per hour,4-5 replications of each pH and fragment size combination,4-5 replications of each pH and fragment size combination,,,ambient pH 8.1 treatment,Investigated the effects of reduced pH and fragment size on lesion recovery rates and physiological responses of P. porites and P. astreoides microfragments. [repair: Initial lesion areas were directly converted to 10 and 250 mm^2 based on the study's explicit statement that lesions comprised 10% of the 1 cm^2 and 25 cm^2 fragments.],parsed,batch_041,1,,,,,,24.561500,-81.503000,reported_exact,high
2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,include_primary,needs_digitization,1,1,1,0,0,0,field,1994-1996,"Lizard Island, Great Barrier Reef","South Reef, Lizard Head, Washing Machine, North Reef, Mermaid Cove",Australia,Great Barrier Reef,14° 40' S,145° 28' E,-14.666667,145.466667,,,"Acropora robusta, Acropora hyacinthus, Acropora palifera, Pocillopora damicornis, Porites mayeri, Porites lichen, Goniastrea retiformis, Acropora cytherea, Porites australiensis, Acropora millepora, Acropora gemmifera, Montipora tuberculosa","arborescent, tabular, submassive, bushy, massive, digitate, corymbose, foliaceous","perforate, imperforate",18-68,,natural and experimental,"compressed air from an air gun, hammer and chisel","tissue loss, scraping (tissue and skeleton), branch removal","330, 400","8%, 16%, 25%",,1-2,"1, 2, 3","center and edge of colony, base and tips of branches",,,,,,,,,10 replicate colonies per species or treatment for most manipulative experiments; up to 673 colonies for spatial surveys,10 replicate colonies per species per experiment,haphazardly selected,,undamaged colonies,"Examined spatial and temporal patterns of natural injury, interspecific differences in regeneration from different artificial injury types (tissue, scraping, breakage) across morphological groups, and trade-offs between regeneration and reproduction. [repair: Numeric depth bounds and temperatures were not explicitly reported; tissue types were inferred as perforate (e.g., Acropora, Porites) and imperforate (e.g., Goniastrea, Pocillopora) based on the standard biological classifications of the focal taxa, and sample sizes varied depending on the specific experiment or survey.] [agent repair: Numeric depth bounds were not explicitly reported in the accessible text. Temperature was not reported as a single explicit study-level value.]",parsed,batch_042,1,,,,,,-14.666667,145.466667,reported_exact,high
58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",include_primary,needs_digitization,1,1,0,0,1,1,field,,north shore of Moorea,"Cook’s Bay, Richard B. Gump South Pacific Research Station",French Polynesia,,,,,,2,3,Porites spp.,massive,perforate,5-7,,experimental,Waterpik and 1 cm diameter circular stencil,tissue,78.5,,,,2,tops of the corals,,,,,,,,,100,40 colonies across 4 treatments (Experiment 1); 60 colonies across 3 treatments (Experiment 2),randomly assigned to experimental treatments,blocked in space and time,"handled similarly, but not damaged","Investigated the spatial configuration of lesions on coral recovery. Found that closely clustered lesions regenerated tissue more slowly and caused local reductions in linear skeletal extension compared to lesions spaced further apart. [repair: Coordinates and experimental temperatures were not explicitly reported, initial lesion size was provided as a diameter rather than an explicit area, and tissue type was inferred as perforate based on the focal genus Porites.] [agent repair: Area derived from the explicit 1 cm diameter circular stencil used to create lesions. No explicit geographic coordinates or single study-level temperature value were stated in the accessible text.]",parsed,batch_043,1,-17.487250,-149.886930,site_facility_centroid,medium,"North-shore Moorea / Cook's Bay proxy; the paper did not print coordinates, so the Gump station centroid is the closest stable site-level point.",-17.487250,-149.886930,site_facility_centroid,medium
65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,Horricks et al. - 2019 - Differential protein abundance during the first month of regeneration of the Caribbean star coral Mo.pdf,include_primary,ready_extract,1,0,0,0,0,0,field,2014-2015,coastal waters of Grenada and Carriacou,"Dragon Bay, Flamingo Bay, Quarter Wreck, Northern Exposure, Sandy Island, Whirlpool, Jackadam, Seaview",Grenada,Caribbean Sea,12°10'40.9800 N to 12°50'30.3600 N,61°28'04.1100 W to 61°47'00.8400 W,12.841767,-61.783567,10,12,Montastraea cavernosa,massive/submassive,polyp core samples,,normally pigmented brown,experimental,diamond coring drill bit attached to a pneumatic drill,tissue and skeleton,"158.7, 159.8",,,3,"1, 4",tops of targeted colonies,,,,,,,,,154,10-16 colonies per site,haphazardly selected,,day 0 initial polyp sample used for proteomic comparison,"Determined regeneration rates and proteomic mechanisms of tissue regeneration. Monitored lesion size over time and identified 111 differentially abundant proteins associated with regeneration, inflammation, and antioxidant activity. [repair: Specific ambient or experimental water temperature values were not reported in the study.] [agent repair: Multiple site coordinates were preserved in raw form. Depth was 10-12 m. Sample sizes were 10, 14, 16, 30, and 124. Lesion areas were 1.587 and 1.598 cm2, converted here to 158.7 and 159.8 mm2. Growth form was massive/submassive. Temperature was not recoverable.]",parsed,batch_046,1,,,,,,12.841767,-61.783567,reported_exact,high
5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,include_primary,needs_digitization,1,0,0,0,1,0,laboratory,2010,"Gulf of Aqaba, Red Sea",Interuniversity Institute (IUI) for Marine Sciences in Eilat,Israel,Red Sea,29°30'N,34°55'E,29.500000,34.916667,10,10,"Porites sp., Favia favus, Acropora eurystoma, Stylophora pistillata","massive, branching",colony and fragment,"58.2 cm2 (colonies), 65.1 cm2 (fragments)",,experimental,regulator air-pick,tissue,"314, 350",5-6%,,,1,"top of the colony, base of the branch",21.6-24.3,,"400, 1800, 4000 µatm; pH 8.1, 7.6, 7.3",fed once a week with Artemia salina nauplii,350-500,,,running seawater at 0.5 l min-1,6 replicates per species per pCO2 condition for tissue regeneration; 4 per species per condition for tissue parameter analysis,6 replicates by species and condition,,,"ambient seawater (400 µatm, pH 8.1)","Investigated the effects of increased pCO2 (ocean acidification) on the tissue regeneration capacity, total protein, and Symbiodinium density of four coral species with contrasting life histories. [repair: Sample sizes were explicitly reported depending on the specific analyses conducted (n=6 for regeneration, n=4 for protein/Symbiodinium/chlorophyll).]",parsed,batch_047,1,,,,,,29.500000,34.916667,reported_exact,high
45fcfd8e-a2d2-4345-aec0-baeb03f883a4,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,include_primary,needs_digitization,0,1,0,1,0,0,field,2004-2005,nine shallow coral reefs located in the Main Hawaiian Islands,"Portlock, Wawaloli Beach, Puako, Anaehoomalu Bay, Wawaloli FMA, Wawaloli FMAshallow, Papawai, Keei, Keeishallow, Hanauma Bay, Hanauma Bayshallow, Kealakakua Bay",USA,,,,,,2,12,"Pocillopora meandrina, Porites compressa, Porites lobata","branching, massive",nubbins (branches),"1-2, 4-5",,natural,fish bites by Arothron meleagris and Cantherhines dumerilii,tissue and skeleton,90,,,,up to 4 bites per tile,"tips of colony branches/fingers, across colony surface",,,,,,,,,4 replicate tiles (each with 4 nubbins) per size class per site for predation experiments; 8 bite scars for healing observations,4 tiles of each size class per site (8 tiles total per site); 8 natural lesions monitored for healing,"randomly located transects/quadrats, haphazardly placed tiles, haphazardly selected scars",,,"Quantified abundance of fish bite lesions on corals and measured predation intensity using out-planted coral nubbins exposed to natural predation. Modeled risk of over-predation, which decreased exponentially with increasing coral cover. [repair: Coordinates and ambient or experimental temperatures were not explicitly reported, and sample sizes varied depending on the specific survey or experimental component.] [agent repair: Depth was explicitly reported as 6-12 m. Sample size was 150. Coordinates and temperature were not recoverable.]",parsed,batch_049,1,20.525000,-157.300000,study_extent_midpoint,low,Nine shallow reefs across the Main Hawaiian Islands; a single centroid would be misleading. Archipelago-level centroid for the Main Hawaiian Islands based on the island-chain span; broad multi-island proxy.,20.525000,-157.300000,study_extent_midpoint,low
4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,include_primary,needs_digitization,1,1,0,0,0,0,laboratory,2007,Hawaii Institute of Marine Biology (HIMB),Hawaii Institute of Marine Biology,USA,,,,,,2,2,Porites compressa,finger-like,nubbin,"1, 2, 4",,experimental,7-inch wire cutter,tissue and skeleton,90,,,10,1,tips,23.8-25.1,,,,,shaded from direct irradiance,,continuous flow (7-8 l min-1) of sea water,64,16 nubbins per treatment group,"haphazardly collected, randomly chosen nubbins, placed randomly",,5-cm undamaged controls,"Determined the cost of tissue regeneration across simulated Arothron meleagris bite scars on the growth of P. compressa nubbins of three size classes (1, 2, and 4 cm). Lesions healed completely within ~36 days with little long-term effect on growth rates. [repair: Coordinates were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_050,1,21.432700,-157.787700,site_facility_centroid,high,Hawaii Institute of Marine Biology / Coconut Island centroid in Kāneʻohe Bay.,21.432700,-157.787700,site_facility_centroid,high
acf00158-0890-4388-9a0e-da9194664ef6,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,include_primary,needs_digitization,1,0,0,0,1,0,laboratory,,"Florida Reef Tract; coral nursery off Key Biscayne, Miami, Florida",Key Biscayne Nursery,USA,,25.676° N,80.098° W,25.676000,-80.098000,9,9,Acropora cervicornis,branching,fragment,2.66-2.82,Symbiodinium fitti,experimental,band saw,tissue and skeleton,"32, 35",,,,1,tips,28,31.5,,fed every other day with Reef Chili,,,,"pumps and air bubblers, daily water changes",180,5 replicate fragments per genet per treatment (18 genets total),fragments randomly assigned to aquaria; fragment and aquaria positions rotated every other day,,ambient temperature (28 °C),"Evaluated lesion recovery of A. cervicornis genets from different thermal regimes under heat stress. Heat stress slowed recovery significantly, but genets from warmer donor reefs healed more rapidly under heat stress than those from cooler reefs.",parsed,batch_052,1,,,,,,25.676000,-80.098000,reported_exact,high
04e10b24-592e-4cf3-8f94-226c7904262d,Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,include_primary,needs_digitization,1,0,0,0,0,0,field and laboratory,1997-1998,"near the H. Steinitz Marine Biological Laboratory, Eilat",H. Steinitz Marine Biological Laboratory,Israel,Red Sea,,,,,8,8,Fungia granulosa,solitary,,"<5, >5",,experimental,air pick attached to an underwater regulator,tissue,,"10%, 30%, 50%",,surface tissue,1,midsection of the coral outward,"21, 24","21, 24",,fed weekly on Marine Cuisine Carnivore Diet,50,12 h light:12 h dark,,water changed every 4 d in lab,108,40 injured and 4 controls per season in field; 6 injured and 1 control per temperature in lab,placed randomly,,uninjured corals,"Investigated the effects of lesion size, coral size, reproductive state, season, and temperature on tissue regeneration in the free-living solitary coral Fungia granulosa. [repair: Coordinates were not explicitly reported, initial lesion sizes were given as percentages of total surface area rather than absolute areas, and tissue type was left null due to potential ambiguity for the focal genus Fungia.] [agent repair: No explicit coordinates, depth, sample size, temperature, lesion area, or unambiguous tissue-form recovery was found in the NotebookLM pass.]",parsed,batch_055,1,29.500000,34.916667,site_facility_centroid,high,Near the H. Steinitz Marine Biological Laboratory in Eilat; used the lab-adjacent reef area as the proxy point.,29.500000,34.916667,site_facility_centroid,high
40359446-8345-4a72-8169-af86ad3de9d6,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,include_primary,needs_digitization,1,1,0,0,0,0,laboratory and field,2008,"Richard B. Gump South Pacific Research Station, Moorea; mid-lagoon area near Cook's Bay",Cook's Bay,French Polynesia,,17° 30' S,149° 50' W,-17.500000,-149.833333,2,4,Pocillopora verrucosa,branching,branch,"1.3-4.2 (lab), 3-3.5 (field)",,"experimental, natural","snub-nose pliers, fish bites",tissue and skeleton,"96, 16-81",,,1-2,"1, 2, 3","haphazard locations, apices of branches",26.6-29.6,"26.6, 29.6",,,621-808,12:12 h light:dark cycle,,5-6 cm s-1 (low flow) and ~20 cm s-1 (high flow) in lab; 3.4 cm s-1 (seafloor) and 14.3 cm s-1 (bommies) in field,208,10 replicates per treatment in each of 2 lab trials; 12 replicates for each of the 2 substrate types and caging treatments in field,"allocated randomly to racks and treatments, position randomized daily (lab); allocated at random to location (field)",trial was the blocking factor (lab),"unmanipulated (lab), predator exclusion cages (field)","Evaluated the interactive effects of partial predation (simulated and natural corallivory), flow speed, and temperature on coral growth and photosynthetic efficiency.",parsed,batch_056,1,,,,,,-17.500000,-149.833333,reported_exact,high
a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,include_primary,needs_digitization,0,1,0,1,0,0,field,,Vaipahu Lagoon on the north shore of Mo‘orea,"L1, L2, L3, L4, L5",French Polynesia,Vaipahu Lagoon,17°30' S,149°50' W,-17.500000,-149.833333,,,Acropora elseyi,branching,nubbin,,,natural,fish bites,partial predation,,,,,,,28.72-28.94,,,,,,,12-31 cm/s mean velocity,120,12 cages and 12 cage controls at each of 5 sites,corals at each site randomly assigned to treatments,one cage and one cage control paired per cinder block,partial cage controls allowing corallivore access while altering hydrodynamics similarly to cages,"Quantified the simultaneous direct and indirect effects of hydrodynamics on coral growth. Mean current velocity directly enhanced growth in the absence of predators, while velocity fluctuations (waves/turbulence) indirectly enhanced growth by reducing the abundance and bite rates of corallivorous fishes. [repair: Numeric depth bounds were not explicitly reported in the text, and the study measured natural corallivory on coral nubbins rather than creating standardized initial lesions.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_057,1,,,,,,-17.500000,-149.833333,reported_exact,high
cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester and Bak - 1985 - Effects of environment on regeneration rate of tissue lesions in the reef coral Montastrea annularis.pdf,include_primary,ready_extract,1,0,0,0,0,0,field,1982-1983,leeward coast of Curacao,"desalination-power plant, Awa Blancu",Netherlands Antilles,,,,,,5,9,Montastrea annularis,massive,colony,,symbiotic,experimental,method Bak et al. 1977,tissue,80,,,,1,horizontal plane of the colony,26.5-32,,,,,,,,74,"n = 24 (DPP), n = 25 (AB), n = 25 (T)",,,control series at Awa Blancu (pristine reef),"Investigated the influence of environment on regeneration rates of artificially induced tissue lesions. Lesions regenerated significantly faster at the desalination-power plant site compared to the pristine reef, possibly due to occasional influxes of colder oceanic water at the pristine reef. [repair: Coordinates were not explicitly reported in the text, and growth form was inferred as massive based on the standard biological morphology of the focal species Montastrea annularis.] [agent repair: Explicit latitude/longitude were not reported in the accessible text.]",parsed,batch_058,1,12.067497,-68.793922,site_facility_centroid,medium,"Reference site Awa Blancu on leeward Curaçao; this is a site proxy, not an exact paper coordinate.",12.067497,-68.793922,site_facility_centroid,medium
e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,"Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",include_primary,ready_extract,0,1,1,0,0,1,field,1993-1997,northern Florida Reef Tract and US Virgin Islands,"Elkhorn Reef, Ball Buoy Reef, Key Largo Dry Rocks, Little Grecian Reef, French Reef, Pickles Reef, Dry Tortugas, Saba Island, Hawksnest Bay, Buck Island","USA, US Virgin Islands","Caribbean Sea, Florida Reef Tract","25° 21.766' N, 25° 18.524' N","80° 09.961' W, 80° 11.996' W",25.308733,-80.199933,0.5,8,Acropora palmata,branching,colony and fragment,20-193,,natural and experimental,"storms, ship grounding, manual branch removal","fragmentation, branch removal",,,,,1-3,,,,,,,,,,"50 fragments for transplant experiments, 25 colonies per condition for survivorship, and 30 colonies or fragments for growth measurements",12-13 fragments per substrate type; 25 fragmented and 25 unfragmented colonies per reef,haphazardly assigned to substratum; fragments randomly chosen by tag number,,unfragmented and undamaged colonies,"Examined the incidence of fragmentation, survivorship of fragments across different substrata, and the long-term effects of fragmentation on growth and sexual reproduction of A. palmata following storm damage and ship groundings. [repair: Initial lesion areas and experimental temperatures were not explicitly reported, while sample sizes varied depending on the specific survey or experimental component.] [agent repair: Lesion sizes are reported as multiple size classes rather than a single study-level area value. Temperature was not reported as a single explicit study-level value.]",parsed,batch_062,1,,,,,,25.308733,-80.199933,reported_exact,high
3764e810-0eb0-4d34-baca-2c5136c95bc8,"Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",include_primary,ready_extract,1,0,0,0,0,1,field,1994,northern Florida Reef Tract,Elkhorn Reef,USA,Florida Reef Tract,25°21.766' N,80°09.961' W,25.362767,-80.166017,0.1,0.5,Acropora palmata,branching,colony and fragment,,,"anthropogenic, natural","boat grounding, Tropical Storm Gordon",fragmentation,"0-500, 500-1000, 1000-2000, >2000",,,,,,,,,,,,,,100,30 lesions for colonizer experiment; 70 lesions across 4 size categories for size and shape experiment,lesions assigned to 1 of 2 groups at random for colonizer experiment,,colonizing algae left intact (brush passed lightly over lesions without removing algae),"Examined the regeneration of lesions caused by fragmentation of A. palmata. Recovery followed a negative exponential model and was influenced by initial lesion size and perimeter, but not by the presence of algal colonizers or the size of colonies or fragments. [repair: Coordinates, numeric depth bounds, and experimental or ambient temperatures were not explicitly reported in the study.] [agent repair: Explicit study coordinates were recovered from the methods; the reported lesion placement depth was 10-50 cm below low-water datum, converted here to 0.1-0.5 m. Temperature was not explicitly reported in a recoverable form.]",parsed,batch_063,1,,,,,Exact coordinates already exist in the source/current manifest; approximate duplicate omitted.,25.362767,-80.166017,reported_exact,high
d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,include_primary,needs_digitization,0,1,0,1,0,0,field,2009,"Biscayne National Park, Florida",staghorn coral nursery,USA,,25° 21.753' N,80° 09.985' W,25.362550,-80.166417,5.5,5.5,Acropora cervicornis,branching,branch,30-295,,experimental,clipped using pliers,fragmentation,,,,,2,branch tips,,,,,,,,,40,15 donor colonies and 7 control colonies (Exp 1); 12 donor colonies and 6 control colonies (Exp 2),subset of colonies chosen haphazardly as unfragmented controls,,"unfragmented control branch from each donor colony, and unfragmented branches from undisturbed colonies","Tested whether coral production is enhanced by removal of 2.5 and 3.5 cm branch tips from staghorn corals in a nursery, monitoring growth and survivorship of donor colonies and branch tips. [repair: Initial lesion areas were not explicitly reported as the study only provided the linear lengths of the clipped branch tips, and ambient or experimental water temperatures were not reported.] [agent repair: Growth form was explicitly branching. Lesion area and temperature were not recoverable.]",parsed,batch_064,1,,,,,,25.362550,-80.166417,reported_exact,high
070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,include_primary,needs_digitization,1,0,0,0,0,0,field,1974-1975,Eilat,,Israel,"Gulf of Eilat, Red Sea",,,,,3,4,Stylophora pistillata,branched,colony,geometric mean radius (r) <1.00 to 4.00,,experimental,breaking branches with a diver's knife,breakage,,14-29% decrease in r,,,,,,,,,,,,,270,70 damaged colonies and approximately 200 intact control colonies,,,intact colonies studied previously in the same area,"Damaged colonies grew twice as fast as intact control colonies during the first 2 months of regeneration. Larger colonies showed a better capacity to resist damage than smaller colonies. [repair: Coordinates and ambient temperatures were not explicitly reported, and initial lesion sizes were described as percentages of colony volume lost to breakage rather than specific surface areas.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. A single directly comparable wound area was not explicitly reported. Temperature was not reported as a single explicit study-level value.]",parsed,batch_067,1,29.500000,34.916667,town_or_lab_centroid,medium,City-level Eilat locality only; used the marine-lab / north-beach reef area as a conservative proxy.,29.500000,34.916667,town_or_lab_centroid,medium
