source_id,paper_title,location_raw,location_standardized,site_name,reef_or_bay,island_or_coast,country_territory,water_body,latitude,longitude,depth_min_m,depth_max_m,location_type,coordinate_basis,coordinate_confidence,location_notes,latitude_approx,longitude_approx,approx_coordinate_basis,approx_coordinate_confidence,approx_location_notes,latitude_best,longitude_best,best_coordinate_basis,best_coordinate_confidence,location_row_id
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,"Eilat, Israel",,Marine Biology Laboratory,,,Israel,Red Sea,,,2,3,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,29.500000,34.916667,site_facility_centroid,high,"Marine Biology Laboratory, Eilat; used the lab-adjacent reef area as the proxy point.",29.500000,34.916667,site_facility_centroid,high,loc_060
d7f996dc-c00b-423c-b424-965cd78f9d1b,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,"Great Barrier Reef, Australia",,Lizard Island,,,Australia,Great Barrier Reef,-14.354319,145.443569,2,5,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-14.354319,145.443569,reported_exact,high,loc_061
3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,"La Azufrada reef, Gorgona Island, Colombia",,La Azufrada reef,,,Colombia,Tropical Eastern Pacific,2.974167,-78.186944,4,12,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,2.974167,-78.186944,reported_exact,high,loc_062
6f750c49-3261-482c-ade2-373835f7cf40,Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,"La Paz Bay, Baja California Sur, Mexico",,"Punta Gaviotas, Punta Galeras",,,Mexico,Gulf of California,24.353933,-110.283800,1,3,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,24.353933,-110.283800,reported_exact,high,loc_063
06ab1757-8fe9-4325-96ed-6f3106b325e4,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,Guam (Luminao Reef and Gabgab Reef),,"Luminao Reef, Gabgab Reef",,,USA,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,13.454835,144.646285,study_extent_midpoint,medium,Midpoint of the Luminao Reef and Gabgab Reef field sites on Guam; the lab component was not used in the centroid.,13.454835,144.646285,study_extent_midpoint,medium,loc_064
0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,"Moorea, French Polynesia",,Richard B. Gump South Pacific Research Station,,,French Polynesia,Cook's Bay,-17.490567,-149.826417,3,4,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-17.490567,-149.826417,reported_exact,high,loc_065
002a60bc-55c8-4fdb-860a-1169fc99b2a8,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,"Moorea, French Polynesia",,north shore of Mo'orea,,,French Polynesia,South Pacific,-17.479500,-149.793633,1,2,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-17.479500,-149.793633,reported_exact,high,loc_066
fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,Southwater Caye on the Belizean barrier reef,,Southwater Caye,,,Belize,Belizean barrier reef,16.776250,-88.074900,6,9,unknown,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge [worker confirmed existing coordinates are exact],,,,,Exact coordinates already exist in the source/current manifest; approximate duplicate omitted.,16.776250,-88.074900,reported_exact,high,loc_067
33d2bc0d-ec51-4225-a216-bf74b34fa89d,Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,Belize,,Carrie Bow Cay,,,Belize,Belize barrier reef,16.800000,-88.083333,18,18,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,16.800000,-88.083333,reported_exact,high,loc_068
6da70b1c-7428-4a76-904c-b69d981f2824,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,"St. Thomas, US Virgin Islands",,"Brewers Bay, Perseverance Bay, Rupert's Rock, Flat Cay, Porpoise Rocks, Saba Island",,,USA,Caribbean Sea,18.333333,-64.916667,6,6,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,18.333333,-64.916667,reported_exact,high,loc_069
2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,"Panarea Island, Aeolian Islands, Italy",,underwater volcanic crater at Panarea Island,,,Italy,Mediterranean Sea,38.637778,15.110278,12,12,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,38.637778,15.110278,reported_exact,high,loc_070
9d6998fc-caf1-4dbd-883f-ad9b9184d062,Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,"Key Largo, Florida, USA",,Coral Restoration Foundation nursery,,,USA,,24.526133,81.523050,9.1,9.1,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,24.526133,81.523050,reported_exact,high,loc_071
635d9cb2-270b-4bcc-b676-c84b81b0620b,Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,Caribbean coast of Panama,,,,,Panama,Caribbean Sea,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,Caribbean coast of Panama is too broad for a single defensible centroid; no single site was named.,,,,,loc_072
292bbd72-e4b1-422c-8fbb-5b3201d2cd0c,Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,"Sesoko Island, Okinawa, Japan",,Sesoko Marine Biological Station,,,Japan,,26.633333,127.866667,1.5,2,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,26.633333,127.866667,reported_exact,high,loc_073
b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,"Sesoko Island, Okinawa, Japan",,Sesoko Station,,,Japan,,26.633333,127.866667,1,1.5,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,26.633333,127.866667,reported_exact,high,loc_074
9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,"Sesoko Station, Okinawa, Japan",,Sesoko Station,,,Japan,,26.633333,127.866667,1,1.5,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,26.633333,127.866667,reported_exact,high,loc_075
347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,US Virgin Islands,,"South Capella, South Capella (deep), Buck Island, Flat Cay, Hind Bank, Grammanik Bank, College Shoal",,,USA,Caribbean Sea,,,13,41,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,18.335765,-64.896335,island_centroid,low,The US Virgin Islands sites span multiple banks/reefs across separate localities; a single point would be misleading. US Virgin Islands territory centroid used as a broad proxy for the multi-bank study extent.,18.335765,-64.896335,island_centroid,low,loc_076
2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,Curaçao,,CARMABI Buoy 1,,,Netherlands Antilles,Caribbean Sea,,,11,16,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,12.124722,-68.972222,site_facility_centroid,high,CARMABI Buoy 1 site on Curaçao.,12.124722,-68.972222,site_facility_centroid,high,loc_077
26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,"Ikei Island, Okinawa, Japan",,Ikei Island,,,Japan,inner reef moat,26.383333,128.000000,0.1,3,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,26.383333,128.000000,reported_exact,high,loc_078
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf","Rottnest Island, Western Australia",,"Little Salmon Bay, Mary Cove",,,Australia,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge [coordinate cleanup: partial one-sided coordinate removed from decimal columns],-32.002000,115.517000,island_centroid,low,Coarse Rottnest Island proxy for the Little Salmon Bay / Mary Cove study extent; a site-specific midpoint was not recoverable.,-32.002000,115.517000,island_centroid,low,loc_079
32a1561c-9cd6-4e97-9287-c9e5eafafc22,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,"inshore Great Barrier Reef, Australia",,"Pioneer Bay, Orpheus Island",,,Australia,Great Barrier Reef,-18.583333,146.333333,0.5,1,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-18.583333,146.333333,reported_exact,high,loc_080
d48f4420-bee1-4bd3-95e6-7f646095131b,Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,Philippines Bolinao Puerto Galera El Nido,,"Bolinao, Puerto Galera, El Nido",,,Philippines,,,,2,10,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,13.691220,120.080573,study_extent_midpoint,low,"Three Philippine reef systems (Bolinao, Puerto Galera, El Nido) span a broad archipelago footprint; no single centroid would be interpretable. Midpoint proxy across Bolinao, Puerto Galera, and El Nido reef systems in the Philippines.",13.691220,120.080573,study_extent_midpoint,low,loc_081
1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,Curacao,,"Carmabi Buoy One, Carmabi Buoy Zero, Marie Pompoen, Spanish Water, Playa Kalki",,,Curaçao,Caribbean Sea,12.375500,-69.157833,4,8,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,12.375500,-69.157833,reported_exact,high,loc_082
9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,"Bolinao, Pangasinan, Philippines",,"Sites A, B, C (artificial reef), and D",,,Philippines,Lingayen Gulf,,,3,5,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,16.385600,119.894500,town_or_lab_centroid,medium,"Exact coordinates were reported in the source, but OCR artifacts make them unsuitable for a new approximate point. Bolinao town proxy used for the Bolinao Lingayen Gulf study.",16.385600,119.894500,town_or_lab_centroid,medium,loc_083
5e605749-8df3-44d9-8113-3b61c21f4386,Ayling - 1983 - GROWTH AND REGENERATION RATES IN THINLY ENCRUSTING DEMOSPONGIAE FROM TEMPERATE WATERS.pdf,"Goat Island, near the Leigh Marine Laboratory off the north coast of New Zealand",,Goat Island and Sponge Garden,,,New Zealand,,-38.266667,174.800000,12,18,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-38.266667,174.800000,reported_exact,high,loc_084
e5029ad6-d2ad-4e7a-86eb-d54975b0d760,Barton et al. - 2017 - Coral propagation a review of techniques for ornamental trade and reef restoration.pdf,,,,,,,,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_085
7b6c3c16-42d6-411f-8069-1ae430f0761d,Brown et al. - 2021 - Extended phenotypes on coral reefs cryptic phenotypes modulate coral-vermetid interactions.pdf,"shallow back reef of Mo’orea, French Polynesia",,Mo’orea back reef,,,French Polynesia,,-17.475183,-149.814283,1.7,2.3,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-17.475183,-149.814283,reported_exact,high,loc_086
c50bc867-17ea-4393-80b1-b34f18d5fde2,Bruckner et al. - 2000 - Parrotfish predation on live coral “spot biting” and “focused biting”.pdf,western Atlantic,,,,,,Atlantic Ocean,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,,,,,Only the broad western Atlantic is named; no defensible local centroid was available.,,,,,loc_087
4e3fb9f0-e78a-40f5-abc2-01412b9ab7fb,Chong-Seng et al. - 2011 - Selective feeding by coral reef fishes on coral lesions associated with brown band and black band di.pdf,"Lizard Island, a mid-shelf reef on the Great Barrier Reef",,Lizard Island,,,Australia,Great Barrier Reef,-14.666667,145.450000,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-14.666667,145.450000,reported_exact,high,loc_088
d86a557e-5735-4326-9f08-979e13c7ee6d,Comeau et al. - 2014 - Effects of irradiance on the response of the coral Acropora pulchra and the calcifying alga Hydrolit.pdf,lagoon of the North shore of Moorea,,Richard B. Gump South Pacific Research Station,,,French Polynesia,,,,2,2,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,-17.487250,-149.886930,site_facility_centroid,medium,Lagoon of north Moorea proxied to the Richard B. Gump station / Cook's Bay centroid.,-17.487250,-149.886930,site_facility_centroid,medium,loc_089
deff576c-ed14-48e7-884a-51d6447654a4,Coral_Regeneration_Review_Annual_Review_Marine_Science_10_31_2025.pdf,,,,,,,,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_090
bcc5b4a2-3f38-42ed-8309-63964483f263,Cunning et al. - 2018 - Comparative analysis of the Pocillopora damicornis genome highlights role of immune system in coral.pdf,"Saboga Is., Panama",,Saboga Is.,,,Panama,eastern tropical Pacific,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,8.626667,-79.061111,island_centroid,medium,Saboga Island centroid used for the Panama collection locality.,8.626667,-79.061111,island_centroid,medium,loc_091
2f44d6fc-1aa4-4747-a000-1c5be042d723,D’Angelo et al. - 2012 - Locally accelerated growth is part of the innate immune response and repair mechanisms in reef-build.pdf,experimental mesocosm of the Coral Reef Laboratory of the NOCS,,Coral Reef Laboratory of the NOCS,,,UK,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,50.895,-1.395,town_or_lab_centroid,medium,"Coral Reef Laboratory of the NOCS, Southampton lab centroid.",50.895,-1.395,town_or_lab_centroid,medium,loc_092
83a15da3-d64e-494a-94ee-a253c2392c96,"Da Silveira and Van’T Hof - 1977 - Regeneration in the Gorgonian Plexura Flexuosa (Cnidaria, Octocorallia).pdf",shallow reaf platform of the Southwest coast of Curaçao,,,,,Netherlands Antilles,,,,4,6,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,12.13,-69.13,coast_or_region_centroid,low,Broad southwest-coast Curaçao reef platform; exact site not named.,12.13,-69.13,coast_or_region_centroid,low,loc_093
a1481487-85d7-43d6-9260-5bdb0970ebdd,"Diaz-Pulido et al. - 2009 - Doom and Boom on a Resilient Reef Climate Change, Algal Overgrowth and Coral Recovery.pdf","inshore reefs of the Keppel Islands, southern Great Barrier Reef",,"Middle Island, Halfway Island, North Keppel Island, Barren Island",,,Australia,Great Barrier Reef,-23.163267,151.091783,4,7,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-23.163267,151.091783,reported_exact,high,loc_094
c6b2ff5b-0225-4b9a-92e7-8dfa6a6debeb,Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,,,,,,,eastern Pacific,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_095
d9c94f19-8bd1-4d12-b7e2-d2962add9961,Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,56 reefs on the outer shelf of the Red Sea along a 1300 km stretch of Saudi Arabia,,,,,Saudi Arabia,Red Sea,,,10,10,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge [coordinate cleanup: partial one-sided coordinate removed from decimal columns],21.714335,38.964365,coast_or_region_centroid,low,"56 reefs across a 1300 km stretch of Saudi Arabia; a single point would be misleading, so approximate coordinates were left blank. Regional centroid for the Red Sea coast of Saudi Arabia; retained as a very broad proxy for the 56-reef outer-shelf survey.",21.714335,38.964365,coast_or_region_centroid,low,loc_096
da92c7b5-90a6-48e9-a3d2-259a6f48a6ad,Han et al. - 2025 - In-depth single-cell transcriptomic exploration of the regenerative dynamics in stony coral.pdf,Xisha Islands,,,,,China,,17.166667,113.000000,5,10,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,17.166667,113.000000,reported_exact,high,loc_097
cb1f9bbe-6aa5-4797-9d01-731edf7e49f6,Henry and Hart - 2005 - Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review.pdf,,,,,,,,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_098
586216bb-828d-498e-b006-03caade92e8c,Jayewardene and Birkeland - 2006 - Fish predation on Hawaiian corals.pdf,main Hawaiian Islands,,,,,USA,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,20.525000,-157.300000,study_extent_midpoint,low,Main Hawaiian Islands is the only locality given; the paper does not isolate a single reef or island for an approximate point. Archipelago-level centroid for the Main Hawaiian Islands based on the island-chain span; broad multi-island proxy.,20.525000,-157.300000,study_extent_midpoint,low,loc_099
25b69d4e-602d-40e8-93a0-17ae973a2af5,Jones and Barott - 2025 - Evidence of rare occurrences of the Phoenix effect in the Hawaiian corals Porites compressa a.pdf,"Kāne’ohe Bay, Hawai’i",,"patch reef 4, patch reef 13",,,USA,Kāne’ohe Bay,21.450900,-157.795400,1,2,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,21.450900,-157.795400,reported_exact,high,loc_100
bc157775-6a45-4c5c-a760-6d3550b31229,Kersting and Linares - 2019 - Living evidence of a fossil survival strategy raises hope for warming-affected corals.pdf,Columbretes Islands Marine Reserve,,Illa Grossa Bay,,,Spain,Mediterranean Sea,39.897083,0.686900,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,39.897083,0.686900,reported_exact,high,loc_101
716978e8-7256-4c47-9ccf-35ff6c3ed3cc,Kokita and Nakazono - 2001 - Rapid response of an obligately corallivorous filefish Oxymonacanthus longirostris (Monacanthidae) t.pdf,"fringing reef of Bise, off the northwest coast of Okinawa Island, southern Japan",,Bise,,,Japan,,26.700000,127.866667,2,3,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,26.700000,127.866667,reported_exact,high,loc_102
f4fefc50-aaa5-4724-8463-16f6f62dcb9f,Leuzinger et al. - 2012 - Energy allocation in a reef coral under varying resource availability.pdf,"Pioneer Bay, adjacent to Orpheus Island, Great Barrier Reef",,Pioneer Bay,,,Australia,Great Barrier Reef,-188350.000000,1468200.000000,,3,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-188350.000000,1468200.000000,reported_exact,high,loc_103
bbeda1b0-0f29-4d5b-aca5-7a930eb1be76,Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,"Northern Beach in Eilat, Israel",,Northern Beach,,,Israel,Gulf of Eilat,29.543012,34.973578,9,11,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,29.543012,34.973578,reported_exact,high,loc_104
bf7c803e-e2d9-4ba0-9d47-d645896f4be4,Levanoni et al. - 2024 - Coral Tissue Regeneration and Growth Is Associated with the Presence of Stem-like Cells.pdf,"Northern Beach in Eilat, Israel",,Northern Beach,,,Israel,Gulf of Eilat,29.543012,34.973578,9,11,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,29.543012,34.973578,reported_exact,high,loc_105
3077a17c-6c27-4f2e-9b9c-6efea0b17328,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,"Luminao reef flat and Asan Beach National Park, western coast of Guam",,"Luminao reef flat, Asan Beach National Park",,,Guam,,,,2,2,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,13.470050,144.679820,study_extent_midpoint,medium,Midpoint of Luminao reef flat and Asan Beach National Park on western Guam.,13.470050,144.679820,study_extent_midpoint,medium,loc_106
d3d8c44a-eb30-458a-9f59-d93894d9305b,"Lock - Quantifying physiological responses to physical injury in Porites lobata, using a transcriptomic app.pdf","Luminao reef flat and Asan Beach National Park, western coast of Guam",,"Luminao reef flat, Asan Beach National Park",,,Guam,,,,2,2,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,13.470050,144.679820,study_extent_midpoint,medium,Midpoint of Luminao reef flat and Asan Beach National Park on western Guam.,13.470050,144.679820,study_extent_midpoint,medium,loc_107
9189fc2a-add9-4066-aebe-ad7bfaa7973b,Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,Búzios Island,,Búzios Island,,,Brazil,Southwestern Atlantic,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,-23.815179,-45.532619,island_centroid,medium,Búzios Island centroid used for the Brazil collection locality.,-23.815179,-45.532619,island_centroid,medium,loc_108
6627c0f6-ee21-4eef-9651-e3312a7695dc,"Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf","Pelorus Island, Great Barrier Reef Marine Park Zoning",,Pelorus Island,,,Australia,Great Barrier Reef,-18.552950,146.488350,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-18.552950,146.488350,reported_exact,high,loc_109
66c25dd3-3ef3-4d36-9930-e9b3e852913d,Madeira et al. - 2022 - Does Predation Exacerbate the Risk of Endosymbiont Loss in Heat Stressed Hermatypic Corals Molecula.pdf,Oceanário de Lisboa,,Oceanário de Lisboa,,,Portugal,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,38.763503,-9.093783,site_facility_centroid,high,"Oceanário de Lisboa, Doca dos Olivais, Parque das Nações, Lisbon; used the aquarium location as the study-site proxy for captive corals.",38.763503,-9.093783,site_facility_centroid,high,loc_110
9a245adb-106c-490c-947c-09299931b851,Maher et al. - 2019 - Multiple stressors interact primarily through antagonism to drive changes in the coral microbiome.pdf,"Mo'orea north shore fore reef; University of California Gump Research Station, Mo'orea",,Gump Research Station,,,French Polynesia,,-17.490567,-149.826417,3,4,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-17.490567,-149.826417,reported_exact,high,loc_111
e957b976-8e47-418c-be44-723926e87225,"Meszaros and Bigger - 1999 - Qualitative and Quantitative Study of Wound Healing Processes in the Coelenterate,Plexaurella fusife.pdf","Tavernier, FL, 150-200 m offshore",,Tavernier,,,USA,,,,3,3,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,25.00729,-80.519585,town_or_lab_centroid,medium,Tavernier offshore collection locality; town centroid used because the study is 150-200 m offshore.,25.00729,-80.519585,town_or_lab_centroid,medium,loc_112
d09112aa-142c-46bf-bddf-1e2fd6d45003,Moses and Hallock - 2015 - Coral Regeneration Assay.pdf,,,,,,,,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_113
86b70912-c65a-4dfd-8cdc-211d14ecd270,Oren et al. - 1997 - Oriented intra-colonial transport of 14C labeled materials during coral regeneration.pdf,Eilat,,,,,Israel,Red Sea,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,29.500000,34.916667,town_or_lab_centroid,medium,Only Eilat was specified; used the Eilat marine-lab / north-beach reef area as the proxy point.,29.500000,34.916667,town_or_lab_centroid,medium,loc_114
dde2eb4e-630f-4dd2-a809-c749772d9523,"Oren et al. - 1998 - Prudent sessile feeding by the corallivore snail, Coralliophila violacea on coral energy sinks.pdf",Eilat,,Marine Biology Laboratory,,,Israel,"Gulf of Eilat, Red Sea",,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,29.500000,34.916667,site_facility_centroid,high,"Marine Biology Laboratory, Eilat; used the lab-adjacent reef area as the proxy point.",29.500000,34.916667,site_facility_centroid,high,loc_115
2e735d26-55d4-4833-a8a9-56496e2d0d3c,Palmer et al. - 2011 - Corals Use Similar Immune Cells and Wound-Healing Processes as Those of Higher Organisms.pdf,"Pioneer Bay at Orpheus Island, Great Barrier Reef (GBR)",,Pioneer Bay,,,Australia,Great Barrier Reef,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,-18.583333,146.333333,bay_centroid,high,Pioneer Bay on Orpheus Island is the named field site; this uses the bay centroid.,-18.583333,146.333333,bay_centroid,high,loc_116
b2fc2ce3-e11e-4453-a3be-0df3d15d5454,Paradis et al. - 2019 - Compound effects of thermal stress and tissue abrasion on photosynthesis and respiration in the reef.pdf,"Smithsonian Marine Station (SMS), Fort Pierce, Florida; Coral Restoration Foundation (CRF) offshore nurseries, Key Largo, Florida",,Smithsonian Marine Station; Coral Restoration Foundation nurseries,,,USA,,,,6,10,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,26.266615,-80.386443,study_extent_midpoint,low,Study spans Smithsonian Marine Station in Fort Pierce and Coral Restoration Foundation nurseries near Key Largo; a single centroid would obscure the two distinct localities. Midpoint proxy between Smithsonian Marine Station at Fort Pierce and Coral Restoration Foundation nurseries near Key Largo.,26.266615,-80.386443,study_extent_midpoint,low,loc_117
2eab453f-4b4d-4f55-9502-32cb410dbaad,Pavia Jr and Estacion - 2019 - Survival and Growth of Isolated Polyps of Galaxea fascicularis (Linnaeus 1767) on Six Kinds of Cultu.pdf,"Dumaguete, Central Philippines",,,,,Philippines,,,,1,2,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,9.306460,123.307690,town_or_lab_centroid,high,Dumaguete city-centroid proxy for the laboratory locality in Central Philippines.,9.306460,123.307690,town_or_lab_centroid,high,loc_118
df211e9f-33ed-4631-b952-6d5cf48724c8,Pisapia et al. - 2016 - Temporal consistency in background mortality of four dominant coral taxa along Australia’s Great Bar.pdf,Great Barrier Reef,,27 sites within nine mid-shelf reefs,,,Australia,Great Barrier Reef,-23.450000,155.916667,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-23.450000,155.916667,reported_exact,high,loc_119
f03ad219-9305-4be5-87b2-05d117103745,Rapuano et al. - 2023 - Coming of age Annual onset of coral reproduction is determined by age rather than size.pdf,"Eilat coral Reef, Gulf of Aqaba/Eilat, Northern Red Sea",,Eilat coral Reef,,,Israel,"Gulf of Aqaba, Red Sea",29.501639,34.917139,0,15,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,29.501639,34.917139,reported_exact,high,loc_120
3c3ec990-34c7-4bdb-bb49-e8d31bf6c201,Renegar et al. - Coral Ultrastructural Response to Elevated pCO2 and Nutrients During Tissue Repair and Regeneration.pdf,,,,,,,,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_121
