candidate_id,source_id,response_type,paper_title,local_relpath,covariate,tier,domain,recommended_grain,evidence_source,candidate_rank,candidate_text,existing_value,target_status,needs_pdf_verification
cand_001045,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,3,laboratory where all were frozen at -20°C.,field,existing_model_covariate,1
cand_001046,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,1,lected from 1.5 to 3 m depth at each reef in late 1988 tion in these parameters was evaluated by repeated-,3.25,existing_model_covariate,1
cand_001047,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,2,"divers at 1.5 to 6 m depth using a hammer and chisel, traps per reef (Cortks & Risk 1985).",3.25,existing_model_covariate,1
cand_001048,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,3,Surface 20 cm above the bottom at 1 to 3 m depth.,3.25,existing_model_covariate,1
cand_001049,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,1,Wahle 1983).Injuries expose the coral skeleton which patterns of sedimentation and petroleum contamina-,,pdf_text_candidate,1
cand_001050,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,2,"December 1988 and June 1990, an unestimated Sedimentation.",,pdf_text_candidate,1
cand_001051,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,3,Corals were collected by pended sediments were sampled using 6 sediment,,pdf_text_candidate,1
cand_001052,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",algal_competition,2,biotic_context,treatment_or_observation,pdf_text_regex,1,is soon colonized and overgrown by algae and other tion.,,pdf_text_candidate,1
cand_001053,6a14a9e9-da4e-425f-bf9d-59fa573487e1,growth,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",algal_competition,2,biotic_context,treatment_or_observation,pdf_text_regex,2,algae that characteristically settle within a few days of,,pdf_text_candidate,1
cand_001054,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,pdf_text_regex,1,535-792 'host' species and lesion size.,570,existing_source_covariate,1
cand_001055,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,pdf_text_regex,2,separate subsamples of the homogenized tissues were injury of 5.7 cm2 was inflicted on each colony by blast-,570,existing_source_covariate,1
cand_001056,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,1,"divers at 1.5 to 6 m depth using a hammer and chisel, traps per reef (Cortks & Risk 1985).",blasting,existing_source_covariate,1
cand_001057,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,2,"were thawed, and tissue was scraped from the skele- suspended sediments.",blasting,existing_source_covariate,1
cand_001058,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,3,tons with clean stainless steel scalpels.,blasting,existing_source_covariate,1
cand_001059,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",temperature_c,1,environment,treatment_or_source,pdf_text_regex,1,"385-388 C D , Gonzalez, C., Guzmdn, H M , Kaufmann, K.",,pdf_text_candidate,1
cand_001060,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",colony_size_value,1,intrinsic_state,observation_or_treatment,pdf_text_regex,1,Tissue Colony diameter was 20 to 25 cm for Porites astreoides,<30,existing_source_covariate,1
cand_001061,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",monitoring_duration_days,1,study_design,source_or_treatment,pdf_text_regex,1,"were observed over the reefs when the hydrocarbon cooled, and reweighed to the nearest 0.01 mg.",,pdf_text_candidate,1
cand_001062,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",monitoring_duration_days,1,study_design,source_or_treatment,pdf_text_regex,2,reefs was as great after 5 yr as a few months after the,,pdf_text_candidate,1
cand_001063,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",monitoring_duration_days,1,study_design,source_or_treatment,pdf_text_regex,3,Months After Spill hydrocarbon concentrations with coral injuries.,,pdf_text_candidate,1
cand_001064,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,1,"the concentration of hydrocarbons in tissues (n = 8 , r =",5 to 9 colonies per species per reef depending on the specific experiment,existing_source_covariate,1
cand_001065,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,2,"12, r =-0.13, p = 0.7; and n = 8, r =-0.14, p = 0.7",5 to 9 colonies per species per reef depending on the specific experiment,existing_source_covariate,1
cand_001066,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,3,"of hydrocarbons in coral tissues in 1986 (n = 8, r = 190 000 and 13 400 l g g - ' UVF at 0 to 2 a n d 18 to 20 cm",5 to 9 colonies per species per reef depending on the specific experiment,existing_source_covariate,1
cand_001067,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",variance_type,1,response_value,observation,pdf_text_regex,1,Mean (SD)oil content (pg oil g-' dry wt) in coral reef,SD,existing_response_extraction,1
cand_001068,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",variance_type,1,response_value,observation,pdf_text_regex,2,Yearly average (+SE) of resuspended and suspended,SD,existing_response_extraction,1
cand_001069,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",variance_type,1,response_value,observation,pdf_text_regex,3,Changes through time in the percentage (+ SE) of,SD,existing_response_extraction,1
cand_001070,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,1,"storage tank into Bahia Las Minas on the central (LRE2), Galeta Channel (GALC)], 2 moderately oiled",field,existing_model_covariate,1
cand_001071,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,2,a storage tank at an electrical generating station about October 1987 until December 1991 on all reefs but,field,existing_model_covariate,1
cand_001072,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,3,laboratory where all were frozen at -20°C.,field,existing_model_covariate,1
cand_001073,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,1,lected from 1.5 to 3 m depth at each reef in late 1988 tion in these parameters was evaluated by repeated-,3.25,existing_model_covariate,1
cand_001074,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,2,"divers at 1.5 to 6 m depth using a hammer and chisel, traps per reef (Cortks & Risk 1985).",3.25,existing_model_covariate,1
cand_001075,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,3,Surface 20 cm above the bottom at 1 to 3 m depth.,3.25,existing_model_covariate,1
cand_001076,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,1,Wahle 1983).Injuries expose the coral skeleton which patterns of sedimentation and petroleum contamina-,,pdf_text_candidate,1
cand_001077,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,2,"December 1988 and June 1990, an unestimated Sedimentation.",,pdf_text_candidate,1
cand_001078,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,3,Corals were collected by pended sediments were sampled using 6 sediment,,pdf_text_candidate,1
cand_001079,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",algal_competition,2,biotic_context,treatment_or_observation,pdf_text_regex,1,is soon colonized and overgrown by algae and other tion.,,pdf_text_candidate,1
cand_001080,6a14a9e9-da4e-425f-bf9d-59fa573487e1,rate,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",algal_competition,2,biotic_context,treatment_or_observation,pdf_text_regex,2,algae that characteristically settle within a few days of,,pdf_text_candidate,1
cand_001081,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,pdf_text_regex,1,535-792 'host' species and lesion size.,570,existing_source_covariate,1
cand_001082,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,pdf_text_regex,2,separate subsamples of the homogenized tissues were injury of 5.7 cm2 was inflicted on each colony by blast-,570,existing_source_covariate,1
cand_001083,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,1,"divers at 1.5 to 6 m depth using a hammer and chisel, traps per reef (Cortks & Risk 1985).",blasting,existing_source_covariate,1
cand_001084,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,2,"were thawed, and tissue was scraped from the skele- suspended sediments.",blasting,existing_source_covariate,1
cand_001085,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,3,tons with clean stainless steel scalpels.,blasting,existing_source_covariate,1
cand_001086,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",temperature_c,1,environment,treatment_or_source,pdf_text_regex,1,"385-388 C D , Gonzalez, C., Guzmdn, H M , Kaufmann, K.",,pdf_text_candidate,1
cand_001087,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",colony_size_value,1,intrinsic_state,observation_or_treatment,pdf_text_regex,1,Tissue Colony diameter was 20 to 25 cm for Porites astreoides,<30,existing_source_covariate,1
cand_001088,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",monitoring_duration_days,1,study_design,source_or_treatment,pdf_text_regex,1,"were observed over the reefs when the hydrocarbon cooled, and reweighed to the nearest 0.01 mg.",,pdf_text_candidate,1
cand_001089,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",monitoring_duration_days,1,study_design,source_or_treatment,pdf_text_regex,2,reefs was as great after 5 yr as a few months after the,,pdf_text_candidate,1
cand_001090,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",monitoring_duration_days,1,study_design,source_or_treatment,pdf_text_regex,3,Months After Spill hydrocarbon concentrations with coral injuries.,,pdf_text_candidate,1
cand_001091,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,1,"the concentration of hydrocarbons in tissues (n = 8 , r =",5 to 9 colonies per species per reef depending on the specific experiment,existing_source_covariate,1
cand_001092,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,2,"12, r =-0.13, p = 0.7; and n = 8, r =-0.14, p = 0.7",5 to 9 colonies per species per reef depending on the specific experiment,existing_source_covariate,1
cand_001093,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,3,"of hydrocarbons in coral tissues in 1986 (n = 8, r = 190 000 and 13 400 l g g - ' UVF at 0 to 2 a n d 18 to 20 cm",5 to 9 colonies per species per reef depending on the specific experiment,existing_source_covariate,1
cand_001094,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",variance_type,1,response_value,observation,pdf_text_regex,1,Mean (SD)oil content (pg oil g-' dry wt) in coral reef,,pdf_text_candidate,1
cand_001095,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",variance_type,1,response_value,observation,pdf_text_regex,2,Yearly average (+SE) of resuspended and suspended,,pdf_text_candidate,1
cand_001096,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",variance_type,1,response_value,observation,pdf_text_regex,3,Changes through time in the percentage (+ SE) of,,pdf_text_candidate,1
cand_001097,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,1,"storage tank into Bahia Las Minas on the central (LRE2), Galeta Channel (GALC)], 2 moderately oiled",field,existing_model_covariate,1
cand_001098,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,2,a storage tank at an electrical generating station about October 1987 until December 1991 on all reefs but,field,existing_model_covariate,1
cand_001099,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,3,laboratory where all were frozen at -20°C.,field,existing_model_covariate,1
cand_001100,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,1,lected from 1.5 to 3 m depth at each reef in late 1988 tion in these parameters was evaluated by repeated-,3.25,existing_model_covariate,1
cand_001101,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,2,"divers at 1.5 to 6 m depth using a hammer and chisel, traps per reef (Cortks & Risk 1985).",3.25,existing_model_covariate,1
cand_001102,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,3,Surface 20 cm above the bottom at 1 to 3 m depth.,3.25,existing_model_covariate,1
cand_001103,6a14a9e9-da4e-425f-bf9d-59fa573487e1,survival,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf","literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,1,Wahle 1983).Injuries expose the coral skeleton which patterns of sedimentation and petroleum contamina-,,pdf_text_candidate,1
