source_id,response_type,paper_title,local_relpath,covariate,tier,domain,recommended_grain,expected_accessibility,current_schema_status,target_status,existing_value,existing_source,pdf_candidate_count,needs_pdf_verification,needs_notebooklm_check,notes
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,tissue_skeleton_involvement,1,wound_design,treatment,high,present_as_lesion_type_source_level,existing_model_covariate,tissue_and_skeleton,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,1,"Distinguish tissue-only, tissue+skeleton, fragmentation, partial mortality."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,temperature_c,1,environment,treatment_or_source,high,present_source_level,not_extracted,,,0,0,1,Separate static lab treatments from field temperatures and seasonal ranges.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,temperature_regime,1,environment,treatment_or_source,high,partial_in_temp_manip,pdf_text_candidate,,,1,1,1,Needed for warming/bleaching studies.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,colony_size_value,1,intrinsic_state,observation_or_treatment,high,present_as_colony_size_cm_source_level,pdf_text_candidate,,,1,1,1,Do not force all metrics into cm without preserving metric type.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,colony_size_metric,1,intrinsic_state,observation_or_treatment,high,absent,not_extracted,,,0,0,1,"Diameter, area, volume, buoyant mass, fragment length, nubbin height."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,monitoring_duration_days,1,study_design,source_or_treatment,high,absent,pdf_text_candidate,,,2,1,1,Required for initial/final and rate conversions.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,timepoint_days,1,response_timing,observation,high,absent,not_extracted,,,0,0,1,Required for time-series extraction.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,time_interval_days,1,response_timing,observation,high,absent,not_extracted,,,0,0,1,Use when rate is interval-specific.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,sample_size,1,study_design,observation_or_treatment,high,present_source_level,existing_source_covariate,150,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,3,1,1,Keep initial and analyzed n separate.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,variance_type,1,response_value,observation,medium_high,partial_in_rate_layer,pdf_text_candidate,,,2,1,1,Do not assume SE versus SD from figure bars.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,variance_value,1,response_value,observation,medium_high,partial_in_rate_layer,not_extracted,,,0,0,1,Digitization often needed.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,endpoint_definition,1,response_timing,source_or_treatment,high,absent,pdf_text_candidate,,,2,1,1,"Tissue cover, no visible skeleton, full polyp, pigmentation, feeding-capable polyp."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,field_lab_mesocosm,1,study_design,source,high,present_as_study_type,existing_model_covariate,field,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,2,1,1,Current study_type should be standardized into field/lab/mesocosm categories.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,final_wound_area_mm2,2,wound_geometry,observation,medium_low,absent,pdf_text_candidate,,,3,1,1,Often derived from percent healed or digitized figures.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,wound_shape_standard,2,wound_geometry,treatment,high,absent,pdf_text_candidate,,,1,1,1,"Circular, rectangular, square, irregular, wedge, branch-tip."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,wound_perimeter_mm,2,wound_geometry,treatment_or_observation,medium_low,present_source_level_sparse,not_extracted,,,0,0,1,High value where reported; sparse in source-level table.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,perimeter_area_ratio,2,wound_geometry,treatment_or_observation,medium_low,absent,not_extracted,,,0,0,1,Derive only when both perimeter and area are credible.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,lesion_depth_mm,2,wound_design,treatment,medium,present_as_lesion_depth_source_level,existing_source_covariate,3,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,0,1,1,Convert 3 mm drill depth when explicit; flag qualitative scraping.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,lesion_position_standard,2,wound_design,treatment,high,present_source_level,existing_source_covariate,mid-height on the side of each branch,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,0,1,1,"Top, side, base, branch tip, apical, center, underside."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,num_lesions_per_colony,2,wound_design,treatment_or_observation,high,present_source_level,existing_source_covariate,1,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,0,1,1,Separate lesions per colony from colonies per treatment.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,lesion_spacing_cm,2,wound_design,treatment,low_medium,absent,not_extracted,,,0,0,1,Core only for clustered/spaced lesion designs.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,depth_m,2,environment,source_or_treatment,high,present_source_level,existing_model_covariate,1.5,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,1,1,Use treatment-level for depth-gradient studies.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,pH,2,environment,treatment,medium,partial_in_ph_or_pco2,not_extracted,,,0,0,1,Record scale where reported.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,pCO2_uatm,2,environment,treatment,medium,partial_in_ph_or_pco2,pdf_text_candidate,,,2,1,1,Do not conflate pH and pCO2.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,omega_arag,2,environment,treatment,low_medium,absent,not_extracted,,,0,0,1,Useful in acidification studies.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,nutrient_treatment,2,environment,treatment,low_medium,present_source_level,pdf_text_candidate,,,3,1,1,"Separate nitrate, ammonium, phosphate, fish-derived enrichment."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,nutrient_concentration,2,environment,treatment,low_medium,partial_in_nutrient_enrich,not_extracted,,,0,0,1,Needed before comparing nutrient effects.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,light_PAR,2,environment,source_or_treatment,medium,present_source_level,pdf_text_candidate,,,3,1,1,Field PAR and lab photoperiod are not equivalent.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,flow_speed,2,environment,treatment_or_source,medium_low,partial_in_flow_regime,pdf_text_candidate,,,3,1,1,"Record method: clod card, ADCP, flow meter, wave model."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,sedimentation,2,environment,treatment_or_source,medium,present_source_level_sparse,pdf_text_candidate,,,1,1,1,"Sediment trap, turbidity, and visual cover are different metrics."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,symbiotic_state,2,intrinsic_state,treatment_or_observation,medium,present_source_level_sparse,existing_source_covariate,C3 Symbiodinium,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,3,1,1,Critical for Astrangia and bleaching studies.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,symbiont_density,2,intrinsic_state,treatment_or_observation,medium_low,absent,pdf_text_candidate,,,3,1,1,Only extract when assayed or clearly reported.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,bleaching_status,2,biotic_context,treatment_or_source,medium,absent,pdf_text_candidate,,,3,1,1,"Can be stressor, response context, or pre-existing colony condition."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,disease_status,2,biotic_context,treatment_or_source,medium,absent,pdf_text_candidate,,,1,1,1,Separate disease-origin lesions from post-wound infection.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,algal_competition,2,biotic_context,treatment_or_observation,medium,absent,pdf_text_candidate,,,3,1,1,Can be lesion colonization or imposed competition.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,predator_context,2,biotic_context,treatment_or_source,high,absent,not_extracted,,,0,0,1,Distinguish corallivory source from simulated injury method.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,season,2,environment,source_or_treatment,medium,absent,pdf_text_candidate,,,3,1,1,Standardize cautiously.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,genus,3,taxon_trait,taxon_trait_table,high_external,present_model_covariate_layer,existing_model_covariate,Acropora,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,0,0,Parsed from reported taxon and validated through the model covariate layer.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,family,3,taxon_trait,taxon_trait_table,high_external,present_model_covariate_layer,existing_model_covariate,Acroporidae,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,0,0,Populated from the WoRMS-backed taxon trait lookup in the model covariate layer.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,growth_form_standard,3,taxon_trait,taxon_trait_table,high_external,present_model_covariate_layer,existing_model_covariate,branching,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,0,Raw source growth form is standardized in the model covariate layer.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,skeletal_porosity,3,taxon_trait,taxon_trait_table,high_external,partial_model_covariate_layer,not_extracted,,,0,0,0,Conservatively populated only for unambiguous rows; full coverage still needs an external morphology trait lookup.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,life_history_strategy,3,taxon_trait,taxon_trait_table,high_external,absent,not_extracted,,,0,0,0,Use published framework rather than ad hoc paper labels.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,tissue_thickness_mm,3,taxon_trait,taxon_trait_table,medium_external,absent,not_extracted,,,0,0,0,"Likely genus/species averages, not paper-level values."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,growth,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,polyp_or_corallite_size,3,taxon_trait,taxon_trait_table,medium_external,absent,not_extracted,,,0,0,0,Extract from paper only if directly measured.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,taxon_raw,1,taxonomy,observation_or_treatment,high,present_as_species,existing_response_extraction,Acropora muricata,legacy_or_rate_extraction_tables,0,0,1,Keep verbatim taxon string before canonicalization.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,taxon_canonical,1,taxonomy,observation_or_treatment,high,absent,not_extracted,,,0,0,1,Needed as the join key for taxon traits.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,high,present_as_area_mm2_source_level,existing_source_covariate,104,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,3,1,1,Move from source-level multi-value text to treatment/observation rows.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,injury_mechanism_standard,1,wound_design,treatment,high,present_as_lesion_method_source_level,existing_model_covariate,drill_or_grinding,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,1,1,Standardize Dremel/chisel/pliers/Waterpik/bone-cutter/natural scar.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,tissue_skeleton_involvement,1,wound_design,treatment,high,present_as_lesion_type_source_level,existing_model_covariate,tissue_and_skeleton,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,1,"Distinguish tissue-only, tissue+skeleton, fragmentation, partial mortality."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,temperature_c,1,environment,treatment_or_source,high,present_source_level,not_extracted,,,0,0,1,Separate static lab treatments from field temperatures and seasonal ranges.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,temperature_regime,1,environment,treatment_or_source,high,partial_in_temp_manip,pdf_text_candidate,,,1,1,1,Needed for warming/bleaching studies.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,colony_size_value,1,intrinsic_state,observation_or_treatment,high,present_as_colony_size_cm_source_level,pdf_text_candidate,,,1,1,1,Do not force all metrics into cm without preserving metric type.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,colony_size_metric,1,intrinsic_state,observation_or_treatment,high,absent,not_extracted,,,0,0,1,"Diameter, area, volume, buoyant mass, fragment length, nubbin height."
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,monitoring_duration_days,1,study_design,source_or_treatment,high,absent,pdf_text_candidate,,,2,1,1,Required for initial/final and rate conversions.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,timepoint_days,1,response_timing,observation,high,absent,not_extracted,,,0,0,1,Required for time-series extraction.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,time_interval_days,1,response_timing,observation,high,absent,not_extracted,,,0,0,1,Use when rate is interval-specific.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,sample_size,1,study_design,observation_or_treatment,high,present_source_level,existing_response_extraction,23 | 25,legacy_or_rate_extraction_tables,3,0,1,Keep initial and analyzed n separate.
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,rate,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,variance_type,1,response_value,observation,medium_high,partial_in_rate_layer,existing_response_extraction,SD,legacy_or_rate_extraction_tables,2,0,1,Do not assume SE versus SD from figure bars.
