value_key,source_id,paper_title,covariate,value,value_kind,dataset_files,row_count,support_status,token_coverage,numeric_coverage,matched_terms,notebook_content_chars,notebook_content_sha256,note
nlmval_09c1157e7620,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,location_raw,"Richard B. Gump South Pacific Research Station in Moorea, French Polynesia",source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv | notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,3,direct_string_match,1.00,1.00,"Richard B. Gump South Pacific Research Station in Moorea, French Polynesia",78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_e580ad68bcd3,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,longitude_raw,149°49'35.10''W,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,,0.67,149 | 49,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_d471357ab04b,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,num_lesions,1,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,,1.00,1,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_74a8cd8aa273,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,num_lesions_raw,1,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,partial_token_or_numeric_match,,1.00,1,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_1954a1eb2ca2,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,nutrient_enrich,4 µM NO3- or 4 µM NH4+,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,4 µM NO3- or 4 µM NH4+,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_ed52755ee401,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,nutrient_enrichment_raw,4 µM NO3- or 4 µM NH4+,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,4 µM NO3- or 4 µM NH4+,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_6885724a3f10,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,randomization,randomly assigned to treatment tanks; haphazardly moved within the tank every 2 days,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,high_token_match,1.00,1.00,assigned | every | haphazardly | moved | randomly | tank | tanks | treatment | within | 2,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_c997f7727358,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,replication_level,"10 parent colonies; 2 tanks per treatment; 10 nubbins per treatment (5 intact, 5 wounded)",source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,1.00,0.60,colonies | intact | nubbins | parent | tanks | treatment | wounded | 10 | 2 | 5,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_71bb90993d89,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,sample_size,120,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,no_direct_text_match,,0.00,,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,No direct NotebookLM text match; review against the PDF/figure before treating this as an error.
nlmval_d26ec9fa4fb7,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,site,Richard B. Gump South Pacific Research Station,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,Richard B. Gump South Pacific Research Station,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_6b1fd5cb5ae8,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,site_name,Richard B. Gump South Pacific Research Station,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,Richard B. Gump South Pacific Research Station,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_c2217bc87467,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,species,Pocillopora meandrina,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,Pocillopora meandrina,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_9978ae94494d,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,study_type_raw,laboratory,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,no_direct_text_match,0.00,,,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,No direct NotebookLM text match; review against the PDF/figure before treating this as an error.
nlmval_bd1f5b727a14,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,study_year,2016,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,numeric_only_present,,1.00,2016,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_a3d472f9f01a,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,symbiont_status,symbiotic,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,symbiotic,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_b1c6be50cb10,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,symbiont_status_raw,symbiotic,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,symbiotic,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_ab80c5756056,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,taxon_raw,Pocillopora meandrina,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,Pocillopora meandrina,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_8ee1edd69135,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,temp_manip,29,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,numeric_only_present,,1.00,29,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_6ef09e741754,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,temperature_c,26,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,numeric_only_present,,1.00,26,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_8daadefd0222,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,temperature_raw,26,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,numeric_only_present,,1.00,26,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_e906f189d6b6,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,tissue_type,nubbin,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,nubbin,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_af714884dee2,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,tissue_type_raw,nubbin,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,nubbin,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_71c078933c50,0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,water_body,Cook's Bay,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv | notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,3,direct_string_match,1.00,1.00,Cook's Bay,78170,c3e223de932bbc7c22ce3382d3e0c44b8a7cfba2a82bc0df14fd54085b546efd,
nlmval_d07392777faf,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,colony_size_cm,60-710,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,no_direct_text_match,,0.00,,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,No direct NotebookLM text match; review against the PDF/figure before treating this as an error.
nlmval_59b734cd191b,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,country_territory,French Polynesia,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,French Polynesia,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_a5de057558e9,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,depth_max_m,8,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,partial_token_or_numeric_match,,1.00,8,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_e5fdf15c3e7d,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,depth_min_m,8,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,partial_token_or_numeric_match,,1.00,8,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_966582717713,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,growth_form,massive,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,massive,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_29b243b30203,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,lesion_method,thermal stress (1997/1998 ENSO event),source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,high_token_match,1.00,1.00,enso | event | stress | thermal | 1997 | 1998,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_c0a268542cb5,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,lesion_source,natural,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,natural,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_db861b7a840f,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,lesion_type,partial mortality,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,partial mortality,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_f661d50aca49,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,location_raw,"Motu Tivaru, Rangiroa Atoll",source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,high_token_match,1.00,,atoll | motu | rangiroa | tivaru,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_5e56aaa13701,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,randomization,quadrats placed at random on each colony; random quadrat placement within dataset,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,high_token_match,0.88,,colony | dataset | placed | quadrat | quadrats | random | within,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_94350d15ba65,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,rel_wound_size,40-80%,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,partial_token_or_numeric_match,,0.50,40,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_53c6cc651966,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,replication_level,"91 quadrats in 1998, 63 quadrats in 2013, 114 colonies surveyed in 2013, 25 colonies resurveyed",source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,high_token_match,1.00,0.86,colonies | quadrats | resurveyed | surveyed | 114 | 1998 | 2013 | 25 | 63 | 91,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_526c24a12f80,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,sample_size,114,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,numeric_only_present,,1.00,114,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_5e971412af34,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,site_name,Motu Tivaru,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,Motu Tivaru,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_1496f5b94780,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,species,Porites spp.,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,Porites spp.,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_e53f10ad0b28,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,study_year,"1998, 2013",source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,numeric_only_present,,1.00,1998 | 2013,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_c56755a0be86,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,temperature_c,>36,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,numeric_only_present,,1.00,36,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_ae08a6ea493e,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,tissue_type,colony,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,colony,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_d7f6d501c9ca,0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,water_body,lagoon of Rangiroa Atoll,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,lagoon of Rangiroa Atoll,36961,0739d47af607cdc2c4c220eb4f5aab22cb55b50aa519fd53a7dba02c70418474,
nlmval_44505d35e1ba,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,depth_m,0.3,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_278376ea3be8,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,family,Acroporidae,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_f6f0f6999629,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,field_lab_mesocosm,mesocosm,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_a9b5e96dd6d5,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,flow_speed,present_or_manipulated,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_6641868c000d,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,genus,Acropora,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_ed38ce0cdfb1,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,growth_form_standard,branching,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_9dbe58e235f2,12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,tissue_skeleton_involvement,tissue_and_skeleton,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_977b39b3f2b0,12939915-cb9c-4190-9682-7477eb8d2698,,figure_or_table_label,Figures 2A-2F,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,2,partial_token_or_numeric_match,1.00,0.50,figures | 2,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_3e8bf11f3e9d,12939915-cb9c-4190-9682-7477eb8d2698,,figure_or_table_label,Figure 5,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,6,direct_string_match,1.00,1.00,Figure 5,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_bea608d40243,12939915-cb9c-4190-9682-7477eb8d2698,,outcome_type,endpoint_complete_regrowth,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv,1,partial_token_or_numeric_match,0.67,,complete | regrowth,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_fac91105bc79,12939915-cb9c-4190-9682-7477eb8d2698,,outcome_type,linear_extension_endpoint,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv,3,partial_token_or_numeric_match,0.67,,extension | linear,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_ed89f027a84a,12939915-cb9c-4190-9682-7477eb8d2698,,page,7,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,2,partial_token_or_numeric_match,,1.00,7,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_1f1bf4346489,12939915-cb9c-4190-9682-7477eb8d2698,,page,9,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,6,partial_token_or_numeric_match,,1.00,9,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_1e14fec97992,12939915-cb9c-4190-9682-7477eb8d2698,,response_unit,apical tip regrowth,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,2,direct_string_match,1.00,1.00,apical tip regrowth,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_4a924cfe9074,12939915-cb9c-4190-9682-7477eb8d2698,,response_unit,mm apical extension,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,6,high_token_match,1.00,,apical | extension,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_67f55fe4507d,12939915-cb9c-4190-9682-7477eb8d2698,,response_value,complete,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,2,direct_string_match,1.00,1.00,complete,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_fecccb01a18b,12939915-cb9c-4190-9682-7477eb8d2698,,response_value,1.44,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,2,numeric_only_present,,1.00,1.44,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_9cfb770527b3,12939915-cb9c-4190-9682-7477eb8d2698,,response_value,2.2,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,2,numeric_only_present,,1.00,2.2,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
nlmval_3ad145509525,12939915-cb9c-4190-9682-7477eb8d2698,,response_value,0.5,quantitative_extraction_value,data/extraction/all_responses/ALL_RESPONSE_EXISTING_EXTRACTION_ROWS.csv | data/extraction/rate/RATE_EXTRACTED_OBSERVATIONS.csv,2,numeric_only_present,,1.00,0.5,56470,aeda66dc208aa691ecd252e6c901721981836f851160b4946458ae49a919ae55,
