source_id,paper_title,local_relpath,response_types,response_count,workplan_response_rows,source_file_status,pdf_read_status,pdf_page_count,pdf_text_chars,pdf_text_sha256,notebook_present,local_present,extraction_readiness
d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,growth|survival,2,2,available,read_cached,7,39435,336d25e92144ee164581a85b8d9099f888fde0e550353f9ea5667e792368cd82,1,1,needs_digitization
d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,growth|rate,2,2,available,read_cached,5,21038,8039585f6a98edc39307ad76489a90752742992d1e51f02f422b472c7a4ab294,1,1,needs_digitization
d48f4420-bee1-4bd3-95e6-7f646095131b,Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,literature/META_ANALYSIS_POOL/Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,survival,1,1,available,read_cached,9,34992,b7d6e83f68472fd00d6ffeec499f09bb50373a6c3bacc8c971f030a2e8c4fc58,1,1,ready_extract
d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,growth|rate,2,2,available,read_cached,12,30368,9b51415aade054400ef419041146f9216efefb146c5192d035e8b91498006a74,1,1,needs_digitization
d7f996dc-c00b-423c-b424-965cd78f9d1b,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,survival,1,1,available,read_cached,17,97348,d5c4dfbd413884ddf2f34c6882d6e45ef9af3a450b542d08aec88fa53e07fffd,1,1,needs_digitization
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth|rate,2,2,available,read_cached,12,82018,76a1c9cd67f9fccabc753c38ce09ac90bc57cc4df9a9b2c2318ffd7fc2a35d9f,1,1,needs_digitization
dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf","literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",growth|rate,2,2,available,read_cached,7,40229,e73dc6290564a8865802f17a6f398948f384019c2acf750ba123a3392bf1ef87,1,1,needs_digitization
e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,"Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf","literature/META_ANALYSIS_POOL/Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",growth|reproduction|survival,3,3,available,read_cached,17,50299,dd443c5e3847e2ab8df6417788522c94129c639250b24466820bb7e5a456dbac,1,1,ready_extract
e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,1,1,available,read_cached,15,45984,c43a87e02eaecb2878a33de6afb783bdace5b1c33996dc9e21d7a4656a3f92f3,1,1,needs_digitization
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate|survival,2,2,available,read_cached,12,105113,c9c71ed9deeae076efb938a61080e8191836d587ff0c731b17ac3499ce1f2978,1,1,needs_digitization
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth|survival,2,2,available,read_cached,8,45858,5ea1141b86aa88fd859a9182123ad70cecfba423c112c694ec4420d41524f785,1,1,needs_digitization
f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,rate,1,1,available,read_cached,8,42282,11fe52066656129b03f5f69903cdc94103f778a0e67b0cbf17103ad5ee26a37f,1,1,needs_digitization
fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,literature/META_ANALYSIS_POOL/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,rate|reproduction,2,2,available,read_cached,9,57483,39b1cd04e7c8962493caa42c572f3ba9096152fb03578b784e353709c0ae0bce,1,1,ready_extract
