queue_id,digitization_status,source_id,paper_title,response_type,source_file_status,local_relpath,pdf_sha256,pdf_page_count,caption_parse_status,candidate_rank,candidate_score,candidate_type,candidate_label,candidate_page,candidate_text,matched_terms,review_status,selected_for_clipping,reviewer,review_notes,required_clip_naming_rule,required_data_naming_rule
DIG-ad751939-rate,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,2,35,table,Table 3,6,"Table 3). This result may indicate the existence of a Glynn PW (1991) Coral-reef bleaching in the 1980s and pos- bleaching threshold, according to which the colony sible connections with global warming. Trends Ecol Evol regulates its rate of resource allocation. The existence 6:175–179 of colony thresholds that determine resource allocation Glynn PW (1993) Coral-reef bleaching — ecological perspec- and the onset of intra-colonial translocation of these tives. Coral Reefs 12:1–17 Goreau TJ, Macfarlane AH (1990) Reduced growth rate of resources reflects a basic life-preserving strategy and Montastrea annularis following the 1987–1988 coral blea- constitutes one of the most important advantages of ching event. Coral Reefs 8:211–215 clonal and colonial organisms. Based on the known Harrison PL, Wallace CC (1990) Reproduction, dispersal and importance of resource translocation for lesion regen- recruitment of scleractinian corals. In: Dubinski Z (ed) Coral reefs, ecosystems of the world, Vol 25. Elsevier, eration, we suggest that the relatively low recovery Amsterdam, p 133–206 rates characterizing partly bleached colonies com- Hoegh-Guldberg O (1999) Climate change coral bleaching p...",recovery|lesion|rate,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__rate__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-rate,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,3,25,table,Table 1,4,"Table 1. Oculina patagonica. Percentage lesion recovery over RESULTS 45 d of 2 cm2 lesions inflicted on the surface of unbleached (n = 13), partly bleached (30 to 80%) (n = 11) and totally Lesion recovery rates in unbleached versus partly bleached (n = 10) colonies and totally bleached colonies",recovery|lesion,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__rate__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-rate,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,4,20,figure,Fig. 1,2,"Fig. 1. Oculina patagonica. Round tissue lesions on surface transforming percentage data by arcsine√p, a 1-way following predation by polychaete Hermodice carunculata ANOVA was used to test the difference in lesion re- (photograph is 38% actual size) covery between healthy and partly bleached colonies.",lesion|tissue,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__rate__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-rate,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,5,10,figure,Fig. 2C,5,"Fig. 2C), exhibited significantly higher 14C activity colony is presented in left column. L: coral tissue taken from than background levels (LSD p < 0.001). These labelled site; IB: coral tissue from injury border, located 4 to",tissue,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__rate__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-survival,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,1,0,figure,Fig. 1,2,"Fig. 1. Oculina patagonica. Round tissue lesions on surface transforming percentage data by arcsine√p, a 1-way following predation by polychaete Hermodice carunculata ANOVA was used to test the difference in lesion re- (photograph is 38% actual size) covery between healthy and partly bleached colonies.",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__survival__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-survival,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,2,0,table,Table 1,4,"Table 1. Oculina patagonica. Percentage lesion recovery over RESULTS 45 d of 2 cm2 lesions inflicted on the surface of unbleached (n = 13), partly bleached (30 to 80%) (n = 11) and totally Lesion recovery rates in unbleached versus partly bleached (n = 10) colonies and totally bleached colonies",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__survival__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-survival,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,3,0,table,Table 2,4,"Table 2. Oculina patagonica. Average 14C activity (counts min–1 cm–2 ± SD) in coral tissues in partly bleached colonies 14 C translocation during regeneration in healthy (n = 4). Percentage bleaching of each colony is presented in versus bleached colonies left column. L: coral tissue taken from labelled site; BB: coral tissue from border of bleached section, located 4 to 5 cm from labelled area; OB: coral tissue from sites opposite the The 1-way ANOVA with repeated measures showed bleached area, 4 to 5 cm from labelled site. Each tissue sam- no significant difference between sampling Site OI ple was divided into 2 replicates for measurement of 14C activ- (from unbleached colonies and partly bleached ity. Average background activity of tissues = 29 ± 6 counts colonies with > 40% bleaching) and the background min–1 cm–2 (intact control colonies, n = 6). Two tissue samples 14 were taken from the BB and OB areas and divided into C activity (p > 0.05, df = 2, F = 61.82). These results 2 replicates each. Data for L represent range of 14C activity. indicate that partly bleached colonies (percentage Data for BB and OB are for samples with 2 replicates each bleaching > 40%) of Oculina pa...",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__survival__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-survival,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,4,0,figure,Fig. 2C,5,"Fig. 2C), exhibited significantly higher 14C activity colony is presented in left column. L: coral tissue taken from than background levels (LSD p < 0.001). These labelled site; IB: coral tissue from injury border, located 4 to",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__survival__fig-<printed-label>_panel-<panel>.csv
DIG-ad751939-survival,needs_figure_id,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2ba8c3786732a57e3b876e07485ced0c1c41f118b9b454832b8e37b44e4b1d01,7,parsed,5,0,table,Table 1,5,Table 1. Data for L represent range of 14C activity. Data for IB products to recuperating injuries. Tissue samples and OI are for 2 samples with 2 replicates each taken from the borders of the lesions inflicted on the partly bleached colonies (Site IB; Colonies 9 to 13 in Colony % Sampling site,,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/ad751939__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/ad751939__survival__fig-<printed-label>_panel-<panel>.csv
DIG-e2191f69-rate,needs_figure_id,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,60df3fac2c8469ff407083916fdda38d184afacc13b2d48131161b22a60b3716,15,parsed,1,35,figure,Fig. 1,6,"Fig. 1. A photographic series showing the recovery of the tissue and scraping injuries inflicted on Porites over time, (where a 5 tissue injury and b 5 scraping injury). A, Infliction of the injury in August. B, Recovery of injuries after 71 days. Note that the scraping injury has nearly completely regenerated while the unrepaired section of both injuries is overgrown with algae. C, Complete recovery of the scraping injury and partial recovery of the tissue injury. D, The tissue injury is still only partially recovered after 215 days. Scale bar 5 1 cm.",recovery|tissue|time,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/e2191f69__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/e2191f69__rate__fig-<printed-label>_panel-<panel>.csv
DIG-e2191f69-rate,needs_figure_id,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,60df3fac2c8469ff407083916fdda38d184afacc13b2d48131161b22a60b3716,15,parsed,2,25,figure,Fig. 2,8,"Fig. 2. The amount of regeneration of a central and edge injury for several common reef crest species over 71 days. The error bars are one standard error. smooth band of tissue and skeleton which enveloped the injury and grew over the colonising algae. Polyps were than produced along the margin of the band that was closest to the uninjured tissue. In contrast, rather then producing a smooth band, the massive species (Porites lichen, P. mayeri and G. retiformis) and Pocillopora damicornis produced new polyps directly around the margin of the injury.",regeneration|tissue,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/e2191f69__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/e2191f69__rate__fig-<printed-label>_panel-<panel>.csv
DIG-e2191f69-rate,needs_figure_id,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,60df3fac2c8469ff407083916fdda38d184afacc13b2d48131161b22a60b3716,15,parsed,3,25,figure,Fig. 3,9,Fig. 3. Percentage of injury regeneration over time for P. australiensis and A. cytherea. The error bars are one standard error.,regeneration|time,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/e2191f69__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/e2191f69__rate__fig-<printed-label>_panel-<panel>.csv
DIG-e2191f69-rate,needs_figure_id,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,60df3fac2c8469ff407083916fdda38d184afacc13b2d48131161b22a60b3716,15,parsed,4,25,table,Table 4,10,Table 4 (a) Linear extension of new growth for the two injury types (tissue removal and branch removal) inflicted on A. millepora and A. gemmifera in experiment 2b (mean6one standard error). (b) Injury size and regeneration (percent of injury recovered) for the three injury types inflicted on A. millepora and A. gemmifera in experirnent 2b (mean6one standard error). (Number of colonies 5 8 and 10 for A. gemmifera and A. millepora respectively) (a) Injury type A. gemmifera A. millepora Regeneration Statistic Regeneration Statistic Linear extension of tissue (mm) 3.1960.86 KW 5 14.4 4.360.31 KW 5 11.3 Linear extension of branch (mm) 0.2560.13 P 5 0.0001 0.5560.12 P 5 0.0008,regeneration|tissue,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/e2191f69__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/e2191f69__rate__fig-<printed-label>_panel-<panel>.csv
DIG-e2191f69-rate,needs_figure_id,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,60df3fac2c8469ff407083916fdda38d184afacc13b2d48131161b22a60b3716,15,parsed,5,15,table,Table 1,4,"Table 1 A list of studies showing the places and scleractinian corals for which experimental studies on injury and regeneration have been conducted Species Reference Carribbean Acropora palmata Bak, 1983; Meesters et al., 1993; Meesters and Bak, 1995 Montastrea annularis Bak et al., 1977; Meesters et al., 1993, 1994 Van Veghel and Bak, 1994 Meandrina meandrites Meesters and Bak, 1993 Porties asteroides Bak and Steward-Van Es, 1980; Meesters et al., 1993 Agaricia agaricites Bak et al., 1977; Bak and Steward-Van Es, 1980 Siderastrea siderea, Diploria strigosa Meesters et al., 1993",regeneration,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/e2191f69__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/e2191f69__rate__fig-<printed-label>_panel-<panel>.csv
DIG-b9536b7f-rate,needs_figure_id,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,7699130874ecf1ca00ceadb5707ad11ed1ba29dd51c24929e93dde27ebebee49,15,parsed,1,45,figure,Fig. 2,8,"Fig. 2.. This was in marked contrast to the recovery of tissue and breakage injuries where less than 40% of the injured area was regenerated ŽFig. 2.. However, although the regrowth of lost polyps was slow for breakage injuries, most of the section of the colony that was damaged as a result of breakage was rapidly sealed over within 12 days. For breakage injuries, the amount of recovery was approximately twice as high for M. tuberculosa as A. hyacinthus ŽFig. 2.. The overall amount of recovery of all injuries types was much greater in the first 12 days as compared to the second 12 days ŽWithin Subject Effects for census, Table 1, Fig. 2.. This pattern of regeneration among censuses was consistent for species but not injury types ŽWithin Subject Effects, Table 1.. For injury types, the amount of recovery between censuses was approximately 1.2–1.5 times greater for tissue injuries and breakage as compared to scraping injuries ŽFig. 2..",regeneration|recovery|tissue|area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/b9536b7f__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/b9536b7f__rate__fig-<printed-label>_panel-<panel>.csv
DIG-b9536b7f-rate,needs_figure_id,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,7699130874ecf1ca00ceadb5707ad11ed1ba29dd51c24929e93dde27ebebee49,15,parsed,2,35,table,Table 3,10,"Table 3 The zone of tissue available for regeneration""1 SE for each injury type and species, and the results of the t-test analysing differences between species in the amount of tissue available for regeneration for each injury type Injury type Zone of regeneration Species T-test A. hyacinthus M. tuberculosa Statistic Ž df ., P Tissue Perimeter of injury Žcm. 6.00""0.21 6.19""0.54 0.72 Ž18., 0.481 Scrape Area of injury Žcm2 . 3.23""0.10 1.00""0.00 0.47 Ž17., 0.642 Break Area at base of break Žcm2 . 0.45""0.08 1.66""0.26 16.13 Ž17., 0.000",regeneration|tissue|area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/b9536b7f__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/b9536b7f__rate__fig-<printed-label>_panel-<panel>.csv
DIG-b9536b7f-rate,needs_figure_id,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,7699130874ecf1ca00ceadb5707ad11ed1ba29dd51c24929e93dde27ebebee49,15,parsed,3,35,table,Table 4,11,"Table 4.. Thus, this result suggests that the recovery of breakage injuries is similar among species providing the area available for regeneration is the same. 4. Discussion",regeneration|recovery|area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/b9536b7f__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/b9536b7f__rate__fig-<printed-label>_panel-<panel>.csv
DIG-b9536b7f-rate,needs_figure_id,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,7699130874ecf1ca00ceadb5707ad11ed1ba29dd51c24929e93dde27ebebee49,15,parsed,4,25,figure,Fig. 1,5,"Fig. 1. Photographs of the different injury types for A. hyacinthus Žtop row. and M. tuberculosa Žbottom row.. Ža. The size of the injury is outlined in white, and Žb. zone of tissue available for regeneration is outlined in white with the respective areas shaded in grey. For scale, the side of the box s1.8 cm.",regeneration|tissue,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/b9536b7f__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/b9536b7f__rate__fig-<printed-label>_panel-<panel>.csv
DIG-b9536b7f-rate,needs_figure_id,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,7699130874ecf1ca00ceadb5707ad11ed1ba29dd51c24929e93dde27ebebee49,15,parsed,5,25,table,Table 1,7,"Table 1 Summary of the repeated measures ANOVA testing for differences in regeneration between species and injury types ŽBetween Subject Effects. and how these patterns change between censuses ŽWithin Subject Effects. Source of variation df Type III SS Mean square F-ratio Probability Between Subject Effects Species 1 0.041 0.041 2.58 0.115 Injury Type 2 2.177 1.088 68.86 0.000 Species)Injury Type 2 0.132 0.066 4.19 0.021 Error 47 0.743 0.016 Tukey’s Test A. hyacinthus scrape, M. tuberculosa scrape, M. tuberculosa break, M. tuberculosa tissue, A. hyacinthus tissue, A. hyacinthus break",regeneration|tissue,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/b9536b7f__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/b9536b7f__rate__fig-<printed-label>_panel-<panel>.csv
DIG-33b7b9b2-rate,needs_figure_id,33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,d7fbcfa97e20aa6b12eb3662d11895aa206407666f8c00e658d78dfb3a8504fb,7,parsed,1,25,figure,Fig. 1,3,Fig. 1. Lesion recovery of representative Porites porites and P. astreoides after 10 days under 2 pH conditions (C-8.1 and L-7.6) and for 2 fragment sizes (1 × 1 cm and 5 × 5 cm).,recovery|lesion,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-33b7b9b2-rate,needs_figure_id,33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,d7fbcfa97e20aa6b12eb3662d11895aa206407666f8c00e658d78dfb3a8504fb,7,parsed,2,25,figure,Fig. 2,4,"Fig. 2. Average percent lesion recovery (mean ± SEM, n = 9) after 10 days for (A) Porites porites and (B) P. astreoides in low (L-7.6) and control (C-8.1) pH and two fragment sizes (1 × 1 cm and 5 × 5 cm).",recovery|lesion,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-33b7b9b2-rate,needs_figure_id,33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,d7fbcfa97e20aa6b12eb3662d11895aa206407666f8c00e658d78dfb3a8504fb,7,parsed,3,10,figure,Fig. 3,4,"Fig. 3. Zooxanthellae cell/surface area (mean ± SEM, n = 7) for (A) Porites porites and (B) P. astreoides in low (L-7.6) and control (C-8.1) pH and two fragment sizes (1 × 1 cm and 5 × 5 cm).",area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-33b7b9b2-rate,needs_figure_id,33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,d7fbcfa97e20aa6b12eb3662d11895aa206407666f8c00e658d78dfb3a8504fb,7,parsed,4,10,figure,Fig. 5,5,"Fig. 5. Protein/surface area (mean ± SEM, n = 7) for (A) Porites porites and (B) P. astreoides in low (L-7.6) and control (C-8.1) pH and two fragment sizes (1 × 1 cm and 5 × 5 cm).",area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-33b7b9b2-rate,needs_figure_id,33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,d7fbcfa97e20aa6b12eb3662d11895aa206407666f8c00e658d78dfb3a8504fb,7,parsed,5,0,figure,Fig. 4,5,"Fig. 4. Chlorophyll a/zooxanthellae cell (mean ± SEM, n = 7) for (A) Porites porites and (B) P. astreoides in low (L-7.6) and control (C-8.1) pH and two fragment sizes (1 × 1 cm and 5 × 5 cm).",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/33b7b9b2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-2b8676ad-growth,needs_figure_id,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,1cc24104a68e64c296bee5ac19098ce87b4ec3220194033a085af6665b24e654,136,parsed,1,35,table,Table 3,16,Table 3.4. (a) Linear extension of new growth for the two injury types (tissue removal and branch removal) inflicted on A. millepora and A. gemmifera in experiment 2b. (b) Injury size and regeneration for the two injury types inflicted on A. millepora and A. gemmifera in experiment 2b …………………………………………………..………….. 55,growth|extension|linear,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/2b8676ad__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/2b8676ad__growth__fig-<printed-label>_panel-<panel>.csv
DIG-2b8676ad-growth,needs_figure_id,2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,1cc24104a68e64c296bee5ac19098ce87b4ec3220194033a085af6665b24e654,136,parsed,2,35,table,Table 3,74,"Table 3.4: (a) Linear extension of new growth for the two injury types (tissue removal and branch removal) inflicted on A. millepora and A. gemmifera in experiment 2b (mean + 1 SE). KW represents the Kruskal- Wallis statistic obtained by comparing the differences in linear extension between the two injury types, and P equals the probability. (b) Injury size and regeneration (percent of injury recovered) for the two injury types inflicted on A. millepora and A. gemmifera in experiment 2b (mean + 1 SE). (Number of colonies =8 and 10 for A. gemmifera and A. millepora respectively).",growth|extension|linear,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/2b8676ad__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/2b8676ad__growth__fig-<printed-label>_panel-<panel>.csv
